time_ms,v_soma_mV,v_proximal_dendrite_mV,v_proximal_axon_candidate_mV
506.750000,-26.842058,-27.529792,-27.316701
506.775000,-26.491012,-27.206832,-26.982722
506.800000,-26.116142,-26.862469,-26.626383
506.825000,-25.715052,-26.494568,-26.245448
506.850000,-25.285088,-26.100769,-25.837443
506.875000,-24.823335,-25.678471,-25.399643
506.900000,-24.326608,-25.224832,-24.929072
506.925000,-23.791468,-24.736771,-24.422512
506.950000,-23.214258,-24.211004,-23.876534
506.975000,-22.591181,-23.644092,-23.287563
507.000000,-21.918419,-23.032547,-22.651988
507.025000,-21.192335,-22.372987,-21.966337
507.050000,-20.409758,-21.662377,-21.227533
507.075000,-19.568388,-20.898353,-20.433256
507.100000,-18.667316,-20.079672,-19.582418
507.125000,-17.707663,-19.206747,-18.675740
507.150000,-16.693279,-18.282259,-17.716407
507.175000,-15.631409,-17.311772,-16.710693
507.200000,-14.533179,-16.304215,-15.668454
507.225000,-13.413741,-15.272110,-14.603319
507.250000,-12.291936,-14.231419,-13.532462
507.275000,-11.189445,-13.200945,-12.475903
507.300000,-10.129496,-12.201328,-11.455383
507.325000,-9.135337,-11.253778,-10.492987
507.350000,-8.228691,-10.378720,-9.609709
507.375000,-7.428439,-9.594561,-8.824180
507.400000,-6.749673,-8.916725,-8.151699
507.425000,-6.203209,-8.357045,-7.603679
507.450000,-5.795541,-7.923545,-7.187488
507.475000,-5.529151,-7.620551,-6.906642
507.500000,-5.403058,-7.449042,-6.761236
507.525000,-5.413471,-7.407158,-6.748521
507.550000,-5.554462,-7.490752,-6.863496
507.575000,-5.818563,-7.693921,-7.099488
507.600000,-6.197270,-8.009485,-7.448634
507.625000,-6.681440,-8.429381,-7.902288
507.650000,-7.261579,-8.944972,-8.451330
507.675000,-7.928058,-9.547293,-9.086397
507.700000,-8.671258,-10.227231,-9.798063
507.725000,-9.481686,-10.975664,-10.576962
507.750000,-10.350054,-11.783582,-11.413899
507.775000,-11.267366,-12.642176,-12.299938
507.800000,-12.224985,-13.542937,-13.226487
507.825000,-13.214721,-14.477740,-14.185386
507.850000,-14.228910,-15.438933,-15.168983
507.875000,-15.260483,-16.419411,-16.170211
507.900000,-16.303022,-17.412677,-17.182643
507.925000,-17.350793,-18.412885,-18.200524
507.950000,-18.398739,-19.414842,-19.218773
507.975000,-19.442446,-20.413992,-20.232951
508.000000,-20.478076,-21.406368,-21.239210
508.025000,-21.502288,-22.388520,-22.234214
508.050000,-22.512148,-23.357448,-23.215056
508.075000,-23.505048,-24.310514,-24.179182
508.100000,-24.478634,-25.245380,-25.124315
508.125000,-25.430754,-26.159949,-26.048400
508.150000,-26.359422,-27.052323,-26.949569
508.175000,-27.262804,-27.920778,-27.826111
508.200000,-28.139220,-28.763754,-28.676474
508.225000,-28.987154,-29.579857,-29.499264
508.250000,-29.805275,-30.367864,-30.293261
508.275000,-30.592460,-31.126742,-31.057435
508.300000,-31.347816,-31.855663,-31.790965
508.325000,-32.070696,-32.554011,-32.493253
508.350000,-32.760709,-33.221399,-33.163935
508.375000,-33.417724,-33.857665,-33.802880
508.400000,-34.041856,-34.462868,-34.410186
508.425000,-34.633458,-35.037279,-34.986170
508.450000,-35.193093,-35.581363,-35.531342
508.475000,-35.721508,-36.095754,-36.046390
508.500000,-36.219604,-36.581233,-36.532146
508.525000,-36.688404,-37.038700,-36.989560
508.550000,-37.129023,-37.469147,-37.419675
508.575000,-37.542640,-37.873635,-37.823596
508.600000,-37.930470,-38.253266,-38.202472
508.625000,-38.293745,-38.609169,-38.557467
508.650000,-38.633695,-38.942477,-38.889752
508.675000,-38.951533,-39.254316,-39.200484
508.700000,-39.248443,-39.545793,-39.490796
508.725000,-39.525570,-39.817986,-39.761789
