time_ms,soma_mv,proximal_axon_mv,proximal_dendrite_mv,current_na
6.7000000000000615,-60.0,-60.0,-60.0,-0.02
6.800000000000063,-60.0,-60.0,-60.0,-0.02
6.900000000000064,-60.0,-60.0,-60.0,-0.02
7.000000000000066,-60.0,-60.0,-60.0,-0.02
7.100000000000067,-60.0,-60.0,-60.0,-0.02
7.200000000000069,-60.0,-60.0,-60.0,-0.02
7.30000000000007,-60.0,-60.0,-60.0,-0.02
7.400000000000071,-60.0,-60.0,-60.0,-0.02
7.500000000000073,-60.0,-60.0,-60.0,-0.02
7.600000000000074,-60.0,-60.0,-60.0,-0.02
7.700000000000076,-60.0,-60.0,-60.0,-0.02
7.800000000000077,-60.0,-60.0,-60.0,-0.02
7.9000000000000785,-60.0,-60.0,-60.0,-0.02
8.00000000000008,-60.0,-60.0,-60.0,-0.02
8.100000000000074,-60.0,-60.0,-60.0,-0.02
8.200000000000069,-60.0,-60.0,-60.0,-0.02
8.300000000000063,-60.0,-60.0,-60.0,-0.02
8.400000000000057,-60.0,-60.0,-60.0,-0.02
8.500000000000052,-60.0,-60.0,-60.0,-0.02
8.600000000000046,-60.0,-60.0,-60.0,-0.02
8.70000000000004,-60.0,-60.0,-60.0,-0.02
8.800000000000034,-60.0,-60.0,-60.0,-0.02
8.900000000000029,-60.0,-60.0,-60.0,-0.02
9.000000000000023,-60.0,-60.0,-60.0,-0.02
9.100000000000017,-60.0,-60.0,-60.0,-0.02
9.200000000000012,-60.0,-60.0,-60.0,-0.02
9.300000000000006,-60.0,-60.0,-60.0,-0.02
9.4,-60.0,-60.0,-60.0,-0.02
9.499999999999995,-60.0,-60.0,-60.0,-0.02
9.599999999999989,-60.0,-60.0,-60.0,-0.02
9.699999999999983,-60.0,-60.0,-60.0,-0.02
9.799999999999978,-60.0,-60.0,-60.0,-0.02
9.899999999999972,-60.0,-60.0,-60.0,-0.02
9.999999999999966,-60.0,-60.0,-60.0,-0.02
10.09999999999996,-60.0,-60.0,-60.0,-0.02
10.199999999999955,-60.0,-60.0,-60.0,-0.02
10.29999999999995,-60.0,-60.0,-60.0,-0.02
10.399999999999944,-60.0,-60.0,-60.0,-0.02
10.499999999999938,-60.0,-60.0,-60.0,-0.02
10.599999999999932,-60.0,-60.0,-60.0,-0.02
10.699999999999926,-60.0,-60.0,-60.0,-0.02
10.79999999999992,-60.0,-60.0,-60.0,-0.02
10.899999999999915,-60.0,-60.0,-60.0,-0.02
10.99999999999991,-60.0,-60.0,-60.0,-0.02
11.099999999999904,-60.0,-60.0,-60.0,-0.02
11.199999999999898,-60.0,-60.0,-60.0,-0.02
11.299999999999892,-60.0,-60.0,-60.0,-0.02
11.399999999999887,-60.0,-60.0,-60.0,-0.02
11.499999999999881,-60.0,-60.0,-60.0,-0.02
11.599999999999875,-60.0,-60.0,-60.0,-0.02
11.69999999999987,-60.0,-60.0,-60.0,-0.02
11.799999999999864,-60.0,-60.0,-60.0,-0.02
11.899999999999858,-60.0,-60.0,-60.0,-0.02
11.999999999999853,-60.0,-60.0,-60.0,-0.02
12.099999999999847,-60.0,-60.0,-60.0,-0.02
12.199999999999841,-60.0,-60.0,-60.0,-0.02
12.299999999999836,-60.0,-60.0,-60.0,-0.02
12.39999999999983,-60.0,-60.0,-60.0,-0.02
12.499999999999824,-60.0,-60.0,-60.0,-0.02
12.599999999999818,-60.0,-60.0,-60.0,-0.02
12.699999999999813,-60.0,-60.0,-60.0,-0.02
12.799999999999807,-60.0,-60.0,-60.0,-0.02
12.899999999999801,-60.0,-60.0,-60.0,-0.02
12.999999999999796,-60.0,-60.0,-60.0,-0.02
13.09999999999979,-60.0,-60.0,-60.0,-0.02
13.199999999999784,-60.0,-60.0,-60.0,-0.02
13.299999999999779,-60.0,-60.0,-60.0,-0.02
13.399999999999773,-60.0,-60.0,-60.0,-0.02
13.499999999999767,-60.0,-60.0,-60.0,-0.02
13.599999999999762,-60.0,-60.0,-60.0,-0.02
13.699999999999756,-60.0,-60.0,-60.0,-0.02
13.79999999999975,-60.0,-60.0,-60.0,-0.02
13.899999999999745,-60.0,-60.0,-60.0,-0.02
13.999999999999739,-60.0,-60.0,-60.0,-0.02
14.099999999999733,-60.0,-60.0,-60.0,-0.02
14.199999999999728,-60.0,-60.0,-60.0,-0.02
14.299999999999722,-60.0,-60.0,-60.0,-0.02
14.399999999999716,-60.0,-60.0,-60.0,-0.02
14.49999999999971,-60.0,-60.0,-60.0,-0.02
14.599999999999705,-60.0,-60.0,-60.0,-0.02
14.699999999999699,-60.0,-60.0,-60.0,-0.02
14.799999999999693,-60.0,-60.0,-60.0,-0.02
14.899999999999688,-60.0,-60.0,-60.0,-0.02
14.999999999999682,-60.0,-60.0,-60.0,-0.02
15.099999999999676,-60.0,-60.0,-60.0,-0.02
15.19999999999967,-60.0,-60.0,-60.0,-0.02
15.299999999999665,-60.0,-60.0,-60.0,-0.02
15.39999999999966,-60.0,-60.0,-60.0,-0.02
15.499999999999654,-60.0,-60.0,-60.0,-0.02
15.599999999999648,-60.0,-60.0,-60.0,-0.02
15.699999999999642,-60.0,-60.0,-60.0,-0.02
15.799999999999637,-60.0,-60.0,-60.0,-0.02
15.89999999999963,-60.0,-60.0,-60.0,-0.02
15.999999999999625,-60.0,-60.0,-60.0,-0.02
16.09999999999962,-60.0,-60.0,-60.0,-0.02
16.199999999999616,-60.0,-60.0,-60.0,-0.02
16.29999999999961,-60.0,-60.0,-60.0,-0.02
16.399999999999604,-60.0,-60.0,-60.0,-0.02
16.4999999999996,-60.0,-60.0,-60.0,-0.02
16.599999999999593,-60.0,-60.0,-60.0,-0.02
16.699999999999587,-60.0,-60.0,-60.0,-0.02
16.79999999999958,-60.0,-60.0,-60.0,-0.02
16.899999999999576,-60.0,-60.0,-60.0,-0.02
16.99999999999957,-60.0,-60.0,-60.0,-0.02
17.099999999999564,-60.0,-60.0,-60.0,-0.02
17.19999999999956,-60.0,-60.0,-60.0,-0.02
17.299999999999553,-60.0,-60.0,-60.0,-0.02
17.399999999999547,-60.0,-60.0,-60.0,-0.02
17.49999999999954,-60.0,-60.0,-60.0,-0.02
17.599999999999536,-60.0,-60.0,-60.0,-0.02
17.69999999999953,-60.0,-60.0,-60.0,-0.02
17.799999999999525,-60.0,-60.0,-60.0,-0.02
17.89999999999952,-60.0,-60.0,-60.0,-0.02
17.999999999999513,-60.0,-60.0,-60.0,-0.02
18.099999999999508,-60.0,-60.0,-60.0,-0.02
18.199999999999502,-60.0,-60.0,-60.0,-0.02
18.299999999999496,-60.0,-60.0,-60.0,-0.02
18.39999999999949,-60.0,-60.0,-60.0,-0.02
18.499999999999485,-60.0,-60.0,-60.0,-0.02
18.59999999999948,-60.0,-60.0,-60.0,-0.02
18.699999999999473,-60.0,-60.0,-60.0,-0.02
18.799999999999468,-60.0,-60.0,-60.0,-0.02
18.899999999999462,-60.0,-60.0,-60.0,-0.02
18.999999999999456,-60.0,-60.0,-60.0,-0.02
19.09999999999945,-60.0,-60.0,-60.0,-0.02
19.199999999999445,-60.0,-60.0,-60.0,-0.02
19.29999999999944,-60.0,-60.0,-60.0,-0.02
19.399999999999434,-60.0,-60.0,-60.0,-0.02
19.499999999999428,-60.0,-60.0,-60.0,-0.02
19.599999999999422,-60.0,-60.0,-60.0,-0.02
19.699999999999417,-60.0,-60.0,-60.0,-0.02
19.79999999999941,-60.0,-60.0,-60.0,-0.02
19.899999999999405,-60.0,-60.0,-60.0,-0.02
19.9999999999994,-60.0,-60.0,-60.0,-0.02
20.099999999999394,-60.0,-60.0,-60.0,-0.02
20.199999999999388,-60.0,-60.0,-60.0,-0.02
20.299999999999383,-60.0,-60.0,-60.0,-0.02
20.399999999999377,-60.0,-60.0,-60.0,-0.02
20.49999999999937,-60.0,-60.0,-60.0,-0.02
20.599999999999365,-60.0,-60.0,-60.0,-0.02
20.69999999999936,-60.0,-60.0,-60.0,-0.02
20.799999999999354,-60.0,-60.0,-60.0,-0.02
20.89999999999935,-60.0,-60.0,-60.0,-0.02
20.999999999999343,-60.0,-60.0,-60.0,-0.02
21.099999999999337,-60.0,-60.0,-60.0,-0.02
21.19999999999933,-60.0,-60.0,-60.0,-0.02
21.299999999999326,-60.0,-60.0,-60.0,-0.02
21.39999999999932,-60.0,-60.0,-60.0,-0.02
21.499999999999314,-60.0,-60.0,-60.0,-0.02
21.59999999999931,-60.0,-60.0,-60.0,-0.02
21.699999999999303,-60.0,-60.0,-60.0,-0.02
21.799999999999297,-60.0,-60.0,-60.0,-0.02
21.89999999999929,-60.0,-60.0,-60.0,-0.02
21.999999999999286,-60.0,-60.0,-60.0,-0.02
22.09999999999928,-60.0,-60.0,-60.0,-0.02
22.199999999999275,-60.0,-60.0,-60.0,-0.02
22.29999999999927,-60.0,-60.0,-60.0,-0.02
22.399999999999263,-60.0,-60.0,-60.0,-0.02
22.499999999999257,-60.0,-60.0,-60.0,-0.02
22.599999999999252,-60.0,-60.0,-60.0,-0.02
22.699999999999246,-60.0,-60.0,-60.0,-0.02
22.79999999999924,-60.0,-60.0,-60.0,-0.02
22.899999999999235,-60.0,-60.0,-60.0,-0.02
22.99999999999923,-60.0,-60.0,-60.0,-0.02
23.099999999999223,-60.0,-60.0,-60.0,-0.02
23.199999999999218,-60.0,-60.0,-60.0,-0.02
23.299999999999212,-60.0,-60.0,-60.0,-0.02
23.399999999999206,-60.0,-60.0,-60.0,-0.02
23.4999999999992,-60.0,-60.0,-60.0,-0.02
23.599999999999195,-60.0,-60.0,-60.0,-0.02
23.69999999999919,-60.0,-60.0,-60.0,-0.02
23.799999999999184,-60.0,-60.0,-60.0,-0.02
23.899999999999178,-60.0,-60.0,-60.0,-0.02
23.999999999999172,-60.0,-60.0,-60.0,-0.02
24.099999999999167,-60.0,-60.0,-60.0,-0.02
24.19999999999916,-60.0,-60.0,-60.0,-0.02
24.299999999999155,-60.0,-60.0,-60.0,-0.02
24.39999999999915,-60.0,-60.0,-60.0,-0.02
24.499999999999144,-60.0,-60.0,-60.0,-0.02
24.599999999999138,-60.0,-60.0,-60.0,-0.02
24.699999999999132,-60.0,-60.0,-60.0,-0.02
24.799999999999127,-60.0,-60.0,-60.0,-0.02
24.89999999999912,-60.0,-60.0,-60.0,-0.02
24.999999999999115,-60.0,-60.0,-60.0,-0.02
25.09999999999911,-60.0,-60.0,-60.0,-0.02
25.199999999999104,-60.0,-60.0,-60.0,-0.02
25.2999999999991,-60.0,-60.0,-60.0,-0.02
25.399999999999093,-60.0,-60.0,-60.0,-0.02
25.499999999999087,-60.0,-60.0,-60.0,-0.02
25.59999999999908,-60.0,-60.0,-60.0,-0.02
25.699999999999076,-60.0,-60.0,-60.0,-0.02
25.79999999999907,-60.0,-60.0,-60.0,-0.02
25.899999999999064,-60.0,-60.0,-60.0,-0.02
25.99999999999906,-60.0,-60.0,-60.0,-0.02
26.099999999999053,-60.0,-60.0,-60.0,-0.02
26.199999999999047,-60.0,-60.0,-60.0,-0.02
26.29999999999904,-60.0,-60.0,-60.0,-0.02
26.399999999999036,-60.0,-60.0,-60.0,-0.02
26.49999999999903,-60.0,-60.0,-60.0,-0.02
26.599999999999024,-60.0,-60.0,-60.0,-0.02
26.69999999999902,-60.0,-60.0,-60.0,-0.02
26.799999999999013,-60.0,-60.0,-60.0,-0.02
26.899999999999007,-60.0,-60.0,-60.0,-0.02
26.999999999999,-60.0,-60.0,-60.0,-0.02
27.099999999998996,-60.0,-60.0,-60.0,-0.02
27.19999999999899,-60.0,-60.0,-60.0,-0.02
27.299999999998985,-60.0,-60.0,-60.0,-0.02
27.39999999999898,-60.0,-60.0,-60.0,-0.02
27.499999999998973,-60.0,-60.0,-60.0,-0.02
27.599999999998968,-60.0,-60.0,-60.0,-0.02
27.699999999998962,-60.0,-60.0,-60.0,-0.02
27.799999999998956,-60.0,-60.0,-60.0,-0.02
27.89999999999895,-60.0,-60.0,-60.0,-0.02
27.999999999998945,-60.0,-60.0,-60.0,-0.02
28.09999999999894,-60.0,-60.0,-60.0,-0.02
28.199999999998933,-60.0,-60.0,-60.0,-0.02
28.299999999998928,-60.0,-60.0,-60.0,-0.02
28.399999999998922,-60.0,-60.0,-60.0,-0.02
28.499999999998916,-60.0,-60.0,-60.0,-0.02
28.59999999999891,-60.0,-60.0,-60.0,-0.02
28.699999999998905,-60.0,-60.0,-60.0,-0.02
28.7999999999989,-60.0,-60.0,-60.0,-0.02
28.899999999998894,-60.0,-60.0,-60.0,-0.02
28.999999999998888,-60.0,-60.0,-60.0,-0.02
29.099999999998882,-60.0,-60.0,-60.0,-0.02
29.199999999998877,-60.0,-60.0,-60.0,-0.02
29.29999999999887,-60.0,-60.0,-60.0,-0.02
29.399999999998865,-60.0,-60.0,-60.0,-0.02
29.49999999999886,-60.0,-60.0,-60.0,-0.02
29.599999999998854,-60.0,-60.0,-60.0,-0.02
29.699999999998848,-60.0,-60.0,-60.0,-0.02
29.799999999998843,-60.0,-60.0,-60.0,-0.02
29.899999999998837,-60.0,-60.0,-60.0,-0.02
29.99999999999883,-60.0,-60.0,-60.0,-0.02
30.099999999998825,-60.0,-60.0,-60.0,-0.02
30.19999999999882,-60.0,-60.0,-60.0,-0.02
30.299999999998814,-60.0,-60.0,-60.0,-0.02
30.39999999999881,-60.0,-60.0,-60.0,-0.02
30.499999999998803,-60.0,-60.0,-60.0,-0.02
30.599999999998797,-60.0,-60.0,-60.0,-0.02
30.69999999999879,-60.0,-60.0,-60.0,-0.02
30.799999999998786,-60.0,-60.0,-60.0,-0.02
30.89999999999878,-60.0,-60.0,-60.0,-0.02
30.999999999998774,-60.0,-60.0,-60.0,-0.02
31.09999999999877,-60.0,-60.0,-60.0,-0.02
31.199999999998763,-60.0,-60.0,-60.0,-0.02
31.299999999998757,-60.0,-60.0,-60.0,-0.02
31.39999999999875,-60.0,-60.0,-60.0,-0.02
31.499999999998746,-60.0,-60.0,-60.0,-0.02
31.59999999999874,-60.0,-60.0,-60.0,-0.02
31.699999999998735,-60.0,-60.0,-60.0,-0.02
31.79999999999873,-60.0,-60.0,-60.0,-0.02
31.899999999998723,-60.0,-60.0,-60.0,-0.02
31.999999999998717,-60.0,-60.0,-60.0,-0.02
32.09999999999874,-60.0,-60.0,-60.0,-0.02
32.19999999999876,-60.0,-60.0,-60.0,-0.02
32.29999999999878,-60.0,-60.0,-60.0,-0.02
32.399999999998805,-60.0,-60.0,-60.0,-0.02
32.49999999999883,-60.0,-60.0,-60.0,-0.02
32.59999999999885,-60.0,-60.0,-60.0,-0.02
32.69999999999887,-60.0,-60.0,-60.0,-0.02
32.799999999998896,-60.0,-60.0,-60.0,-0.02
32.89999999999892,-60.0,-60.0,-60.0,-0.02
32.99999999999894,-60.0,-60.0,-60.0,-0.02
33.099999999998964,-60.0,-60.0,-60.0,-0.02
33.19999999999899,-60.0,-60.0,-60.0,-0.02
33.29999999999901,-60.0,-60.0,-60.0,-0.02
33.39999999999903,-60.0,-60.0,-60.0,-0.02
33.499999999999055,-60.0,-60.0,-60.0,-0.02
33.59999999999908,-60.0,-60.0,-60.0,-0.02
33.6999999999991,-60.0,-60.0,-60.0,-0.02
33.79999999999912,-60.0,-60.0,-60.0,-0.02
33.899999999999146,-60.0,-60.0,-60.0,-0.02
33.99999999999917,-60.0,-60.0,-60.0,-0.02
34.09999999999919,-60.0,-60.0,-60.0,-0.02
34.199999999999214,-60.0,-60.0,-60.0,-0.02
34.29999999999924,-60.0,-60.0,-60.0,-0.02
34.39999999999926,-60.0,-60.0,-60.0,-0.02
34.49999999999928,-60.0,-60.0,-60.0,-0.02
34.599999999999305,-60.0,-60.0,-60.0,-0.02
34.69999999999933,-60.0,-60.0,-60.0,-0.02
34.79999999999935,-60.0,-60.0,-60.0,-0.02
34.89999999999937,-60.0,-60.0,-60.0,-0.02
34.999999999999396,-60.0,-60.0,-60.0,-0.02
35.09999999999942,-60.0,-60.0,-60.0,-0.02
35.19999999999944,-60.0,-60.0,-60.0,-0.02
35.299999999999464,-60.0,-60.0,-60.0,-0.02
35.39999999999949,-60.0,-60.0,-60.0,-0.02
35.49999999999951,-60.0,-60.0,-60.0,-0.02
35.59999999999953,-60.0,-60.0,-60.0,-0.02
35.699999999999555,-60.0,-60.0,-60.0,-0.02
35.79999999999958,-60.0,-60.0,-60.0,-0.02
35.8999999999996,-60.0,-60.0,-60.0,-0.02
35.99999999999962,-60.0,-60.0,-60.0,-0.02
36.099999999999646,-60.0,-60.0,-60.0,-0.02
36.19999999999967,-60.0,-60.0,-60.0,-0.02
36.29999999999969,-60.0,-60.0,-60.0,-0.02
36.399999999999714,-60.0,-60.0,-60.0,-0.02
36.49999999999974,-60.0,-60.0,-60.0,-0.02
36.59999999999976,-60.0,-60.0,-60.0,-0.02
36.69999999999978,-60.0,-60.0,-60.0,-0.02
36.799999999999805,-60.0,-60.0,-60.0,-0.02
36.89999999999983,-60.0,-60.0,-60.0,-0.02
36.99999999999985,-60.0,-60.0,-60.0,-0.02
37.09999999999987,-60.0,-60.0,-60.0,-0.02
37.199999999999896,-60.0,-60.0,-60.0,-0.02
37.29999999999992,-60.0,-60.0,-60.0,-0.02
37.39999999999994,-60.0,-60.0,-60.0,-0.02
37.499999999999964,-60.0,-60.0,-60.0,-0.02
37.59999999999999,-60.0,-60.0,-60.0,-0.02
37.70000000000001,-60.0,-60.0,-60.0,-0.02
37.80000000000003,-60.0,-60.0,-60.0,-0.02
37.900000000000055,-60.0,-60.0,-60.0,-0.02
38.00000000000008,-60.0,-60.0,-60.0,-0.02
38.1000000000001,-60.0,-60.0,-60.0,-0.02
38.200000000000124,-60.0,-60.0,-60.0,-0.02
38.300000000000146,-60.0,-60.0,-60.0,-0.02
38.40000000000017,-60.0,-60.0,-60.0,-0.02
38.50000000000019,-60.0,-60.0,-60.0,-0.02
38.600000000000215,-60.0,-60.0,-60.0,-0.02
38.70000000000024,-60.0,-60.0,-60.0,-0.02
38.80000000000026,-60.0,-60.0,-60.0,-0.02
38.90000000000028,-60.0,-60.0,-60.0,-0.02
39.000000000000306,-60.0,-60.0,-60.0,-0.02
39.10000000000033,-60.0,-60.0,-60.0,-0.02
39.20000000000035,-60.0,-60.0,-60.0,-0.02
39.300000000000374,-60.0,-60.0,-60.0,-0.02
39.4000000000004,-60.0,-60.0,-60.0,-0.02
39.50000000000042,-60.0,-60.0,-60.0,-0.02
39.60000000000044,-60.0,-60.0,-60.0,-0.02
39.700000000000465,-60.0,-60.0,-60.0,-0.02
39.80000000000049,-60.0,-60.0,-60.0,-0.02
39.90000000000051,-60.0,-60.0,-60.0,-0.02
40.00000000000053,-60.0,-60.0,-60.0,-0.02
40.100000000000556,-60.0,-60.0,-60.0,-0.02
40.20000000000058,-60.0,-60.0,-60.0,-0.02
40.3000000000006,-60.0,-60.0,-60.0,-0.02
40.400000000000624,-60.0,-60.0,-60.0,-0.02
40.50000000000065,-60.0,-60.0,-60.0,-0.02
40.60000000000067,-60.0,-60.0,-60.0,-0.02
40.70000000000069,-60.0,-60.0,-60.0,-0.02
40.800000000000715,-60.0,-60.0,-60.0,-0.02
40.90000000000074,-60.0,-60.0,-60.0,-0.02
41.00000000000076,-60.0,-60.0,-60.0,-0.02
41.10000000000078,-60.0,-60.0,-60.0,-0.02
41.200000000000806,-60.0,-60.0,-60.0,-0.02
41.30000000000083,-60.0,-60.0,-60.0,-0.02
41.40000000000085,-60.0,-60.0,-60.0,-0.02
41.500000000000874,-60.0,-60.0,-60.0,-0.02
41.6000000000009,-60.0,-60.0,-60.0,-0.02
41.70000000000092,-60.0,-60.0,-60.0,-0.02
41.80000000000094,-60.0,-60.0,-60.0,-0.02
41.900000000000965,-60.0,-60.0,-60.0,-0.02
42.00000000000099,-60.0,-60.0,-60.0,-0.02
42.10000000000101,-60.0,-60.0,-60.0,-0.02
42.20000000000103,-60.0,-60.0,-60.0,-0.02
42.300000000001056,-60.0,-60.0,-60.0,-0.02
42.40000000000108,-60.0,-60.0,-60.0,-0.02
42.5000000000011,-60.0,-60.0,-60.0,-0.02
42.600000000001124,-60.0,-60.0,-60.0,-0.02
42.70000000000115,-60.0,-60.0,-60.0,-0.02
42.80000000000117,-60.0,-60.0,-60.0,-0.02
42.90000000000119,-60.0,-60.0,-60.0,-0.02
43.000000000001215,-60.0,-60.0,-60.0,-0.02
43.10000000000124,-60.0,-60.0,-60.0,-0.02
43.20000000000126,-60.0,-60.0,-60.0,-0.02
43.30000000000128,-60.0,-60.0,-60.0,-0.02
43.400000000001306,-60.0,-60.0,-60.0,-0.02
43.50000000000133,-60.0,-60.0,-60.0,-0.02
43.60000000000135,-60.0,-60.0,-60.0,-0.02
43.700000000001374,-60.0,-60.0,-60.0,-0.02
43.8000000000014,-60.0,-60.0,-60.0,-0.02
43.90000000000142,-60.0,-60.0,-60.0,-0.02
44.00000000000144,-60.0,-60.0,-60.0,-0.02
44.100000000001465,-60.0,-60.0,-60.0,-0.02
44.20000000000149,-60.0,-60.0,-60.0,-0.02
44.30000000000151,-60.0,-60.0,-60.0,-0.02
44.40000000000153,-60.0,-60.0,-60.0,-0.02
44.500000000001556,-60.0,-60.0,-60.0,-0.02
44.60000000000158,-60.0,-60.0,-60.0,-0.02
44.7000000000016,-60.0,-60.0,-60.0,-0.02
44.800000000001624,-60.0,-60.0,-60.0,-0.02
44.90000000000165,-60.0,-60.0,-60.0,-0.02
45.00000000000167,-60.0,-60.0,-60.0,-0.02
45.10000000000169,-60.0,-60.0,-60.0,-0.02
45.200000000001715,-60.0,-60.0,-60.0,-0.02
45.30000000000174,-60.0,-60.0,-60.0,-0.02
45.40000000000176,-60.0,-60.0,-60.0,-0.02
45.50000000000178,-60.0,-60.0,-60.0,-0.02
45.600000000001806,-60.0,-60.0,-60.0,-0.02
45.70000000000183,-60.0,-60.0,-60.0,-0.02
45.80000000000185,-60.0,-60.0,-60.0,-0.02
45.900000000001874,-60.0,-60.0,-60.0,-0.02
46.0000000000019,-60.0,-60.0,-60.0,-0.02
46.10000000000192,-60.0,-60.0,-60.0,-0.02
46.20000000000194,-60.0,-60.0,-60.0,-0.02
46.300000000001965,-60.0,-60.0,-60.0,-0.02
46.40000000000199,-60.0,-60.0,-60.0,-0.02
46.50000000000201,-60.0,-60.0,-60.0,-0.02
46.600000000002034,-60.0,-60.0,-60.0,-0.02
46.700000000002056,-60.0,-60.0,-60.0,-0.02
46.80000000000208,-60.0,-60.0,-60.0,-0.02
46.9000000000021,-60.0,-60.0,-60.0,-0.02
47.000000000002125,-60.0,-60.0,-60.0,-0.02
47.10000000000215,-60.0,-60.0,-60.0,-0.02
47.20000000000217,-60.0,-60.0,-60.0,-0.02
47.30000000000219,-60.0,-60.0,-60.0,-0.02
47.400000000002215,-60.0,-60.0,-60.0,-0.02
47.50000000000224,-60.0,-60.0,-60.0,-0.02
47.60000000000226,-60.0,-60.0,-60.0,-0.02
47.700000000002284,-60.0,-60.0,-60.0,-0.02
47.800000000002306,-60.0,-60.0,-60.0,-0.02
47.90000000000233,-60.0,-60.0,-60.0,-0.02
48.00000000000235,-60.0,-60.0,-60.0,-0.02
48.100000000002375,-60.0,-60.0,-60.0,-0.02
48.2000000000024,-60.0,-60.0,-60.0,-0.02
48.30000000000242,-60.0,-60.0,-60.0,-0.02
48.40000000000244,-60.0,-60.0,-60.0,-0.02
48.500000000002466,-60.0,-60.0,-60.0,-0.02
48.60000000000249,-60.0,-60.0,-60.0,-0.02
48.70000000000251,-60.0,-60.0,-60.0,-0.02
48.800000000002534,-60.0,-60.0,-60.0,-0.02
48.90000000000256,-60.0,-60.0,-60.0,-0.02
49.00000000000258,-60.0,-60.0,-60.0,-0.02
49.1000000000026,-60.0,-60.0,-60.0,-0.02
49.200000000002625,-60.0,-60.0,-60.0,-0.02
49.30000000000265,-60.0,-60.0,-60.0,-0.02
49.40000000000267,-60.0,-60.0,-60.0,-0.02
49.50000000000269,-60.0,-60.0,-60.0,-0.02
