time_ms,v_soma_mV,v_proximal_dendrite_mV,v_proximal_axon_candidate_mV
129.000000,-66.031648,-66.027287,-66.032064
129.050000,-66.031661,-66.027301,-66.032078
129.100000,-66.031675,-66.027315,-66.032092
129.150000,-66.031689,-66.027328,-66.032105
129.200000,-66.031702,-66.027342,-66.032119
129.250000,-66.031716,-66.027356,-66.032133
129.300000,-66.031730,-66.027369,-66.032146
129.350000,-66.031743,-66.027383,-66.032160
129.400000,-66.031757,-66.027396,-66.032173
129.450000,-66.031770,-66.027410,-66.032187
129.500000,-66.031784,-66.027423,-66.032200
129.550000,-66.031797,-66.027437,-66.032214
129.600000,-66.031811,-66.027450,-66.032227
129.650000,-66.031824,-66.027464,-66.032241
129.700000,-66.031838,-66.027477,-66.032254
129.750000,-66.031851,-66.027491,-66.032268
129.800000,-66.031864,-66.027504,-66.032281
129.850000,-66.031878,-66.027517,-66.032294
129.900000,-66.031891,-66.027531,-66.032308
129.950000,-66.031904,-66.027544,-66.032321
130.000000,-66.031918,-66.027557,-66.032334
130.050000,-66.031931,-66.027571,-66.032347
130.100000,-66.031944,-66.027584,-66.032361
130.150000,-66.031957,-66.027597,-66.032374
130.200000,-66.031970,-66.027610,-66.032387
130.250000,-66.031984,-66.027623,-66.032400
130.300000,-66.031997,-66.027637,-66.032413
130.350000,-66.032010,-66.027650,-66.032426
130.400000,-66.032023,-66.027663,-66.032439
130.450000,-66.032036,-66.027676,-66.032453
130.500000,-66.032049,-66.027689,-66.032466
130.550000,-66.032062,-66.027702,-66.032479
130.600000,-66.032075,-66.027715,-66.032492
130.650000,-66.032088,-66.027728,-66.032505
130.700000,-66.032101,-66.027741,-66.032517
130.750000,-66.032114,-66.027754,-66.032530
130.800000,-66.032127,-66.027767,-66.032543
130.850000,-66.032140,-66.027780,-66.032556
130.900000,-66.032152,-66.027792,-66.032569
130.950000,-66.032165,-66.027805,-66.032582
131.000000,-66.032178,-66.027818,-66.032595
131.050000,-66.032191,-66.027831,-66.032607
131.100000,-66.032204,-66.027844,-66.032620
131.150000,-66.032216,-66.027856,-66.032633
131.200000,-66.032229,-66.027869,-66.032646
131.250000,-66.032242,-66.027882,-66.032658
131.300000,-66.032254,-66.027895,-66.032671
131.350000,-66.032267,-66.027907,-66.032684
131.400000,-66.032280,-66.027920,-66.032696
131.450000,-66.032292,-66.027932,-66.032709
131.500000,-66.032305,-66.027945,-66.032721
131.550000,-66.032317,-66.027958,-66.032734
131.600000,-66.032330,-66.027970,-66.032746
131.650000,-66.032342,-66.027983,-66.032759
131.700000,-66.032355,-66.027995,-66.032771
131.750000,-66.032367,-66.028008,-66.032784
131.800000,-66.032380,-66.028020,-66.032796
131.850000,-66.032392,-66.028032,-66.032809
131.900000,-66.032405,-66.028045,-66.032821
131.950000,-66.032417,-66.028057,-66.032833
132.000000,-66.032429,-66.028070,-66.032846
132.050000,-66.032442,-66.028082,-66.032858
132.100000,-66.032454,-66.028094,-66.032870
132.150000,-66.032466,-66.028107,-66.032883
132.200000,-66.032478,-66.028119,-66.032895
132.250000,-66.032491,-66.028131,-66.032907
132.300000,-66.032503,-66.028143,-66.032919
132.350000,-66.032515,-66.028156,-66.032932
132.400000,-66.032527,-66.028168,-66.032944
132.450000,-66.032539,-66.028180,-66.032956
132.500000,-66.032551,-66.028192,-66.032968
132.550000,-66.032564,-66.028204,-66.032980
132.600000,-66.032576,-66.028216,-66.032992
132.650000,-66.032588,-66.028228,-66.033004
132.700000,-66.032600,-66.028240,-66.033016
132.750000,-66.032612,-66.028252,-66.033028
132.800000,-66.032624,-66.028264,-66.033040
132.850000,-66.032636,-66.028276,-66.033052
132.900000,-66.032648,-66.028288,-66.033064
132.950000,-66.032660,-66.028300,-66.033076
133.000000,-66.032672,-66.028312,-66.033088
133.050000,-66.032683,-66.028324,-66.033100
133.100000,-66.032695,-66.028336,-66.033112
133.150000,-66.032707,-66.028348,-66.033124
133.200000,-66.032719,-66.028360,-66.033135
133.250000,-66.032731,-66.028371,-66.033147
133.300000,-66.032743,-66.028383,-66.033159
133.350000,-66.032754,-66.028395,-66.033171
133.400000,-66.032766,-66.028407,-66.033183
133.450000,-66.032778,-66.028419,-66.033194
133.500000,-66.032789,-66.028430,-66.033206
133.550000,-66.032801,-66.028442,-66.033218
133.600000,-66.032813,-66.028454,-66.033229
133.650000,-66.032824,-66.028465,-66.033241
133.700000,-66.032836,-66.028477,-66.033253
133.750000,-66.032848,-66.028488,-66.033264
133.800000,-66.032859,-66.028500,-66.033276
133.850000,-66.032871,-66.028512,-66.033287
133.900000,-66.032882,-66.028523,-66.033299
133.950000,-66.032894,-66.028535,-66.033310
134.000000,-66.032905,-66.028546,-66.033322
134.050000,-66.032917,-66.028558,-66.033333
134.100000,-66.032928,-66.028569,-66.033345
134.150000,-66.032940,-66.028581,-66.033356
134.200000,-66.032951,-66.028592,-66.033368
134.250000,-66.032962,-66.028603,-66.033379
134.300000,-66.032974,-66.028615,-66.033390
134.350000,-66.032985,-66.028626,-66.033402
134.400000,-66.032996,-66.028637,-66.033413
134.450000,-66.033008,-66.028649,-66.033424
134.500000,-66.033019,-66.028660,-66.033435
134.550000,-66.033030,-66.028671,-66.033447
134.600000,-66.033041,-66.028683,-66.033458
134.650000,-66.033053,-66.028694,-66.033469
134.700000,-66.033064,-66.028705,-66.033480
134.750000,-66.033075,-66.028716,-66.033492
134.800000,-66.033086,-66.028727,-66.033503
134.850000,-66.033097,-66.028738,-66.033514
134.900000,-66.033108,-66.028750,-66.033525
134.950000,-66.033120,-66.028761,-66.033536
135.000000,-66.033131,-66.028772,-66.033547
135.050000,-66.033142,-66.028783,-66.033558
135.100000,-66.033153,-66.028794,-66.033569
135.150000,-66.033164,-66.028805,-66.033580
135.200000,-66.033175,-66.028816,-66.033591
135.250000,-66.033186,-66.028827,-66.033602
135.300000,-66.033197,-66.028838,-66.033613
135.350000,-66.033208,-66.028849,-66.033624
135.400000,-66.033218,-66.028860,-66.033635
135.450000,-66.033229,-66.028871,-66.033646
135.500000,-66.033240,-66.028882,-66.033657
135.550000,-66.033251,-66.028892,-66.033668
135.600000,-66.033262,-66.028903,-66.033679
135.650000,-66.033273,-66.028914,-66.033689
135.700000,-66.033284,-66.028925,-66.033700
135.750000,-66.033294,-66.028936,-66.033711
135.800000,-66.033305,-66.028947,-66.033722
135.850000,-66.033316,-66.028957,-66.033732
135.900000,-66.033327,-66.028968,-66.033743
135.950000,-66.033337,-66.028979,-66.033754
136.000000,-66.033348,-66.028989,-66.033765
136.050000,-66.033359,-66.029000,-66.033775
136.100000,-66.033369,-66.029011,-66.033786
136.150000,-66.033380,-66.029021,-66.033797
136.200000,-66.033391,-66.029032,-66.033807
136.250000,-66.033401,-66.029043,-66.033818
136.300000,-66.033412,-66.029053,-66.033828
136.350000,-66.033422,-66.029064,-66.033839
136.400000,-66.033433,-66.029074,-66.033849
136.450000,-66.033443,-66.029085,-66.033860
136.500000,-66.033454,-66.029095,-66.033870
136.550000,-66.033464,-66.029106,-66.033881
136.600000,-66.033475,-66.029116,-66.033891
136.650000,-66.033485,-66.029127,-66.033902
136.700000,-66.033496,-66.029137,-66.033912
136.750000,-66.033506,-66.029148,-66.033923
136.800000,-66.033516,-66.029158,-66.033933
136.850000,-66.033527,-66.029168,-66.033943
136.900000,-66.033537,-66.029179,-66.033954
136.950000,-66.033547,-66.029189,-66.033964
137.000000,-66.033558,-66.029199,-66.033974
137.050000,-66.033568,-66.029210,-66.033985
137.100000,-66.033578,-66.029220,-66.033995
137.150000,-66.033589,-66.029230,-66.034005
137.200000,-66.033599,-66.029241,-66.034015
137.250000,-66.033609,-66.029251,-66.034026
137.300000,-66.033619,-66.029261,-66.034036
137.350000,-66.033629,-66.029271,-66.034046
137.400000,-66.033639,-66.029281,-66.034056
137.450000,-66.033650,-66.029291,-66.034066
137.500000,-66.033660,-66.029302,-66.034076
137.550000,-66.033670,-66.029312,-66.034086
137.600000,-66.033680,-66.029322,-66.034097
137.650000,-66.033690,-66.029332,-66.034107
137.700000,-66.033700,-66.029342,-66.034117
137.750000,-66.033710,-66.029352,-66.034127
137.800000,-66.033720,-66.029362,-66.034137
137.850000,-66.033730,-66.029372,-66.034147
137.900000,-66.033740,-66.029382,-66.034157
137.950000,-66.033750,-66.029392,-66.034167
138.000000,-66.033760,-66.029402,-66.034177
138.050000,-66.033770,-66.029412,-66.034187
138.100000,-66.033780,-66.029422,-66.034196
138.150000,-66.033790,-66.029432,-66.034206
138.200000,-66.033800,-66.029442,-66.034216
138.250000,-66.033809,-66.029451,-66.034226
138.300000,-66.033819,-66.029461,-66.034236
138.350000,-66.033829,-66.029471,-66.034246
138.400000,-66.033839,-66.029481,-66.034255
138.450000,-66.033849,-66.029491,-66.034265
138.500000,-66.033858,-66.029500,-66.034275
138.550000,-66.033868,-66.029510,-66.034285
138.600000,-66.033878,-66.029520,-66.034295
138.650000,-66.033888,-66.029530,-66.034304
138.700000,-66.033897,-66.029539,-66.034314
138.750000,-66.033907,-66.029549,-66.034324
138.800000,-66.033917,-66.029559,-66.034333
138.850000,-66.033926,-66.029568,-66.034343
138.900000,-66.033936,-66.029578,-66.034353
138.950000,-66.033946,-66.029588,-66.034362
139.000000,-66.033955,-66.029597,-66.034372
139.050000,-66.033965,-66.029607,-66.034381
139.100000,-66.033974,-66.029616,-66.034391
139.150000,-66.033984,-66.029626,-66.034400
139.200000,-66.033993,-66.029636,-66.034410
139.250000,-66.034003,-66.029645,-66.034419
139.300000,-66.034012,-66.029655,-66.034429
139.350000,-66.034022,-66.029664,-66.034438
139.400000,-66.034031,-66.029673,-66.034448
139.450000,-66.034041,-66.029683,-66.034457
139.500000,-66.034050,-66.029692,-66.034467
139.550000,-66.034059,-66.029702,-66.034476
