time_ms,normal_DRG_mV,neuropathic_like_DRG_mV
3.275000000000013,-68.32292539965957,-66.96156330050131
3.300000000000013,-68.32747709431305,-66.96618862004743
3.3250000000000135,-68.33194352354985,-66.97074829241508
3.350000000000014,-68.33632636923723,-66.97524331048103
3.375000000000014,-68.34062727676613,-66.97967465031797
3.4000000000000146,-68.34484785597823,-66.98404327153179
3.425000000000015,-68.34898968206316,-66.98835011759047
3.4500000000000153,-68.35305429642747,-66.99259611614504
3.4750000000000156,-68.35704320753624,-66.99678217934255
3.500000000000016,-68.36095789172863,-67.00090920413156
3.5250000000000163,-68.36479979400849,-67.00497726765985
3.5500000000000167,-68.36857032881083,-67.00898444028682
3.575000000000017,-68.37227088074529,-67.01293164280956
3.6000000000000174,-68.37590280531738,-67.01681986698331
3.6250000000000178,-68.37946742962849,-67.0206500847355
3.650000000000018,-68.3829660530553,-67.02442324619398
3.6750000000000185,-68.38639994790951,-67.02814028056443
3.700000000000019,-68.38977036007859,-67.03180209702462
3.725000000000019,-68.39307850964813,-67.03540958555017
3.7500000000000195,-68.39632559150667,-67.03896361767589
3.77500000000002,-68.39951277593337,-67.04246504719926
3.8000000000000203,-68.40264120916942,-67.04591471083187
3.8250000000000206,-68.40571201397348,-67.04931342880386
3.850000000000021,-68.408726290162,-67.05266200542619
3.8750000000000213,-68.41168511513453,-67.05596122961471
3.9000000000000217,-68.41458954438505,-67.05921187537983
3.925000000000022,-68.4174406119993,-67.06241470228488
3.9500000000000224,-68.4202393311389,-67.06557045587638
3.9750000000000227,-68.42298669451259,-67.0686798680885
4.000000000000023,-68.42568367483489,-67.07174365762434
4.0250000000000234,-68.4283312252729,-67.07476253031598
4.050000000000024,-68.43093027988125,-67.0777371794652
4.075000000000024,-68.43348175402589,-67.0806682861665
4.1000000000000245,-68.4359865447968,-67.08355651961404
4.125000000000025,-68.43844553141025,-67.08640253739372
4.150000000000025,-68.44085957560073,-67.08920698576178
4.175000000000026,-68.44322952200285,-67.09197049991072
4.200000000000026,-68.4455561985238,-67.09469370422391
4.225000000000026,-68.44784041670624,-67.09737721251946
4.250000000000027,-68.45008297208226,-67.1000216282842
4.275000000000027,-68.45228464451846,-67.10262754489864
4.300000000000027,-68.4544461985526,-67.10519554585342
4.325000000000028,-68.4565683837219,-67.10772620495783
4.350000000000028,-68.45865193488325,-67.11022008654102
4.375000000000028,-68.46069757252573,-67.11267774564635
4.400000000000029,-68.46270600307551,-67.11509972821923
4.425000000000029,-68.46467791919336,-67.11748657128895
4.4500000000000295,-68.46661400006504,-67.11983880314483
4.47500000000003,-68.46851491168472,-67.12215694350704
4.50000000000003,-68.47038130713175,-67.1244415036923
4.5250000000000306,-68.47221382684067,-67.1266929867749
4.550000000000031,-68.47401309886511,-67.12891188774307
4.575000000000031,-68.47577973913528,-67.13109869365115
4.600000000000032,-68.47751435170947,-67.13325388376768
4.625000000000032,-68.47921752901983,-67.13537792971947
4.650000000000032,-68.48088985211227,-67.13747129563217
4.675000000000033,-68.48253189088089,-67.13953443826712
4.700000000000033,-68.48414420429707,-67.1415678071549
4.725000000000033,-68.48572734063318,-67.14357184472563
4.750000000000034,-68.4872818376813,-67.1455469864361
4.775000000000034,-68.48880822296691,-67.14749366089404
4.8000000000000345,-68.49030701395775,-67.14941228997934
4.825000000000035,-68.4917787182679,-67.15130328896265
4.850000000000035,-68.4932238338574,-67.1531670666213
4.8750000000000355,-68.49464284922729,-67.15500402535251
4.900000000000036,-68.4960362436103,-67.15681456128434
4.925000000000036,-68.49740448715737,-67.15859906438403
4.950000000000037,-68.4987480411199,-67.16035791856422
4.975000000000037,-68.50006735802813,-67.1620915017867
5.000000000000037,-68.5013628818655,-67.16380018616421
5.025000000000038,-68.50263504823917,-67.16548433805997
5.050000000000038,-68.50388428454683,-67.16714431818524
5.075000000000038,-68.50511101013987,-67.16878048169487
5.100000000000039,-68.50631563648305,-67.17039317828095
5.125000000000039,-68.5074985673106,-67.17198275226454
5.150000000000039,-68.50866019877908,-67.17354954268562
5.17500000000004,-68.5098009196168,-67.17509388339121
5.20000000000004,-68.51092111127014,-67.17661610312187
5.2250000000000405,-68.51202114804674,-67.1781165255964
5.250000000000041,-68.51310139725555,-67.17959546959493
5.275000000000041,-68.51416221934396,-67.18105324904053
5.300000000000042,-68.515203968032,-67.18249017307909
5.325000000000042,-68.5162269904437,-67.18390654615779
5.350000000000042,-68.51723162723569,-67.18530266810208
5.375000000000043,-68.51821821272306,-67.1866788341912
5.400000000000043,-68.51918707500262,-67.18803533523227
5.425000000000043,-68.52013853607356,-67.18937245763307
5.450000000000044,-68.52107291195557,-67.19069048347336
5.475000000000044,-68.5219905128045,-67.19198969057503
5.500000000000044,-68.5228916430257,-67.19327035257085
5.525000000000045,-68.52377660138485,-67.19453273897201
5.550000000000045,-68.52464568111667,-67.19577711523449
5.5750000000000455,-68.52549917003124,-67.19700374282407
5.600000000000046,-68.52633735061826,-67.19821287928035
5.625000000000046,-68.52716050014911,-67.19940477827953
5.6500000000000465,-68.52796889077676,-67.20057968969606
5.675000000000047,-68.52876278963377,-67.2017378596632
5.700000000000047,-68.52954245892816,-67.20287953063259
5.725000000000048,-68.53030815603744,-67.20400494143259
5.750000000000048,-68.53106013360063,-67.20511432732579
5.775000000000048,-68.53179863960854,-67.20620792006535
5.800000000000049,-68.53252391749207,-67.20728594795047
5.825000000000049,-68.53323620620888,-67.20834863588077
5.850000000000049,-68.5339357403282,-67.20939620540989
5.87500000000005,-68.53462275011402,-67.210428874798
5.90000000000005,-68.53529746160656,-67.21144685906347
5.9250000000000504,-68.53596009670213,-67.21245037003368
5.950000000000051,-68.53661087323135,-67.2134396163949
5.975000000000051,-68.53725000503596,-67.21441480374132
6.0000000000000515,-68.53787770204387,-67.21537613462331
6.025000000000052,-68.53849417034294,-67.21632380859478
6.050000000000052,-68.53909961225315,-67.21725802225973
6.075000000000053,-68.5396942263974,-67.21817896931809
6.100000000000053,-68.54027820777094,-67.21908684061073
6.125000000000053,-68.54085174780937,-67.2199818241637
6.150000000000054,-68.54141503445534,-67.22086410523173
6.175000000000054,-68.54196825222391,-67.22173386634104
6.200000000000054,-68.54251158226668,-67.22259128733143
6.225000000000055,-68.54304520243461,-67.22343654539755
6.250000000000055,-68.54356928733965,-67.22426981512966
6.275000000000055,-68.54408400841513,-67.22509126855361
6.300000000000056,-68.54458953397501,-67.22590107517014
6.325000000000056,-68.54508602927197,-67.22669940199359
6.3500000000000565,-68.54557365655432,-67.22748641358992
6.375000000000057,-68.54605257512193,-67.22826227211415
6.400000000000057,-68.5465229413809,-67.22902713734716
6.4250000000000576,-68.54698490889733,-67.22978116673185
6.450000000000058,-68.54743862844998,-67.23052451540877
6.475000000000058,-68.54788424808191,-67.23125733625116
6.500000000000059,-68.54832191315116,-67.23197977989933
6.525000000000059,-68.54875176638039,-67.23269199479465
6.550000000000059,-68.54917394790567,-67.23339412721278
6.57500000000006,-68.54958859532425,-67.23408632129653
6.60000000000006,-68.54999584374143,-67.23476871908812
6.62500000000006,-68.55039582581654,-67.23544146056093
6.650000000000061,-68.55078867180806,-67.23610468365071
6.675000000000061,-68.55117450961788,-67.2367585242863
6.7000000000000615,-68.55155346483465,-67.2374031164199
6.725000000000062,-68.5519256607764,-67.23803859205681
6.750000000000062,-68.55229121853229,-67.2386650812847
6.7750000000000625,-68.55265025700355,-67.2392827123024
6.800000000000063,-68.55300289294372,-67.23989161144827
6.825000000000063,-68.55334924099806,-67.2404919032281
6.850000000000064,-68.55368941374223,-67.24108371034255
6.875000000000064,-68.55402352172025,-67.24166715371413
6.900000000000064,-68.55435167348175,-67.24224235251387
6.925000000000065,-68.55467397561846,-67.2428094241874
6.950000000000065,-68.5549905328001,-67.24336848448075
6.975000000000065,-68.55530144780955,-67.24391964746572
7.000000000000066,-68.55560682157733,-67.24446302556476
7.025000000000066,-68.55590675321545,-67.24499872957557
7.050000000000066,-68.55620134005069,-67.24552686869528
7.075000000000067,-68.55649067765715,-67.24604755054419
7.100000000000067,-68.55677485988825,-67.24656088118924
7.1250000000000675,-68.55705397890813,-67.24706696516705
7.150000000000068,-68.55732812522245,-67.24756590550658
7.175000000000068,-68.55759738770863,-67.2480578037515
7.200000000000069,-68.55786185364546,-67.24854275998217
7.225000000000069,-68.55812160874231,-67.24902087283732
7.250000000000069,-68.55837673716758,-67.2494922395353
7.27500000000007,-68.55862732157682,-67.2499569558951
7.30000000000007,-68.55887344314021,-67.25041511635702
7.32500000000007,-68.55911518156957,-67.25086681400296
7.350000000000071,-68.55935261514483,-67.2513121405765
7.375000000000071,-68.5595858207401,-67.25175118650259
7.400000000000071,-68.55981487384912,-67.25218404090694
7.425000000000072,-68.56003984861037,-67.25261079163516
7.450000000000072,-68.56026081783165,-67.25303152527158
7.4750000000000725,-68.56047785301418,-67.25344632715776
7.500000000000073,-68.5606910243763,-67.25385528141076
7.525000000000073,-68.56090040087675,-67.25425847094108
7.5500000000000735,-68.56110605023744,-67.25465597747036
7.575000000000074,-68.56130803896589,-67.25504788154882
7.600000000000074,-68.56150643237717,-67.2554342625724
7.625000000000075,-68.56170129461553,-67.25581519879962
7.650000000000075,-68.56189268867553,-67.25619076736832
7.675000000000075,-68.56208067642288,-67.25656104431194
7.700000000000076,-68.56226531861482,-67.25692610457567
7.725000000000076,-68.56244667492015,-67.25728602203239
7.750000000000076,-68.56262480393892,-67.25764086949829
7.775000000000077,-68.5627997632217,-67.25799071874827
7.800000000000077,-68.56297160928858,-67.25833564053116
7.8250000000000774,-68.56314039764771,-67.2586757045846
7.850000000000078,-68.56330618281362,-67.25901097964986
7.875000000000078,-68.56346901832508,-67.25934153348624
7.9000000000000785,-68.56362895676277,-67.25966743288541
7.925000000000079,-68.56378604976652,-67.2599887436855
7.950000000000079,-68.56394034805227,-67.26030553078489
7.97500000000008,-68.56409190142872,-67.26061785815594
8.00000000000008,-68.56424075881368,-67.26092578885834
8.025000000000079,-68.56438696825012,-67.26122938505246
8.050000000000077,-68.56453057692191,-67.26152870801228
8.075000000000076,-68.5646716311693,-67.26182381813832
8.100000000000074,-68.56481017650412,-67.26211477497029
8.125000000000073,-68.56494625762464,-67.2624016371995
8.150000000000071,-68.56507991843023,-67.26268446268122
8.17500000000007,-68.56521120203575,-67.26296330844671
8.200000000000069,-68.56534015078566,-67.26323823071519
8.225000000000067,-68.5654668062678,-67.26350928490552
8.250000000000066,-68.56559120932708,-67.26377652564784
8.275000000000064,-68.56571340007876,-67.26404000679491
8.300000000000063,-68.56583341792162,-67.26429978143335
8.325000000000061,-68.5659513015508,-67.26455590189468
8.35000000000006,-68.5660670889704,-67.26480841976627
8.375000000000059,-68.56618081750597,-67.265057385902
8.400000000000057,-68.5662925238166,-67.26530285043287
8.425000000000056,-68.56640224390698,-67.26554486277743
8.450000000000054,-68.56651001313905,-67.26578347165201
8.475000000000053,-68.5666158662436,-67.26601872508087
8.500000000000052,-68.56671983733155,-67.2662506704061
8.52500000000005,-68.56682195990508,-67.26647935429749
8.550000000000049,-68.56692226686859,-67.26670482276221
8.575000000000047,-68.56702079053932,-67.26692712115427
8.600000000000046,-68.56711756265797,-67.26714629418397
8.625000000000044,-68.567212614399,-67.26736238592714
8.650000000000043,-68.56730597638074,-67.2675754398342
8.675000000000042,-68.56739767867542,-67.26778549873922
8.70000000000004,-68.56748775081891,-67.26799260486868
8.725000000000039,-68.56757622182035,-67.26819679985027
8.750000000000037,-68.56766312017153,-67.26839812472144
8.775000000000036,-68.56774847385626,-67.26859661993785
8.800000000000034,-68.56783231035934,-67.26879232538174
8.825000000000033,-68.56791465667558,-67.26898528037012
8.850000000000032,-68.56799553931856,-67.2691755236629
8.87500000000003,-68.56807498432919,-67.26936309347082
8.900000000000029,-68.56815301728422,-67.26954802746334
8.925000000000027,-68.56822966330452,-67.26973036277644
8.950000000000026,-68.56830494706325,-67.26991013602014
8.975000000000025,-68.56837889279387,-67.27008738328612
9.000000000000023,-68.56845152429797,-67.2702621401551
9.025000000000022,-68.56852286495301,-67.27043444170411
9.05000000000002,-68.56859293771994,-67.27060432251375
9.075000000000019,-68.56866176515061,-67.27077181667524
9.100000000000017,-68.56872936939506,-67.27093695779743
9.125000000000016,-68.56879577220876,-67.2710997790137
9.150000000000015,-68.56886099495962,-67.2712603129887
9.175000000000013,-68.56892505863493,-67.27141859192511
9.200000000000012,-68.56898798384816,-67.27157464757018
9.22500000000001,-68.56904979084561,-67.27172851122222
9.250000000000009,-68.56911049951303,-67.27188021373705
9.275000000000007,-68.569170129382,-67.27202978553429
9.300000000000006,-68.5692286996363,-67.27217725660356
9.325000000000005,-68.56928622911809,-67.27232265651061
9.350000000000003,-68.56934273633402,-67.27246601440342
9.375000000000002,-68.56939823946122,-67.27260735901805
9.4,-68.56945275635319,-67.2727467186846
9.424999999999999,-68.56950630454554,-67.27288412133292
9.449999999999998,-68.56955890126176,-67.27301959449836
9.474999999999996,-68.56961056341866,-67.27315316532737
9.499999999999995,-68.56966130763195,-67.273284860583
9.524999999999993,-68.56971115022155,-67.27341470665041
9.549999999999992,-68.5697601072169,-67.27354272954223
9.57499999999999,-68.56980819436211,-67.2736689549038
9.599999999999989,-68.56985542712111,-67.27379340801848
9.624999999999988,-68.5699018206826,-67.27391611381273
9.649999999999986,-68.56994738996494,-67.27403709686122
9.674999999999985,-68.56999214962102,-67.27415638139182
9.699999999999983,-68.57003611404298,-67.27427399129051
9.724999999999982,-68.57007929736685,-67.27438995010628
9.74999999999998,-68.5701217134771,-67.27450428105584
9.774999999999979,-68.57016337601121,-67.27461700702841
9.799999999999978,-68.57020429836395,-67.27472815059035
9.824999999999976,-68.57024449369177,-67.27483773398971
9.849999999999975,-68.57028397491709,-67.2749457791608
9.874999999999973,-68.57032275473239,-67.2750523077286
9.899999999999972,-68.57036084560436,-67.27515734101316
9.92499999999997,-68.57039825977789,-67.27526090003394
9.949999999999969,-68.57043500928008,-67.27536300551407
9.974999999999968,-68.57047110592406,-67.2754636778845
9.999999999999966,-68.57050656131283,-67.27556293728824
10.024999999999965,-68.570541386843,-67.27566080358436
10.049999999999963,-68.57057559370848,-67.27575729635203
10.074999999999962,-68.57060919290407,-67.27585243489452
10.09999999999996,-68.57064219522901,-67.27594623824308
10.12499999999996,-68.57067461129049,-67.2760387251608
10.149999999999958,-68.57070645150702,-67.27612991414642
10.174999999999956,-68.57073772611186,-67.27621982343804
10.199999999999955,-68.57076844515625,-67.27630847101685
10.224999999999953,-68.5707986185127,-67.27639587461073
10.249999999999952,-68.57082825587815,-67.27648205169788
10.27499999999995,-68.57085736677713,-67.27656701951034
10.29999999999995,-68.57088596056477,-67.27665079503743
10.324999999999948,-68.57091404642985,-67.27673339502923
10.349999999999946,-68.57094163339777,-67.27681483599996
10.374999999999945,-68.57096873033346,-67.27689513423131
10.399999999999944,-68.57099534594423,-67.27697430577574
10.424999999999942,-68.57102148878253,-67.27705236645969
10.44999999999994,-68.57104716724882,-67.2771293318868
10.47499999999994,-68.57107238959416,-67.27720521744106
10.499999999999938,-68.57109716392293,-67.27728003828993
10.524999999999936,-68.57112149819541,-67.27735380938736
10.549999999999935,-68.57114540023038,-67.27742654547686
10.574999999999934,-68.57116887770762,-67.27749826109441
10.599999999999932,-68.57119193817037,-67.27756897057144
10.62499999999993,-68.57121458902779,-67.27763868803773
10.64999999999993,-68.57123683755731,-67.2777074274242
10.674999999999928,-68.57125869090702,-67.2777752024658
10.699999999999926,-68.57128015609791,-67.2778420267042
10.724999999999925,-68.5713012400262,-67.27790791349057
10.749999999999924,-68.57132194946551,-67.27797287598823
10.774999999999922,-68.57134229106907,-67.27803692717535
10.79999999999992,-68.57136227137185,-67.27810007984755
10.82499999999992,-68.57138189679266,-67.27816234662043
10.849999999999918,-68.5714011736362,-67.2782237399322
10.874999999999917,-68.57142010809517,-67.27828427204608
10.899999999999915,-68.57143870625214,-67.27834395505285
10.924999999999914,-68.5714569740816,-67.27840280087325
10.949999999999912,-68.57147491745187,-67.2784608212604
10.97499999999991,-68.57149254212695,-67.27851802780211
10.99999999999991,-68.5715098537684,-67.27857443192327
11.024999999999908,-68.5715268579372,-67.27863004488817
11.049999999999907,-68.57154356009545,-67.27868487780268
11.074999999999905,-68.57155996560822,-67.27873894161651
11.099999999999904,-68.5715760797452,-67.2787922471255
11.124999999999902,-68.57159190768246,-67.27884480497366
11.1499999999999,-68.57160745450408,-67.27889662565539
11.1749999999999,-68.57162272520377,-67.2789477195176
11.199999999999898,-68.57163772468654,-67.27899809676173
11.224999999999897,-68.57165245777021,-67.27904776744582
11.249999999999895,-68.57166692918699,-67.27909674148657
11.274999999999894,-68.57168114358501,-67.2791450286613
11.299999999999892,-68.5716951055298,-67.27919263860991
11.324999999999891,-68.57170881950574,-67.27923958083684
11.34999999999989,-68.57172228991759,-67.27928586471295
11.374999999999888,-68.57173552109177,-67.27933149947741
11.399999999999887,-68.57174851727787,-67.27937649423959
11.424999999999885,-68.57176128264996,-67.27942085798082
11.449999999999884,-68.57177382130793,-67.27946459955628
11.474999999999882,-68.57178613727885,-67.2795077276967
11.499999999999881,-68.57179823451821,-67.27955025101014
11.52499999999988,-68.57181011691124,-67.27959217798374
11.549999999999878,-68.57182178827414,-67.27963351698541
11.574999999999877,-68.57183325235528,-67.27967427626548
11.599999999999875,-68.57184451283646,-67.2797144639584
11.624999999999874,-68.57185557333406,-67.27975408808433
11.649999999999872,-68.5718664374002,-67.27979315655078
11.674999999999871,-68.57187710852389,-67.27983167715419
11.69999999999987,-68.57188759013216,-67.27986965758149
11.724999999999868,-68.57189788559116,-67.27990710541162
11.749999999999867,-68.57190799820722,-67.2799440281171
11.774999999999865,-68.57191793122794,-67.27998043306549
11.799999999999864,-68.57192768784323,-67.28001632752087
11.824999999999863,-68.5719372711863,-67.2800517186453
11.849999999999861,-68.57194668433473,-67.28008661350025
11.87499999999986,-68.57195593031142,-67.28012101904805
11.899999999999858,-68.57196501208554,-67.28015494215325
11.924999999999857,-68.57197393257356,-67.28018838958398
11.949999999999855,-68.57198269464008,-67.28022136801336
11.974999999999854,-68.57199130109888,-67.28025388402078
11.999999999999853,-68.57199975471367,-67.28028594409328
12.024999999999851,-68.57200805819915,-67.28031755462679
12.04999999999985,-68.57201621422173,-67.28034872192744
12.074999999999848,-68.5720242254005,-67.28037945221283
12.099999999999847,-68.57203209430797,-67.28040975161325
12.124999999999845,-68.572039823471,-67.28043962617292
12.149999999999844,-68.57204741537156,-67.28046908185124
12.174999999999843,-68.5720548724475,-67.28049812452389
12.199999999999841,-68.57206219709337,-67.28052675998411
12.22499999999984,-68.57206939166122,-67.2805549939438
12.249999999999838,-68.57207645846128,-67.28058283203465
12.274999999999837,-68.57208339976276,-67.28061027980934
12.299999999999836,-68.57209021779455,-67.28063734274255
12.324999999999834,-68.57209691474597,-67.28066402623217
12.349999999999833,-68.57210349276743,-67.28069033560028
12.374999999999831,-68.57210995397115,-67.28071627609427
12.39999999999983,-68.57211630043183,-67.28074185288787
12.424999999999828,-68.57212253418732,-67.28076707108221
12.449999999999827,-68.57212865723926,-67.2807919357068
12.474999999999826,-68.57213467155375,-67.28081645172057
12.499999999999824,-68.57214057906198,-67.28084062401285
12.524999999999823,-68.5721463816608,-67.28086445740436
12.549999999999821,-68.57215208121339,-67.28088795664814
12.57499999999982,-68.57215767954983,-67.28091112643055
12.599999999999818,-68.5721631784677,-67.28093397137216
12.624999999999817,-68.57216857973265,-67.28095649602872
12.649999999999816,-68.57217388507895,-67.28097870489202
12.674999999999814,-68.5721790962101,-67.28100060239083
12.699999999999813,-68.57218421479934,-67.28102219289178
12.724999999999811,-68.57218924249014,-67.28104348070022
12.74999999999981,-68.57219418089683,-67.28106447006105
12.774999999999809,-68.57219903160505,-67.28108516515967
12.799999999999807,-68.57220379617229,-67.28110557012269
12.824999999999806,-68.57220847612835,-67.28112568901885
12.849999999999804,-68.57221307297588,-67.2811455258598
12.874999999999803,-68.57221758819084,-67.28116508460089
12.899999999999801,-68.57222202322296,-67.28118436914195
12.9249999999998,-68.57222637949623,-67.28120338332815
12.949999999999799,-68.57223065840935,-67.28122213095065
12.974999999999797,-68.57223486133618,-67.28124061574746
12.999999999999796,-68.57223898962617,-67.28125884140414
13.024999999999794,-68.57224304460482,-67.2812768115545
13.049999999999793,-68.57224702757405,-67.28129452978142
13.074999999999791,-68.5722509398127,-67.28131199961749
13.09999999999979,-68.57225478257689,-67.28132922454573
13.124999999999789,-68.5722585571004,-67.28134620800033
13.149999999999787,-68.57226226459512,-67.28136295336726
13.174999999999786,-68.57226590625143,-67.28137946398503
13.199999999999784,-68.57226948323853,-67.28139574314528
13.224999999999783,-68.57227299670488,-67.28141179409349
13.249999999999782,-68.57227644777855,-67.2814276200296
13.27499999999978,-68.57227983756756,-67.28144322410868
13.299999999999779,-68.57228316716026,-67.28145860944154
