time_ms,normal_SDH_mV,neuropathic_like_SDH_mV
573.1249999998936,-66.43549786551995,-64.98719881202756
573.1499999998937,-66.43578945228599,-64.98775681044357
573.1749999998938,-66.43608098099963,-64.98831472616108
573.1999999998939,-66.43637245166926,-64.98887255918234
573.224999999894,-66.43666386430324,-64.98943030950964
573.249999999894,-66.43695521890997,-64.98998797714526
573.2749999998941,-66.43724651549783,-64.99054556209147
573.2999999998942,-66.4375377540752,-64.99110306435055
573.3249999998943,-66.43782893465044,-64.99166048392482
573.3499999998944,-66.43812005723196,-64.99221782081655
573.3749999998945,-66.43841112182811,-64.99277507502804
573.3999999998946,-66.4387021284473,-64.99333224656158
573.4249999998947,-66.4389930770979,-64.99388933541948
573.4499999998948,-66.4392839677883,-64.99444634160405
573.4749999998949,-66.43957480052687,-64.99500326511757
573.499999999895,-66.439865575322,-64.99556010596238
573.524999999895,-66.44015629218207,-64.99611686414079
573.5499999998951,-66.44044695111546,-64.9966735396551
573.5749999998952,-66.44073755213056,-64.99723013250767
573.5999999998953,-66.44102809523574,-64.99778664270079
573.6249999998954,-66.44131858043939,-64.9983430702368
573.6499999998955,-66.44160900774989,-64.99889941511802
573.6749999998956,-66.44189937717563,-64.99945567734679
573.6999999998957,-66.44218968872498,-65.00001185692545
573.7249999998958,-66.44247994240634,-65.00056794772931
573.7499999998959,-66.44277013822807,-65.00112366855721
573.774999999896,-66.44306027619858,-65.001679020027
573.799999999896,-66.44335035632623,-65.00223401461284
573.8249999998961,-66.44364037861943,-65.00278866439135
573.8499999998962,-66.44393034308655,-65.0033429805735
573.8749999998963,-66.44422024973596,-65.00389697356619
573.8999999998964,-66.44451009857606,-65.0044506530489
573.9249999998965,-66.44479988961524,-65.00500402804347
573.9499999998966,-66.44508962286187,-65.00555710697618
573.9749999998967,-66.44537929832434,-65.00610989773351
573.9999999998968,-66.44566891601104,-65.00666240771183
574.0249999998969,-66.44595847593035,-65.00721464386199
574.049999999897,-66.44624797809065,-65.00776661272911
574.074999999897,-66.44653742250034,-65.00831832048839
574.0999999998971,-66.44682680916779,-65.00886977297705
574.1249999998972,-66.44711613810139,-65.00942097572309
574.1499999998973,-66.44740540930954,-65.00997193397103
574.1749999998974,-66.4476946228006,-65.0105226527051
574.1999999998975,-66.44798377858297,-65.01107313667008
574.2249999998976,-66.44827287666503,-65.01162339038994
574.2499999998977,-66.44856191705517,-65.01217341818482
574.2749999998978,-66.44885089976178,-65.01272322418615
574.2999999998979,-66.44913982479324,-65.01327281235044
574.324999999898,-66.44942869215794,-65.01382218647163
574.349999999898,-66.44971750186426,-65.01437135019235
574.3749999998981,-66.45000625392059,-65.01492030701404
574.3999999998982,-66.45029494833533,-65.01546906030613
574.4249999998983,-66.45058358511685,-65.01601761331449
574.4499999998984,-66.45087216427353,-65.01656596916891
574.4749999998985,-66.45116068581378,-65.0171141308901
574.4999999998986,-66.45144914974597,-65.017662101396
574.5249999998987,-66.4517375560785,-65.01820988350744
574.5499999998988,-66.45202590481973,-65.01875747995354
574.5749999998989,-66.45231419597809,-65.01930489337644
574.599999999899,-66.45260242956194,-65.01985212633579
574.624999999899,-66.45289060557967,-65.02039918131277
574.6499999998991,-66.45317872403967,-65.0209460607139
574.6749999998992,-66.45346678495034,-65.02149276687445
574.6999999998993,-66.45375478832004,-65.02203930206167
574.7249999998994,-66.45404273415718,-65.02258566847777
574.7499999998995,-66.45433062247014,-65.02313186826264
574.7749999998996,-66.45461845326732,-65.02367790349642
574.7999999998997,-66.45490622655709,-65.0242237762019
574.8249999998998,-66.45519394234785,-65.02476948834672
574.8499999998999,-66.45548160064799,-65.02531504184552
574.8749999999,-66.45576920146588,-65.02586043856178
574.8999999999,-66.45605674480994,-65.02640568030978
574.9249999999001,-66.45634423068854,-65.02695076885622
574.9499999999002,-66.45663165911007,-65.02749570592194
574.9749999999003,-66.45691903008293,-65.02804049318335
574.9999999999004,-66.4572063436155,-65.028585132274
575.0249999999005,-66.45749359971616,-65.02912962478588
575.0499999999006,-66.45778079839332,-65.02967397227073
575.0749999999007,-66.45806793965535,-65.03021817624132
575.0999999999008,-66.45835502351065,-65.03076223817261
575.1249999999009,-66.45864204996761,-65.03130615950289
575.149999999901,-66.45892901903461,-65.03184994163483
575.174999999901,-66.45921593072006,-65.03239358593656
575.1999999999011,-66.45950278503234,-65.0329370937426
575.2249999999012,-66.45978958197983,-65.03348046635487
575.2499999999013,-66.46007632157094,-65.03402370504354
575.2749999999014,-66.46036300381404,-65.03456681104794
575.2999999999015,-66.46064962871753,-65.03510978557736
575.3249999999016,-66.46093619628981,-65.03565262981193
575.3499999999017,-66.46122270653925,-65.03619534490335
575.3749999999018,-66.46150915947425,-65.0367379319756
575.3999999999019,-66.46179555510321,-65.03728039212575
575.424999999902,-66.46208189343452,-65.03782272642464
575.449999999902,-66.46236817447655,-65.03836493591751
575.4749999999021,-66.46265439823772,-65.03890702162472
575.4999999999022,-66.4629405647264,-65.03944898454235
575.5249999999023,-66.46322667395098,-65.03999082564279
575.5499999999024,-66.46351272591987,-65.0405325458754
575.5749999999025,-66.46379872064145,-65.04107414616703
575.5999999999026,-66.46408465812411,-65.04161562742267
575.6249999999027,-66.46437053837624,-65.04215699052587
575.6499999999028,-66.46465636140624,-65.04269823633935
575.6749999999029,-66.4649421272225,-65.0432393657055
575.699999999903,-66.4652278358334,-65.04378037944689
575.724999999903,-66.46551348724735,-65.04432127836671
575.7499999999031,-66.46579908147272,-65.04486206324933
575.7749999999032,-66.46608461851793,-65.04540273486064
575.7999999999033,-66.46637009839135,-65.04594329394864
575.8249999999034,-66.46665552110139,-65.04648374124372
575.8499999999035,-66.46694088665642,-65.04702407745921
575.8749999999036,-66.46722619506484,-65.04756430329174
575.8999999999037,-66.46751144633505,-65.04810441942163
575.9249999999038,-66.46779664047544,-65.04864442651332
575.9499999999039,-66.4680817774944,-65.0491843252157
575.974999999904,-66.46836685740034,-65.04972411616255
575.999999999904,-66.46865188020163,-65.05026379997284
576.0249999999041,-66.46893684590667,-65.0508033772511
576.0499999999042,-66.46922175452386,-65.0513428485878
576.0749999999043,-66.46950660606157,-65.05188221455961
576.0999999999044,-66.46979140052822,-65.05242147572983
576.1249999999045,-66.4700761379322,-65.05296063264862
576.1499999999046,-66.47036081828188,-65.05349968585334
576.1749999999047,-66.47064544158567,-65.05403863586888
576.1999999999048,-66.47093000785198,-65.05457748320791
576.2249999999049,-66.47121451708917,-65.0551162283712
576.249999999905,-66.47149896930566,-65.05565487184792
576.274999999905,-66.47178336450982,-65.05619341411584
576.2999999999051,-66.47206770271006,-65.05673185564169
576.3249999999052,-66.47235198391478,-65.05727019688135
576.3499999999053,-66.47263620813236,-65.05780843828015
576.3749999999054,-66.47292037537119,-65.0583465802731
576.3999999999055,-66.47320448563967,-65.05888462328512
576.4249999999056,-66.4734885389462,-65.05942256773133
576.4499999999057,-66.47377253529918,-65.05996041401723
576.4749999999058,-66.47405647470698,-65.0604981625389
576.4999999999059,-66.47434035717802,-65.06103581368332
576.524999999906,-66.47462418272067,-65.06157336782849
576.549999999906,-66.47490795134335,-65.0621108253437
576.5749999999061,-66.47519166305445,-65.0626481865897
576.5999999999062,-66.47547531786233,-65.06318545191891
576.6249999999063,-66.47575891577543,-65.06372262167562
576.6499999999064,-66.47604245680212,-65.06425969619619
576.6749999999065,-66.4763259409508,-65.0647966758092
576.6999999999066,-66.47660936822986,-65.0653335608357
576.7249999999067,-66.47689273864769,-65.06587035158928
576.7499999999068,-66.4771760522127,-65.06640704837638
576.7749999999069,-66.47745930893328,-65.06694365149633
576.799999999907,-66.47774250881781,-65.0674801612416
576.824999999907,-66.47802565187472,-65.06801657789795
576.8499999999071,-66.47830873811237,-65.06855290174452
576.8749999999072,-66.47859176753917,-65.06908913305409
576.8999999999073,-66.47887474016352,-65.06962527209313
576.9249999999074,-66.4791576559938,-65.07016131912202
576.9499999999075,-66.47944051503842,-65.07069727439516
576.9749999999076,-66.47972331730575,-65.07123313816109
576.9999999999077,-66.48000606280422,-65.0717689106627
577.0249999999078,-66.4802887515422,-65.07230459213727
577.0499999999079,-66.4805713835281,-65.07284018281668
577.074999999908,-66.48085395877031,-65.07337568292746
577.099999999908,-66.48113647727723,-65.07391109269099
577.1249999999081,-66.48141893905725,-65.07444641232358
577.1499999999082,-66.48170134411876,-65.07498164203659
577.1749999999083,-66.48198369247017,-65.07551678203654
577.1999999999084,-66.48226598411986,-65.07605183252525
577.2249999999085,-66.48254821907624,-65.07658679369993
577.2499999999086,-66.48283039734768,-65.0771216657533
577.2749999999087,-66.4831125189426,-65.07765644887367
577.2999999999088,-66.4833945838694,-65.07819114324505
577.3249999999089,-66.48367659213646,-65.0787257490473
577.349999999909,-66.4839585437522,-65.07926026645613
577.374999999909,-66.48424043872498,-65.07979469564332
577.3999999999091,-66.48452227706322,-65.08032903677667
577.4249999999092,-66.48480405877531,-65.08086329002023
577.4499999999093,-66.48508578386965,-65.0813974555343
577.4749999999094,-66.48536745235462,-65.08193153347554
577.4999999999095,-66.48564906423864,-65.08246552399706
577.5249999999096,-66.4859306195301,-65.0829994272485
577.5499999999097,-66.48621211823738,-65.0835332433761
577.5749999999098,-66.48649356036888,-65.0840669725228
577.5999999999099,-66.48677494593302,-65.08460061482835
577.62499999991,-66.48705627493817,-65.08513417042926
577.64999999991,-66.48733754739274,-65.08566763945902
577.6749999999101,-66.48761876330512,-65.08620102204807
577.6999999999102,-66.48789992268371,-65.08673431832395
577.7249999999103,-66.4881810255369,-65.08726752841127
577.7499999999104,-66.4884620718731,-65.0878006524319
577.7749999999105,-66.48874306170069,-65.0883336905049
577.7999999999106,-66.48902399502808,-65.0888666427467
577.8249999999107,-66.48930487186365,-65.0893995092711
577.8499999999108,-66.48958569221581,-65.08993229018937
577.8749999999109,-66.48986645609295,-65.09046498561023
577.899999999911,-66.49014716350348,-65.09099759564002
577.924999999911,-66.49042781445578,-65.09153012038267
577.9499999999111,-66.49070840895827,-65.0920625599398
577.9749999999112,-66.49098894701932,-65.09259491441075
577.9999999999113,-66.49126942864734,-65.09312718389265
578.0249999999114,-66.49154985385073,-65.09365936848046
578.0499999999115,-66.49183022263787,-65.09419146826703
578.0749999999116,-66.49211053501718,-65.09472348334313
578.0999999999117,-66.49239079099704,-65.09525541379753
578.1249999999118,-66.49267099058585,-65.09578725971703
578.1499999999119,-66.492951133792,-65.09631902118649
578.174999999912,-66.49323122062391,-65.09685069828889
578.199999999912,-66.49351125108996,-65.09738229110539
578.2249999999121,-66.49379122519854,-65.09791379971534
578.2499999999122,-66.49407114295806,-65.09844522419634
578.2749999999123,-66.49435100437692,-65.09897656462428
578.2999999999124,-66.4946308094635,-65.09950782107339
578.3249999999125,-66.49491055822621,-65.10003899361625
578.3499999999126,-66.49519025067345,-65.10057008232387
578.3749999999127,-66.4954698868136,-65.10110108726566
578.3999999999128,-66.49574946665507,-65.10163200850955
578.4249999999129,-66.49602899020626,-65.10216284612197
578.449999999913,-66.49630845747555,-65.1026936001679
578.474999999913,-66.49658786847135,-65.10322427071088
578.4999999999131,-66.49686722320206,-65.1037548578131
578.5249999999132,-66.49714652167607,-65.10428536153537
578.5499999999133,-66.49742576390179,-65.1048157819372
578.5749999999134,-66.4977049498876,-65.10534611907678
578.5999999999135,-66.49798407964191,-65.10587637301109
578.6249999999136,-66.49826315317311,-65.10640654379581
578.6499999999137,-66.4985421704896,-65.10693663148548
578.6749999999138,-66.49882113159977,-65.10746663613344
578.6999999999139,-66.49910003651203,-65.10799655779186
578.724999999914,-66.49937888523478,-65.10852639651185
578.749999999914,-66.4996576777764,-65.10905615234336
578.7749999999141,-66.49993641414528,-65.10958582533529
578.7999999999142,-66.50021509434984,-65.11011541553552
578.8249999999143,-66.50049371839847,-65.11064492299089
578.8499999999144,-66.50077228629956,-65.11117434774724
578.8749999999145,-66.50105079806153,-65.11170368984945
578.8999999999146,-66.50132925369275,-65.11223294934143
578.9249999999147,-66.50160765320162,-65.11276212626619
578.9499999999148,-66.50188599659654,-65.11329122066581
578.9749999999149,-66.50216428388592,-65.1138202325815
578.999999999915,-66.50244251507814,-65.11434916205357
579.024999999915,-66.50272069018162,-65.11487800912153
579.0499999999151,-66.50299880920474,-65.11540677382403
579.0749999999152,-66.5032768721559,-65.11593545619894
579.0999999999153,-66.50355487904349,-65.11646405628332
579.1249999999154,-66.50383282987592,-65.11699257411347
579.1499999999155,-66.50411072466159,-65.11752100972494
579.1749999999156,-66.50438856340888,-65.11804936315254
579.1999999999157,-66.5046663461262,-65.11857763443037
579.2249999999158,-66.50494407282194,-65.11910582359182
579.2499999999159,-66.5052217435045,-65.11963393066961
579.274999999916,-66.50549935818228,-65.12016195569576
579.299999999916,-66.50577691686367,-65.1206898987017
579.3249999999161,-66.50605441955707,-65.12121775971815
579.3499999999162,-66.50633186627088,-65.12174553877524
579.3749999999163,-66.5066092570135,-65.12227323590251
579.3999999999164,-66.50688659179332,-65.12280085112887
579.4249999999165,-66.50716387061874,-65.12332838448266
579.4499999999166,-66.50744109349816,-65.12385583599168
579.4749999999167,-66.50771826043997,-65.12438320568313
579.4999999999168,-66.50799537145257,-65.1249104935837
579.5249999999169,-66.50827242654435,-65.12543769971955
579.549999999917,-66.50854942572373,-65.12596482411632
579.574999999917,-66.50882636899908,-65.12649186679914
579.5999999999171,-66.50910325637881,-65.12701882779265
579.6249999999172,-66.5093800878713,-65.12754570712102
579.6499999999173,-66.50965686348499,-65.12807250480792
579.6749999999174,-66.50993358322823,-65.1285992208766
579.6999999999175,-66.51021024710944,-65.12912585534983
579.7249999999176,-66.51048685513702,-65.12965240824995
579.7499999999177,-66.51076340731936,-65.1301788795989
579.7749999999178,-66.51103990366485,-65.13070526941816
579.7999999999179,-66.51131634418189,-65.13123157772883
579.824999999918,-66.5115927288789,-65.1317578045516
579.849999999918,-66.51186905776424,-65.13228394990676
579.8749999999181,-66.51214533084632,-65.13281001381425
579.8999999999182,-66.51242154813355,-65.13333599629361
579.9249999999183,-66.51269770963431,-65.13386189736403
579.9499999999184,-66.512973815357,-65.13438771704435
579.9749999999185,-66.51324986531003,-65.13491345535304
579.9999999999186,-66.51352585950178,-65.13543911230826
580.0249999999187,-66.51380179794066,-65.13596468792784
580.0499999999188,-66.51407768063505,-65.13649018222925
580.0749999999189,-66.51435350759337,-65.13701559522968
580.099999999919,-66.51462927882399,-65.13754092694602
580.124999999919,-66.51490499433532,-65.1380661773948
580.1499999999191,-66.51518065413576,-65.13859134659234
580.1749999999192,-66.5154562582337,-65.1391164345546
580.1999999999193,-66.51573180663753,-65.1396414412973
580.2249999999194,-66.51600729935566,-65.14016636683589
580.2499999999195,-66.51628273639649,-65.14069121118553
580.2749999999196,-66.51655811776841,-65.14121597436112
580.2999999999197,-66.51683344347981,-65.14174065637732
580.3249999999198,-66.51710871353909,-65.14226525724854
580.3499999999199,-66.51738392795464,-65.14278977698893
580.37499999992,-66.51765908673487,-65.14331421561242
580.39999999992,-66.51793418988817,-65.1438385731327
580.4249999999201,-66.51820923742292,-65.14436284956322
580.4499999999202,-66.51848422934754,-65.14488704491724
580.4749999999203,-66.51875916567042,-65.14541115920777
580.4999999999204,-66.51903404639995,-65.14593519244764
580.5249999999205,-66.51930887154452,-65.14645914464944
