neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links,swc_source_url,swc_standardized_url,neuron_page_url,species_score,quality_score,suitability_score
88090,E-35-S5D-AN1,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,1774.48,14043.0,7021.52,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-35-S5D-AN1.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88090""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88090""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88090""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-35-S5D-AN1.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-35-S5D-AN1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-35-S5D-AN1,0,3,3
88091,E-36-S5D-AN9,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,474.626,16120.4,8060.21,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-36-S5D-AN9.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88091""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88091""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88091""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-36-S5D-AN9.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-36-S5D-AN9.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-36-S5D-AN9,0,3,3
88092,E-38-S5D-AN7,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,1209.87,18134.6,9067.32,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-38-S5D-AN7.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88092""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88092""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88092""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-38-S5D-AN7.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-38-S5D-AN7.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-38-S5D-AN7,0,3,3
88093,E-45-S5D-AN6,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 2D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,347.115,22414.9,11207.5,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-45-S5D-AN6.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88093""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88093""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88093""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-45-S5D-AN6.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-45-S5D-AN6.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-45-S5D-AN6,0,3,3
88094,E-46-S5D-AN8,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","Diameter, 2D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,325.712,16361.1,8179.6,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-46-S5D-AN8.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88094""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88094""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88094""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-46-S5D-AN8.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-46-S5D-AN8.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-46-S5D-AN8,0,3,3
88104,D-84-S5D-AN2,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio GEF1",,green fluorescent protein,Trio GEF1 overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,759.288,28546.9,14273.5,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-84-S5D-AN2.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88104""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88104""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88104""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-84-S5D-AN2.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-84-S5D-AN2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-84-S5D-AN2,0,3,3
88096,E-29-S6D-AN5,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 6; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,102.774,14145.3,7072.67,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-29-S6D-AN5.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88096""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88096""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88096""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-29-S6D-AN5.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-29-S6D-AN5.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-29-S6D-AN5,0,3,3
88097,E-32-S6D-AN2,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 6; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,32.6434,17115.2,8557.59,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-32-S6D-AN2.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88097""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88097""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88097""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-32-S6D-AN2.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-32-S6D-AN2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-32-S6D-AN2,0,3,3
88098,E-33-S7D-AN2,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 7; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,4415.32,18698.3,9349.15,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-33-S7D-AN2.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88098""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88098""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88098""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-33-S7D-AN2.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-33-S7D-AN2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-33-S7D-AN2,0,3,3
88099,D-56-S4D-AN1,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 4; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio GEF1",,green fluorescent protein,Trio GEF1 overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,25.4292,20714.5,10357.3,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-56-S4D-AN1.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88099""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88099""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88099""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-56-S4D-AN1.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-56-S4D-AN1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-56-S4D-AN1,0,3,3
88100,D-59-S5D-AN5,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio GEF1",,green fluorescent protein,Trio GEF1 overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,2183.8,19864.8,9932.4,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-59-S5D-AN5.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88100""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88100""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88100""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-59-S5D-AN5.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-59-S5D-AN5.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-59-S5D-AN5,0,3,3
88101,D-64-S5D-AN1,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio GEF1",,green fluorescent protein,Trio GEF1 overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,26.404,21315.2,10657.6,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-64-S5D-AN1.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88101""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88101""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88101""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-64-S5D-AN1.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-64-S5D-AN1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-64-S5D-AN1,0,3,3
88102,D-70-S5D-AN8,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio GEF1",,green fluorescent protein,Trio GEF1 overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,67.5973,19186.7,9593.34,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-70-S5D-AN8.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88102""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88102""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88102""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-70-S5D-AN8.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-70-S5D-AN8.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-70-S5D-AN8,0,3,3
88103,D-76-S5D-AN3,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio GEF1",,green fluorescent protein,Trio GEF1 overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,328.379,23795.4,11897.7,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-76-S5D-AN3.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88103""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88103""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88103""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-76-S5D-AN3.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-76-S5D-AN3.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-76-S5D-AN3,0,3,3
88095,E-27-S6D-AN6,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 6; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio",,green fluorescent protein,full length Trio overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,12.3176,13030.4,6515.18,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-27-S6D-AN6.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88095""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88095""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88095""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-27-S6D-AN6.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-27-S6D-AN6.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-27-S6D-AN6,0,3,3
88170,D-27-S5D-AN7,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio-IR",,green fluorescent protein,Trio RNAi (IR) knockdown,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,2407.05,15769.9,7891.24,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-27-S5D-AN7.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88170""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88170""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88170""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-27-S5D-AN7.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-27-S5D-AN7.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-27-S5D-AN7,0,3,3
88171,D-28-S5D-AN3,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio-IR",,green fluorescent protein,Trio RNAi (IR) knockdown,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,1747.62,15894.1,7947.06,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-28-S5D-AN3.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88171""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88171""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88171""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-28-S5D-AN3.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-28-S5D-AN3.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-28-S5D-AN3,0,3,3
88172,D-21-S6D-AN5,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 6; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio-IR",,green fluorescent protein,Trio RNAi (IR) knockdown,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,2005.34,19438.9,9719.47,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-21-S6D-AN5.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88172""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88172""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88172""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-21-S6D-AN5.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-21-S6D-AN5.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-21-S6D-AN5,0,3,3
88173,D-26-S6D-AN4,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 6; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio-IR",,green fluorescent protein,Trio RNAi (IR) knockdown,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,4182.47,14295.8,7147.89,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-26-S6D-AN4.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88173""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88173""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88173""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-26-S6D-AN4.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-26-S6D-AN4.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-26-S6D-AN4,0,3,3
88174,E-17-S5D-AN2,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio-IR",,green fluorescent protein,Trio RNAi (IR) knockdown,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,1101.06,13797.2,6898.62,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-17-S5D-AN2.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88174""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88174""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88174""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-17-S5D-AN2.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-17-S5D-AN2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-17-S5D-AN2,0,3,3
88175,E-19-S5D-AN3,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio-IR",,green fluorescent protein,Trio RNAi (IR) knockdown,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,3199.17,13454.5,6727.23,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-19-S5D-AN3.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88175""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88175""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88175""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-19-S5D-AN3.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-19-S5D-AN3.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-19-S5D-AN3,0,3,3
88176,E-20-S5D-AN4,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 5; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio-IR",,green fluorescent protein,Trio RNAi (IR) knockdown,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,457.879,15855.1,7927.57,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/E-20-S5D-AN4.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88176""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88176""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88176""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/E-20-S5D-AN4.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/E-20-S5D-AN4.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=E-20-S5D-AN4,0,3,3
