neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links,swc_source_url,swc_standardized_url,neuron_page_url,species_score,quality_score,suitability_score
256788,control-96hrs-AEL-10,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1613.88,100.868,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256788""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256788""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256788""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-10.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-10.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-10,0,3,3
256787,Vps50KOKO-1-day-7a,Jan,,Day,Male,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Vps50KO, UAS-CD4-tdTomato/ Vps50KO; SmidC161 Gal4/+",,td Tomato fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,4672.31,292.019,Not applicable,1.0,1.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256787""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256787""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256787""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KOKO-1-day-7a.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KOKO-1-day-7a.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KOKO-1-day-7a,0,3,3
256783,Vps54KO_KO-96hrs-AEL-2,Jan,,Day,Male/Female,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps54KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps54 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1477.82,92.3638,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256783""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256783""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256783""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps54KO_KO-96hrs-AEL-2.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps54KO_KO-96hrs-AEL-2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps54KO_KO-96hrs-AEL-2,0,3,3
256780,control-96hrs-AEL-8,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1621.4,101.337,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256780""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256780""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256780""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-8.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-8.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-8,0,3,3
256773,Vps50KO_KO-96hrs-AEL-3,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps50KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1719.51,107.469,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256773""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256773""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256773""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KO_KO-96hrs-AEL-3.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KO_KO-96hrs-AEL-3.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KO_KO-96hrs-AEL-3,0,3,3
256767,Vps54KO_KO-1-day-8,Jan,,Day,Male,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Vps54KO, UAS-CD4-tdTomato/ Vps54KO; SmidC161 Gal4/+",,Not reported,Vps54 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,2563.25,160.203,Not applicable,1.0,1.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256767""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256767""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256767""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps54KO_KO-1-day-8.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps54KO_KO-1-day-8.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps54KO_KO-1-day-8,0,3,3
256764,control-96hrs-AEL-2,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1781.53,111.346,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256764""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256764""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256764""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-2.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-2,0,3,3
256748,Vps54KO_KO-1-day-4,Jan,,Day,Male,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Vps54KO, UAS-CD4-tdTomato/ Vps54KO; SmidC161 Gal4/+",,Not reported,Vps54 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1371.35,85.7092,Not applicable,1.0,1.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256748""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256748""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256748""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps54KO_KO-1-day-4.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps54KO_KO-1-day-4.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps54KO_KO-1-day-4,0,3,3
256747,Vps50KO_KO-96hrs-AEL-5,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps50KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,2020.86,126.304,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256747""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256747""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256747""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KO_KO-96hrs-AEL-5.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KO_KO-96hrs-AEL-5.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KO_KO-96hrs-AEL-5,0,3,3
256742,control-96hrs-AEL-1,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1542.54,96.4086,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256742""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256742""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256742""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-1.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-1,0,3,3
256736,Vps54KO_KO-96hrs-AEL-8,Jan,,Day,Male/Female,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps54KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps54 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1350.41,84.4006,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256736""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256736""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256736""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps54KO_KO-96hrs-AEL-8.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps54KO_KO-96hrs-AEL-8.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps54KO_KO-96hrs-AEL-8,0,3,3
88141,D-23-S6D-AN2,Cox,Third instar. The number after AN in the file name indicates the identity of distinct animals,Day,Male/Female,larval,peripheral nervous system; abdominal; segment 6; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaD,drosophila melanogaster,"GAL4[221],UAS-mCD8::GFP (x) UAS-Trio GEF2",,green fluorescent protein,Trio GEF2 overexpression,in vivo,whole mount,Neuromantic,oil,Neuromantic.swc,"Dendrites, Soma, No Axon","No Diameter, 3D, Angles",40,2018-08-02,2018-03-18,Not Reported,,,,,,,,1036.14,19704.3,9852.16,Not applicable,4.0,5.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Cox/D-23-S6D-AN2.png,22442703,10.1371/journal.pone.0033634,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/88141""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/88141""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/88141""}}",https://neuromorpho.org/dableFiles/cox/Source-Version/D-23-S6D-AN2.swc,https://neuromorpho.org/dableFiles/cox/CNG%20version/D-23-S6D-AN2.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=D-23-S6D-AN2,0,3,3
256728,Vps54KO_KO-96hrs-AEL-1,Jan,,Day,Male/Female,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps54KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps54 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1732.6,108.288,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256728""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256728""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256728""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps54KO_KO-96hrs-AEL-1.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps54KO_KO-96hrs-AEL-1.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps54KO_KO-96hrs-AEL-1,0,3,3
256725,Vps54KO_KO-96hrs-AEL-3,Jan,,Day,Male/Female,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps54KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps54 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1610.31,100.645,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256725""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256725""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256725""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps54KO_KO-96hrs-AEL-3.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps54KO_KO-96hrs-AEL-3.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps54KO_KO-96hrs-AEL-3,0,3,3
256724,control-96hrs-AEL-9,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1389.03,86.8142,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256724""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256724""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256724""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-9.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-9.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-9,0,3,3
256723,control-96hrs-AEL-6,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1586.63,99.1642,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256723""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256723""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256723""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-6.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-6.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-6,0,3,3
256713,Vps50KO_KO-96hrs-AEL-8,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps50KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1806.68,112.918,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256713""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256713""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256713""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KO_KO-96hrs-AEL-8.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KO_KO-96hrs-AEL-8.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KO_KO-96hrs-AEL-8,0,3,3
256708,Vps50KO_KO-96hrs-AEL-7,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps50KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1835.28,114.705,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256708""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256708""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256708""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KO_KO-96hrs-AEL-7.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KO_KO-96hrs-AEL-7.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KO_KO-96hrs-AEL-7,0,3,3
256703,Vps50KO_KO-1-day-3,Jan,,Day,Male,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Vps50KO, UAS-CD4-tdTomato/ Vps50KO; SmidC161 Gal4/+",,td Tomato fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,3168.57,198.036,Not applicable,1.0,1.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256703""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256703""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256703""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KO_KO-1-day-3.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KO_KO-1-day-3.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KO_KO-1-day-3,0,3,3
256702,Vps50KO_KO-1-day-10,Jan,,Day,Male,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Vps50KO, UAS-CD4-tdTomato/ Vps50KO; SmidC161 Gal4/+",,td Tomato fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1968.31,123.019,Not applicable,1.0,1.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256702""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256702""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256702""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KO_KO-1-day-10.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KO_KO-1-day-10.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KO_KO-1-day-10,0,3,3
256692,Vps54KO_KO-1-day-9,Jan,,Day,Male,adult,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Vps54KO, UAS-CD4-tdTomato/ Vps54KO; SmidC161 Gal4/+",,Not reported,Vps54 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,2794.87,174.68,Not applicable,1.0,1.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256692""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256692""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256692""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps54KO_KO-1-day-9.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps54KO_KO-1-day-9.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps54KO_KO-1-day-9,0,3,3
256691,control-96hrs-AEL-4,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1947.56,121.723,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256691""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256691""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256691""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-4.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-4.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-4,0,3,3
256688,Vps50KO_KO-96hrs-AEL-4,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,Vps50KO/KO; Gal4221>UAS-CD4-tdGFP,,green fluorescent protein,Vps50 Knockout,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1523.88,95.2426,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256688""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256688""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256688""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/Vps50KO_KO-96hrs-AEL-4.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/Vps50KO_KO-96hrs-AEL-4.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Vps50KO_KO-96hrs-AEL-4,0,3,3
256684,control-96hrs-AEL-7,Jan,,Day,Male/Female,larval,peripheral nervous system; abdominal; dorsal,sensory; Multidendritic-dendritic arborization (DA); Class I; ddaE,drosophila melanogaster,"Gal4221,UAS-CD4-tdGFP",,green fluorescent protein,Control,in vivo,Not applicable,Simple Neurite Tracer,oil,Simple Neurite Tracer.traces,"Dendrites, No Soma, No Axon","No Diameter, 2D, Angles",20,2023-04-04,2023-01-10,Not reported,,,,,,,,,1396.26,87.266,Not applicable,4.0,4.0,Not Reported,Not Reported,,36239632,10.1083/jcb.202112108,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/256684""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/256684""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/256684""}}",https://neuromorpho.org/dableFiles/jan/Source-Version/control-96hrs-AEL-7.swc,https://neuromorpho.org/dableFiles/jan/CNG%20version/control-96hrs-AEL-7.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=control-96hrs-AEL-7,0,3,3
