neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links,swc_source_url,swc_standardized_url,neuron_page_url
307370,S460,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical; Penk-positive,mouse,Penk-Cre:Ai9,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,1470.41,16073.5,4763.63,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307370""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307370""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307370""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S460.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S460.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S460
307371,S632,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical; GlyT2-positive,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,666.005,9839.33,4026.49,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307371""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307371""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307371""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S632.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S632.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S632
307372,S540,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; Cartwheel,mouse,Penk-Cre:Ai9,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,1314.61,9514.17,5234.05,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307372""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307372""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307372""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S540.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S540.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S540
307376,S557,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; Cartwheel,mouse,Penk-Cre:Ai9,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,754.217,10905.0,4009.33,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307376""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307376""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307376""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S557.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S557.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S557
307378,S611,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical; GlyT2-positive,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,1532.82,11798.4,5236.98,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307378""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307378""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307378""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S611.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S611.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S611
307381,S483,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical; GlyT2-positive,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,1428.93,15376.1,4523.04,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307381""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307381""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307381""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S483.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S483.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S483
307396,S640,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical,mouse,C57BL/6J,,biocytin,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,2339.69,8336.36,3914.0,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307396""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307396""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307396""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S640.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S640.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S640
307397,S541,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; Cartwheel,mouse,Penk-Cre:Ai9,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,633.238,8937.85,5407.96,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307397""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307397""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307397""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S541.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S541.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S541
307398,S641,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical,mouse,C57BL/6J,,biocytin,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,1526.0,6833.16,2862.91,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307398""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307398""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307398""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S641.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S641.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S641
307401,S631,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical; GlyT2-positive,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,911.703,10330.4,4046.53,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307401""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307401""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307401""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S631.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S631.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S631
307412,S504,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; superficial stellate cell (SSC),mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,1099.77,12883.5,3395.19,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307412""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307412""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307412""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S504.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S504.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S504
307414,S337,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,principal cell; glutamatergic; fusiform,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,2569.55,32631.7,17203.3,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307414""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307414""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307414""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S337.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S337.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S337
307417,S601,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,interneuron; glycinergic; vertical; GlyT2-positive,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,1552.56,3259.46,1157.72,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307417""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307417""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307417""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S601.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S601.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S601
307418,S286,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,principal cell; glutamatergic; fusiform,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,6814.62,35415.5,20506.0,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,"Dendrites Moderate, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307418""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307418""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307418""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S286.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S286.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S286
307419,S326,Jing_Jiang,,Day,Male/Female,young adult,brainstem; cochlear nucleus; dorsal,principal cell; glutamatergic; fusiform,mouse,GlyT2-EGFP,,immunostaining,Control,in vitro,parasagittal,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",100,2025-11-05,2025-09-25,Not reported,,,,,,,,3246.06,19425.0,9088.3,200,22.0,28.0,Not Reported,Not Reported,,39788966,10.1038/s41467-024-55257-z,Dendrites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307419""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307419""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307419""}}",https://neuromorpho.org/dableFiles/jing_jiang/Source-Version/S326.swc,https://neuromorpho.org/dableFiles/jing_jiang/CNG%20version/S326.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=S326
307496,DF_SM220621_02_C09_AMd_m_001_Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; medial domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,1190.92,8673.72,1301.06,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307496""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307496""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307496""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM220621_02_C09_AMd_m_001_Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM220621_02_C09_AMd_m_001_Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM220621_02_C09_AMd_m_001_Left
307497,DF_SM220621_02_C09_AMd_c_005_Flipped2Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; Core,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,849.697,5186.38,777.9580000000001,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307497""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307497""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307497""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM220621_02_C09_AMd_c_005_Flipped2Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM220621_02_C09_AMd_c_005_Flipped2Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM220621_02_C09_AMd_c_005_Flipped2Left
307498,DF_SM220613_02_C12_AMd_l_002_Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; lateral domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,3478.45,18407.0,9916.94,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,"Dendrites Complete, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307498""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307498""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307498""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM220613_02_C12_AMd_l_002_Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM220613_02_C12_AMd_l_002_Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM220613_02_C12_AMd_l_002_Left
307499,DF_SM220613_02_C12_AMd_l_005_Flipped2Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; lateral domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,2042.02,18217.7,7298.79,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307499""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307499""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307499""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM220613_02_C12_AMd_l_005_Flipped2Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM220613_02_C12_AMd_l_005_Flipped2Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM220613_02_C12_AMd_l_005_Flipped2Left
307503,DF_SM230308_04_AMd_d_001_Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; dorsal domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,945.0360000000001,4900.31,735.046,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307503""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307503""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307503""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM230308_04_AMd_d_001_Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM230308_04_AMd_d_001_Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM230308_04_AMd_d_001_Left
307504,LS_SW220510_02_AMd_m_002_Left,Dong,These reconstructions were obtained with Light Sheet microscopy.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; medial domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,1435.36,39490.2,24004.2,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307504""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307504""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307504""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/LS_SW220510_02_AMd_m_002_Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/LS_SW220510_02_AMd_m_002_Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=LS_SW220510_02_AMd_m_002_Left
307505,DF_SM220621_02_C09_AMd_c_003_Flipped2Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; Core,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,1045.78,8257.29,1238.59,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307505""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307505""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307505""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM220621_02_C09_AMd_c_003_Flipped2Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM220621_02_C09_AMd_c_003_Flipped2Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM220621_02_C09_AMd_c_003_Flipped2Left
307508,DF_SM220613_02_C12_AMd_d_002_Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; dorsal domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,1242.82,6592.93,988.94,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307508""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307508""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307508""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM220613_02_C12_AMd_d_002_Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM220613_02_C12_AMd_d_002_Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM220613_02_C12_AMd_d_002_Left
307511,DF_SM230308_02_AMd_m_001_Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; medial domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,1506.05,12485.8,1877.55,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307511""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307511""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307511""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM230308_02_AMd_m_001_Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM230308_02_AMd_m_001_Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM230308_02_AMd_m_001_Left
307513,DF_SM220613_02_C12_AMd_l_001_Left,Dong,These reconstructions were obtained with Olympus Dragonfly spinning disk confocal imaging.,Day,Male/Female,adult,thalamus; Anteromedial nucleus; dorsal; left; lateral domain,principal cell; non-pyramidal,mouse,(C57BL/6-Gt(ROSA)26Sortm3(CAG-sfGFP)Xwy/J),,immunostaining,Control,in vitro,Multiple,Fast Neurite Tracer,dry,Fast Neurite Tracer.swc,"Dendrites, Soma, No Axon","Diameter, 3D, Angles",15,2025-12-03,2025-11-07,Not reported,,,,,,,,1083.25,12638.6,1895.79,"300, 400",56.0,56.0,Not Reported,Not Reported,,40593635,10.1038/s41467-025-60774-6,Dendrites Complete,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/307513""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/307513""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/307513""}}",https://neuromorpho.org/dableFiles/dong/Source-Version/DF_SM220613_02_C12_AMd_l_001_Left.swc,https://neuromorpho.org/dableFiles/dong/CNG%20version/DF_SM220613_02_C12_AMd_l_001_Left.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=DF_SM220613_02_C12_AMd_l_001_Left
