neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links,swc_source_url,swc_standardized_url,neuron_page_url
104509,MYUX45L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC,Henny,The Original Data also indicate the axonal initial segment position,Not Reported,Male,adult,basal ganglia; substantia nigra; pars compacta; dorsal,principal cell; dopaminergic,mouse,C57BL/6,,Neurobiotin,Control,in vivo,transverse,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",60,2019-04-08,2018-09-19,Reported,Corrected,40.0,,,,,,2341.08,11001.2,2422.62,25,Not Reported,Not Reported,25.0,30.0,http://neuromorpho.org/images/imageFiles/Henny/MYUX45L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.png,29217687,10.1523/JNEUROSCI.1432-17.2017,"Dendrites Complete, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104509""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104509""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104509""}}",https://neuromorpho.org/dableFiles/henny/Source-Version/MYUX45L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/dableFiles/henny/CNG%20version/MYUX45L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=MYUX45L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC
104510,MYUX-68-RECONSTRUCCION-CORREGIDA-AIS-AND-SC,Henny,The Original Data also indicate the axonal initial segment position,Not Reported,Male,adult,basal ganglia; substantia nigra; pars compacta; dorsal,principal cell; dopaminergic,mouse,C57BL/6,,Neurobiotin,Control,in vivo,transverse,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",60,2019-04-08,2018-09-19,Reported,Corrected,40.0,,,,,,4616.18,13207.9,2489.81,25,Not Reported,Not Reported,25.0,30.0,http://neuromorpho.org/images/imageFiles/Henny/MYUX-68-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.png,29217687,10.1523/JNEUROSCI.1432-17.2017,"Dendrites Complete, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104510""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104510""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104510""}}",https://neuromorpho.org/dableFiles/henny/Source-Version/MYUX-68-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/dableFiles/henny/CNG%20version/MYUX-68-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=MYUX-68-RECONSTRUCCION-CORREGIDA-AIS-AND-SC
104511,MYUX75L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC,Henny,The Original Data also indicate the axonal initial segment position,Not Reported,Male,adult,basal ganglia; substantia nigra; pars compacta; dorsal,principal cell; dopaminergic,mouse,C57BL/6,,Neurobiotin,Control,in vivo,transverse,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",60,2019-04-08,2018-09-19,Reported,Corrected,40.0,,,,,,2058.69,12356.1,2140.9,25,Not Reported,Not Reported,25.0,30.0,http://neuromorpho.org/images/imageFiles/Henny/MYUX75L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.png,29217687,10.1523/JNEUROSCI.1432-17.2017,"Dendrites Complete, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104511""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104511""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104511""}}",https://neuromorpho.org/dableFiles/henny/Source-Version/MYUX75L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/dableFiles/henny/CNG%20version/MYUX75L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=MYUX75L-RECONSTRUCCION-CORREGIDA-AIS-AND-SC
104512,MYUX100-RECONSTRUCCION-CORREGIDA-AIS-AND-SC,Henny,The Original Data also indicate the axonal initial segment position,Not Reported,Male,adult,basal ganglia; substantia nigra; pars compacta; dorsal,principal cell; dopaminergic,mouse,C57BL/6,,Neurobiotin,Control,in vivo,transverse,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",60,2019-04-08,2018-09-19,Reported,Corrected,40.0,,,,,,6020.78,12803.3,2565.51,25,Not Reported,Not Reported,25.0,30.0,http://neuromorpho.org/images/imageFiles/Henny/MYUX100-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.png,29217687,10.1523/JNEUROSCI.1432-17.2017,"Dendrites Complete, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104512""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104512""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104512""}}",https://neuromorpho.org/dableFiles/henny/Source-Version/MYUX100-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/dableFiles/henny/CNG%20version/MYUX100-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=MYUX100-RECONSTRUCCION-CORREGIDA-AIS-AND-SC
104513,MYUX29-RECONSTRUCCION-CORREGIDA-AIS-AND-SC,Henny,The Original Data also indicate the axonal initial segment position,Not Reported,Male,adult,basal ganglia; substantia nigra; pars compacta; dorsal,principal cell; dopaminergic,mouse,C57BL/6,,Neurobiotin,Control,in vivo,transverse,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",60,2019-04-08,2018-09-19,Reported,Corrected,40.0,,,,,,2200.41,11728.0,2420.08,25,Not Reported,Not Reported,25.0,30.0,http://neuromorpho.org/images/imageFiles/Henny/MYUX29-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.png,29217687,10.1523/JNEUROSCI.1432-17.2017,"Dendrites Complete, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104513""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104513""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104513""}}",https://neuromorpho.org/dableFiles/henny/Source-Version/MYUX29-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/dableFiles/henny/CNG%20version/MYUX29-RECONSTRUCCION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=MYUX29-RECONSTRUCCION-CORREGIDA-AIS-AND-SC
104514,MYUX58L-RECONSTRUCTION-CORREGIDA-AIS-AND-SC,Henny,The Original Data also indicate the axonal initial segment position,Not Reported,Male,adult,basal ganglia; substantia nigra; pars compacta; dorsal,principal cell; dopaminergic,mouse,C57BL/6,,Neurobiotin,Control,in vivo,transverse,Neurolucida,oil,Neurolucida.asc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",60,2019-04-08,2018-09-19,Reported,Corrected,40.0,,,,,,2103.88,7526.25,1484.11,25,Not Reported,Not Reported,25.0,30.0,http://neuromorpho.org/images/imageFiles/Henny/MYUX58L-RECONSTRUCTION-CORREGIDA-AIS-AND-SC.png,29217687,10.1523/JNEUROSCI.1432-17.2017,"Dendrites Complete, Axon Incomplete","{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104514""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104514""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104514""}}",https://neuromorpho.org/dableFiles/henny/Source-Version/MYUX58L-RECONSTRUCTION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/dableFiles/henny/CNG%20version/MYUX58L-RECONSTRUCTION-CORREGIDA-AIS-AND-SC.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=MYUX58L-RECONSTRUCTION-CORREGIDA-AIS-AND-SC
104569,block_57337,Bock,,Day,Female,adult,antennal lobe; glomerulus DL2; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,530.625,33.1641,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_57337.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104569""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104569""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104569""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_57337.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_57337.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_57337
104570,block_30791,Bock,,Day,Female,adult,antennal lobe; glomerulus DL2; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,803.668,50.2293,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_30791.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104570""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104570""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104570""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_30791.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_30791.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_30791
104571,block_57341,Bock,,Day,Female,adult,antennal lobe; glomerulus DL2; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,545.211,34.0757,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_57341.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104571""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104571""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104571""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_57341.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_57341.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_57341
104572,block_57333,Bock,,Day,Female,adult,antennal lobe; glomerulus DL2; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,648.219,40.5137,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_57333.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104572""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104572""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104572""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_57333.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_57333.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_57333
104573,block_67637,Bock,,Day,Female,adult,antennal lobe; glomerulus DL2; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,703.513,43.9695,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_67637.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104573""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104573""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104573""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_67637.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_67637.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_67637
104634,block_42421,Bock,,Day,Female,adult,antennal lobe; glomerulus VA1; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,798.239,49.8899,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_42421.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104634""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104634""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104634""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_42421.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_42421.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_42421
104635,block_36390,Bock,,Day,Female,adult,antennal lobe; glomerulus VA1; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,1121.22,70.076,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_36390.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104635""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104635""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104635""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_36390.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_36390.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_36390
104675,block_62434,Bock,,Day,Female,adult,antennal lobe; glomerulus VM5; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,862.662,53.9163,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_62434.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104675""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104675""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104675""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_62434.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_62434.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_62434
104676,block_35447,Bock,,Day,Female,adult,antennal lobe; glomerulus VM5; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,812.217,50.7636,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_35447.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104676""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104676""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104676""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_35447.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_35447.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_35447
104677,block_49865,Bock,,Day,Female,adult,antennal lobe; glomerulus VM5; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,755.084,47.1928,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_49865.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104677""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104677""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104677""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_49865.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_49865.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_49865
104678,block_39139,Bock,,Day,Female,adult,antennal lobe; glomerulus VM5; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,738.796,46.1747,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_39139.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104678""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104678""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104678""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_39139.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_39139.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_39139
104684,block_40306,Bock,,Day,Female,adult,antennal lobe; glomerulus VM7; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,1181.18,73.8236,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_40306.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104684""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104684""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104684""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_40306.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_40306.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_40306
104685,block_40790,Bock,,Day,Female,adult,antennal lobe; glomerulus VM7; dorsal,principal cell; uniglomerular projection,drosophila melanogaster,Canton S G1 x w1118,,uranyl acetate,Control,in vitro,Not reported,Catmaid,electron microscopy,Catmaid.swc,"Neurites, No Soma","No Diameter, 3D, Angles",Not reported,2019-04-08,2018-08-09,Not Reported,,,,,,,,,844.412,52.7757,0.04,7.0,7.0,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Bock/block_40790.png,30033368,10.1016/j.cell.2018.06.019,Neurites Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/104685""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/104685""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/104685""}}",https://neuromorpho.org/dableFiles/bock/Source-Version/block_40790.swc,https://neuromorpho.org/dableFiles/bock/CNG%20version/block_40790.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=block_40790
106225,Cell7_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,678.241,1557.56,50.6208,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell7_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106225""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106225""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106225""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell7_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell7_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell7_Subiculum_singlecell
106226,Cell4_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,398.275,3328.98,224.706,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell4_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106226""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106226""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106226""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell4_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell4_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell4_Subiculum_singlecell
106227,Cell2_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,623.841,2134.47,138.74,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell2_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106227""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106227""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106227""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell2_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell2_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell2_Subiculum_singlecell
106228,Cell1_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,546.984,1211.9,68.2507,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell1_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106228""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106228""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106228""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell1_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell1_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell1_Subiculum_singlecell
106229,Cell3_Subiculum_singlecell,Williams,,Month,Not reported,adult,subiculum; Polymorphic layer; dorsal,interneuron; Somatostatin (SOM)-positive; nicotinic acetylcholine receptor alpha2 (Chrna2)-positive,mouse,Chrna2-Tom,,biocytin,Control,in vitro,coronal,Neurolucida,dry,Neurolucida.dat,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",20,2019-04-08,2018-10-22,Reported,Not Corrected,,,,,,,403.364,2983.67,201.398,400,1.5,1.8,Not Reported,Not Reported,http://neuromorpho.org/images/imageFiles/Williams/Cell3_Subiculum_singlecell.png,29487503,10.3389/fncel.2018.00032,Dendrites & Axon Moderate,"{""self"": {""href"": ""http://neuromorpho.org/api/neuron/id/106229""}, ""measurements"": {""href"": ""http://neuromorpho.org/api/morphometry/id/106229""}, ""persistence_vector"": {""href"": ""http://neuromorpho.org/api/pvec/id/106229""}}",https://neuromorpho.org/dableFiles/williams/Source-Version/Cell3_Subiculum_singlecell.swc,https://neuromorpho.org/dableFiles/williams/CNG%20version/Cell3_Subiculum_singlecell.swc,https://neuromorpho.org/neuron_info.jsp?neuron_name=Cell3_Subiculum_singlecell
