condition,current_pA,time_ms,voltage_mV,ina_mA_cm2,ikdr_mA_cm2
subthreshold,17.0,0.0000,-60.000000,-0.000575301332,0.000342003039
subthreshold,17.0,0.1000,-60.047556,-0.000573991018,0.000341387216
subthreshold,17.0,0.2000,-60.069681,-0.000571004628,0.000340901947
subthreshold,17.0,0.3000,-60.084383,-0.000567890677,0.000340509227
subthreshold,17.0,0.4000,-60.095339,-0.000565060717,0.000340152563
subthreshold,17.0,0.5000,-60.104070,-0.000562610075,0.000339812982
subthreshold,17.0,0.6000,-60.111364,-0.000560524599,0.000339481904
subthreshold,17.0,0.7000,-60.117676,-0.000558754446,0.000339154947
subthreshold,17.0,0.8000,-60.123284,-0.000557243448,0.000338829764
subthreshold,17.0,0.9000,-60.128366,-0.000555940372,0.00033850509
subthreshold,17.0,1.0000,-60.133040,-0.000554802357,0.000338180249
subthreshold,17.0,1.1000,-60.137388,-0.000553795079,0.000337854903
subthreshold,17.0,1.2000,-60.141470,-0.000552891683,0.000337528904
subthreshold,17.0,1.3000,-60.145329,-0.000552071411,0.000337202216
subthreshold,17.0,1.4000,-60.148999,-0.000551318296,0.000336874867
subthreshold,17.0,1.5000,-60.152506,-0.00055062006,0.000336546923
subthreshold,17.0,1.6000,-60.155869,-0.000549967233,0.000336218473
subthreshold,17.0,1.7000,-60.159107,-0.000549352466,0.000335889616
subthreshold,17.0,1.8000,-60.162232,-0.000548770017,0.000335560457
subthreshold,17.0,1.9000,-60.165256,-0.000548215354,0.000335231102
subthreshold,17.0,2.0000,-60.168189,-0.000547684871,0.000334901657
subthreshold,17.0,2.1000,-60.171037,-0.000547175662,0.000334572226
subthreshold,17.0,2.2000,-60.173809,-0.000546685363,0.000334242908
subthreshold,17.0,2.3000,-60.176511,-0.000546212029,0.000333913799
subthreshold,17.0,2.4000,-60.179147,-0.000545754042,0.000333584992
subthreshold,17.0,2.5000,-60.181722,-0.000545310041,0.000333256573
subthreshold,17.0,2.6000,-60.184240,-0.000544878871,0.000332928625
subthreshold,17.0,2.7000,-60.186704,-0.000544459541,0.000332601228
subthreshold,17.0,2.8000,-60.189119,-0.000544051193,0.000332274455
subthreshold,17.0,2.9000,-60.191486,-0.00054365308,0.000331948378
subthreshold,17.0,3.0000,-60.193808,-0.000543264542,0.000331623062
subthreshold,17.0,3.1000,-60.196088,-0.000542884998,0.00033129857
subthreshold,17.0,3.2000,-60.198327,-0.000542513927,0.000330974962
subthreshold,17.0,3.3000,-60.200528,-0.000542150866,0.000330652293
subthreshold,17.0,3.4000,-60.202692,-0.000541795393,0.000330330615
subthreshold,17.0,3.5000,-60.204821,-0.00054144713,0.000330009978
subthreshold,17.0,3.6000,-60.206916,-0.000541105732,0.000329690428
subthreshold,17.0,3.7000,-60.208980,-0.000540770883,0.00032937201
subthreshold,17.0,3.8000,-60.211012,-0.000540442297,0.000329054764
subthreshold,17.0,3.9000,-60.213014,-0.000540119707,0.000328738729
subthreshold,17.0,4.0000,-60.214987,-0.000539802872,0.000328423942
subthreshold,17.0,4.1000,-60.216933,-0.000539491567,0.000328110437
subthreshold,17.0,4.2000,-60.218852,-0.000539185583,0.000327798246
subthreshold,17.0,4.3000,-60.220745,-0.000538884728,0.0003274874
subthreshold,17.0,4.4000,-60.222612,-0.000538588823,0.000327177927
subthreshold,17.0,4.5000,-60.224456,-0.000538297702,0.000326869854
subthreshold,17.0,4.6000,-60.226275,-0.000538011211,0.000326563207
subthreshold,17.0,4.7000,-60.228072,-0.000537729204,0.000326258008
subthreshold,17.0,4.8000,-60.229846,-0.000537451546,0.000325954281
subthreshold,17.0,4.9000,-60.231598,-0.000537178112,0.000325652046
subthreshold,17.0,5.0000,-60.233329,-0.000536908782,0.000325351323
subthreshold,17.0,5.1000,-60.235038,-0.000536643446,0.000325052129
subthreshold,17.0,5.2000,-60.236728,-0.000536381998,0.000324754483
subthreshold,17.0,5.3000,-60.238398,-0.000536124342,0.000324458401
subthreshold,17.0,5.4000,-60.240048,-0.000535870384,0.000324163896
subthreshold,17.0,5.5000,-60.241679,-0.000535620037,0.000323870984
subthreshold,17.0,5.6000,-60.243292,-0.000535373219,0.000323579678
subthreshold,17.0,5.7000,-60.244886,-0.000535129851,0.000323289989
subthreshold,17.0,5.8000,-60.246462,-0.000534889861,0.000323001929
subthreshold,17.0,5.9000,-60.248020,-0.000534653179,0.000322715509
subthreshold,17.0,6.0000,-60.249561,-0.000534419737,0.000322430738
subthreshold,17.0,6.1000,-60.251085,-0.000534189474,0.000322147625
subthreshold,17.0,6.2000,-60.252593,-0.000533962329,0.000321866179
subthreshold,17.0,6.3000,-60.254083,-0.000533738246,0.000321586408
subthreshold,17.0,6.4000,-60.255558,-0.00053351717,0.000321308318
subthreshold,17.0,6.5000,-60.257016,-0.000533299049,0.000321031915
subthreshold,17.0,6.6000,-60.258459,-0.000533083834,0.000320757206
subthreshold,17.0,6.7000,-60.259885,-0.000532871478,0.000320484197
subthreshold,17.0,6.8000,-60.261297,-0.000532661935,0.00032021289
subthreshold,17.0,6.9000,-60.262693,-0.000532455162,0.000319943292
subthreshold,17.0,7.0000,-60.264075,-0.000532251117,0.000319675405
subthreshold,17.0,7.1000,-60.265441,-0.000532049759,0.000319409234
subthreshold,17.0,7.2000,-60.266793,-0.000531851052,0.00031914478
subthreshold,17.0,7.3000,-60.268131,-0.000531654956,0.000318882046
subthreshold,17.0,7.4000,-60.269454,-0.000531461437,0.000318621035
subthreshold,17.0,7.5000,-60.270763,-0.00053127046,0.000318361747
subthreshold,17.0,7.6000,-60.272058,-0.000531081991,0.000318104185
subthreshold,17.0,7.7000,-60.273339,-0.000530895999,0.000317848349
subthreshold,17.0,7.8000,-60.274607,-0.000530712452,0.000317594239
subthreshold,17.0,7.9000,-60.275861,-0.000530531319,0.000317341857
subthreshold,17.0,8.0000,-60.277102,-0.000530352572,0.000317091201
subthreshold,17.0,8.1000,-60.278329,-0.000530176183,0.000316842271
subthreshold,17.0,8.2000,-60.279544,-0.000530002122,0.000316595068
subthreshold,17.0,8.3000,-60.280745,-0.000529830364,0.000316349588
subthreshold,17.0,8.4000,-60.281934,-0.000529660882,0.000316105833
subthreshold,17.0,8.5000,-60.283109,-0.000529493651,0.000315863799
subthreshold,17.0,8.6000,-60.284272,-0.000529328646,0.000315623486
subthreshold,17.0,8.7000,-60.285423,-0.000529165842,0.000315384891
subthreshold,17.0,8.8000,-60.286561,-0.000529005217,0.000315148012
subthreshold,17.0,8.9000,-60.287687,-0.000528846746,0.000314912847
subthreshold,17.0,9.0000,-60.288801,-0.000528690408,0.000314679393
subthreshold,17.0,9.1000,-60.289902,-0.00052853618,0.000314447647
subthreshold,17.0,9.2000,-60.290992,-0.00052838404,0.000314217606
subthreshold,17.0,9.3000,-60.292070,-0.000528233968,0.000313989268
subthreshold,17.0,9.4000,-60.293135,-0.000528085942,0.000313762628
subthreshold,17.0,9.5000,-60.294190,-0.000527939943,0.000313537682
subthreshold,17.0,9.6000,-60.295232,-0.00052779595,0.000313314428
subthreshold,17.0,9.7000,-60.296264,-0.000527653944,0.000313092862
subthreshold,17.0,9.8000,-60.297283,-0.000527513905,0.000312872979
subthreshold,17.0,9.9000,-60.298292,-0.000527375815,0.000312654775
subthreshold,17.0,10.0000,-60.299289,-0.000527239655,0.000312438245
subthreshold,17.0,10.1000,-60.300275,-0.000527105407,0.000312223386
subthreshold,17.0,10.2000,-60.301250,-0.000526973053,0.000312010193
subthreshold,17.0,10.3000,-60.302214,-0.000526842575,0.00031179866
subthreshold,17.0,10.4000,-60.303167,-0.000526713955,0.000311588784
subthreshold,17.0,10.5000,-60.304110,-0.000526587178,0.000311380558
subthreshold,17.0,10.6000,-60.305042,-0.000526462225,0.000311173979
subthreshold,17.0,10.7000,-60.305963,-0.00052633908,0.000310969041
subthreshold,17.0,10.8000,-60.306873,-0.000526217727,0.000310765738
subthreshold,17.0,10.9000,-60.307773,-0.00052609815,0.000310564065
subthreshold,17.0,11.0000,-60.308663,-0.000525980332,0.000310364017
subthreshold,17.0,11.1000,-60.309542,-0.000525864258,0.000310165588
subthreshold,17.0,11.2000,-60.310411,-0.000525749913,0.000309968773
subthreshold,17.0,11.3000,-60.311270,-0.000525637281,0.000309773565
subthreshold,17.0,11.4000,-60.312119,-0.000525526347,0.000309579959
subthreshold,17.0,11.5000,-60.312958,-0.000525417097,0.000309387949
subthreshold,17.0,11.6000,-60.313787,-0.000525309514,0.000309197529
subthreshold,17.0,11.7000,-60.314606,-0.000525203586,0.000309008693
subthreshold,17.0,11.8000,-60.315415,-0.000525099297,0.000308821435
subthreshold,17.0,11.9000,-60.316215,-0.000524996634,0.000308635749
subthreshold,17.0,12.0000,-60.317004,-0.000524895581,0.000308451628
subthreshold,17.0,12.1000,-60.317785,-0.000524796126,0.000308269067
subthreshold,17.0,12.2000,-60.318555,-0.000524698255,0.000308088058
subthreshold,17.0,12.3000,-60.319317,-0.000524601954,0.000307908596
subthreshold,17.0,12.4000,-60.320069,-0.00052450721,0.000307730674
subthreshold,17.0,12.5000,-60.320811,-0.000524414009,0.000307554285
subthreshold,17.0,12.6000,-60.321545,-0.000524322338,0.000307379424
subthreshold,17.0,12.7000,-60.322269,-0.000524232185,0.000307206083
subthreshold,17.0,12.8000,-60.322984,-0.000524143536,0.000307034256
subthreshold,17.0,12.9000,-60.323690,-0.000524056379,0.000306863936
subthreshold,17.0,13.0000,-60.324387,-0.000523970701,0.000306695117
subthreshold,17.0,13.1000,-60.325075,-0.00052388649,0.000306527792
subthreshold,17.0,13.2000,-60.325754,-0.000523803733,0.000306361954
subthreshold,17.0,13.3000,-60.326424,-0.000523722418,0.000306197596
subthreshold,17.0,13.4000,-60.327086,-0.000523642533,0.000306034712
subthreshold,17.0,13.5000,-60.327739,-0.000523564067,0.000305873294
subthreshold,17.0,13.6000,-60.328383,-0.000523487007,0.000305713337
subthreshold,17.0,13.7000,-60.329019,-0.000523411341,0.000305554833
subthreshold,17.0,13.8000,-60.329646,-0.000523337058,0.000305397774
subthreshold,17.0,13.9000,-60.330265,-0.000523264147,0.000305242155
subthreshold,17.0,14.0000,-60.330875,-0.000523192595,0.000305087969
subthreshold,17.0,14.1000,-60.331478,-0.000523122393,0.000304935207
subthreshold,17.0,14.2000,-60.332071,-0.000523053528,0.000304783864
subthreshold,17.0,14.3000,-60.332657,-0.000522985989,0.000304633933
subthreshold,17.0,14.4000,-60.333235,-0.000522919765,0.000304485406
subthreshold,17.0,14.5000,-60.333804,-0.000522854846,0.000304338277
subthreshold,17.0,14.6000,-60.334365,-0.000522791221,0.000304192539
subthreshold,17.0,14.7000,-60.334919,-0.000522728879,0.000304048184
subthreshold,17.0,14.8000,-60.335464,-0.00052266781,0.000303905205
subthreshold,17.0,14.9000,-60.336002,-0.000522608002,0.000303763597
subthreshold,17.0,15.0000,-60.336532,-0.000522549446,0.00030362335
subthreshold,17.0,15.1000,-60.337054,-0.000522492131,0.00030348446
subthreshold,17.0,15.2000,-60.337568,-0.000522436047,0.000303346918
subthreshold,17.0,15.3000,-60.338075,-0.000522381183,0.000303210717
subthreshold,17.0,15.4000,-60.338574,-0.000522327531,0.000303075851
subthreshold,17.0,15.5000,-60.339065,-0.000522275079,0.000302942313
subthreshold,17.0,15.6000,-60.339549,-0.000522223819,0.000302810095
subthreshold,17.0,15.7000,-60.340026,-0.000522173739,0.00030267919
subthreshold,17.0,15.8000,-60.340495,-0.000522124831,0.000302549593
subthreshold,17.0,15.9000,-60.340957,-0.000522077085,0.000302421294
subthreshold,17.0,16.0000,-60.341411,-0.00052203049,0.000302294289
subthreshold,17.0,16.1000,-60.341858,-0.000521985039,0.000302168569
subthreshold,17.0,16.2000,-60.342298,-0.000521940721,0.000302044127
subthreshold,17.0,16.3000,-60.342731,-0.000521897527,0.000301920958
subthreshold,17.0,16.4000,-60.343157,-0.000521855448,0.000301799053
subthreshold,17.0,16.5000,-60.343576,-0.000521814474,0.000301678406
subthreshold,17.0,16.6000,-60.343988,-0.000521774597,0.00030155901
subthreshold,17.0,16.7000,-60.344393,-0.000521735808,0.000301440857
subthreshold,17.0,16.8000,-60.344791,-0.000521698097,0.000301323942
subthreshold,17.0,16.9000,-60.345182,-0.000521661456,0.000301208257
subthreshold,17.0,17.0000,-60.345566,-0.000521625876,0.000301093796
subthreshold,17.0,17.1000,-60.345944,-0.000521591348,0.000300980551
subthreshold,17.0,17.2000,-60.346315,-0.000521557864,0.000300868515
subthreshold,17.0,17.3000,-60.346679,-0.000521525414,0.000300757683
subthreshold,17.0,17.4000,-60.347036,-0.000521493991,0.000300648046
subthreshold,17.0,17.5000,-60.347387,-0.000521463586,0.000300539598
subthreshold,17.0,17.6000,-60.347732,-0.000521434191,0.000300432333
subthreshold,17.0,17.7000,-60.348070,-0.000521405797,0.000300326244
subthreshold,17.0,17.8000,-60.348402,-0.000521378396,0.000300221323
subthreshold,17.0,17.9000,-60.348727,-0.00052135198,0.000300117565
subthreshold,17.0,18.0000,-60.349046,-0.000521326541,0.000300014962
subthreshold,17.0,18.1000,-60.349358,-0.00052130207,0.000299913508
subthreshold,17.0,18.2000,-60.349664,-0.000521278561,0.000299813196
subthreshold,17.0,18.3000,-60.349965,-0.000521256004,0.00029971402
subthreshold,17.0,18.4000,-60.350258,-0.000521234391,0.000299615973
subthreshold,17.0,18.5000,-60.350546,-0.000521213716,0.000299519047
subthreshold,17.0,18.6000,-60.350828,-0.000521193971,0.000299423238
subthreshold,17.0,18.7000,-60.351104,-0.000521175147,0.000299328537
subthreshold,17.0,18.8000,-60.351373,-0.000521157237,0.00029923494
subthreshold,17.0,18.9000,-60.351637,-0.000521140234,0.000299142438
subthreshold,17.0,19.0000,-60.351895,-0.000521124129,0.000299051026
subthreshold,17.0,19.1000,-60.352147,-0.000521108917,0.000298960697
subthreshold,17.0,19.2000,-60.352393,-0.000521094588,0.000298871444
subthreshold,17.0,19.3000,-60.352633,-0.000521081136,0.000298783262
subthreshold,17.0,19.4000,-60.352868,-0.000521068554,0.000298696144
subthreshold,17.0,19.5000,-60.353097,-0.000521056834,0.000298610083
subthreshold,17.0,19.6000,-60.353320,-0.000521045969,0.000298525073
subthreshold,17.0,19.7000,-60.353538,-0.000521035952,0.000298441108
subthreshold,17.0,19.8000,-60.353750,-0.000521026776,0.000298358181
subthreshold,17.0,19.9000,-60.353956,-0.000521018434,0.000298276287
subthreshold,17.0,20.0000,-60.354157,-0.000521010919,0.000298195418
subthreshold,17.0,20.1000,-60.354352,-0.000521004224,0.000298115569
subthreshold,17.0,20.2000,-60.354542,-0.000520998342,0.000298036734
subthreshold,17.0,20.3000,-60.354727,-0.000520993266,0.000297958906
subthreshold,17.0,20.4000,-60.354906,-0.000520988991,0.000297882079
subthreshold,17.0,20.5000,-60.355080,-0.000520985508,0.000297806247
subthreshold,17.0,20.6000,-60.355249,-0.000520982812,0.000297731404
subthreshold,17.0,20.7000,-60.355412,-0.000520980895,0.000297657544
subthreshold,17.0,20.8000,-60.355571,-0.000520979752,0.00029758466
subthreshold,17.0,20.9000,-60.355724,-0.000520979375,0.000297512748
subthreshold,17.0,21.0000,-60.355872,-0.000520979758,0.0002974418
subthreshold,17.0,21.1000,-60.356015,-0.000520980896,0.000297371811
subthreshold,17.0,21.2000,-60.356152,-0.000520982781,0.000297302774
subthreshold,17.0,21.3000,-60.356285,-0.000520985407,0.000297234685
subthreshold,17.0,21.4000,-60.356413,-0.000520988768,0.000297167536
subthreshold,17.0,21.5000,-60.356536,-0.000520992857,0.000297101323
subthreshold,17.0,21.6000,-60.356654,-0.000520997669,0.000297036039
subthreshold,17.0,21.7000,-60.356767,-0.000521003198,0.000296971678
subthreshold,17.0,21.8000,-60.356875,-0.000521009437,0.000296908235
subthreshold,17.0,21.9000,-60.356978,-0.00052101638,0.000296845704
subthreshold,17.0,22.0000,-60.357077,-0.000521024022,0.000296784079
subthreshold,17.0,22.1000,-60.357171,-0.000521032356,0.000296723355
subthreshold,17.0,22.2000,-60.357260,-0.000521041376,0.000296663525
subthreshold,17.0,22.3000,-60.357345,-0.000521051077,0.000296604585
subthreshold,17.0,22.4000,-60.357424,-0.000521061453,0.000296546528
subthreshold,17.0,22.5000,-60.357500,-0.000521072498,0.000296489348
subthreshold,17.0,22.6000,-60.357570,-0.000521084207,0.000296433042
subthreshold,17.0,22.7000,-60.357637,-0.000521096573,0.000296377602
subthreshold,17.0,22.8000,-60.357698,-0.00052110959,0.000296323023
subthreshold,17.0,22.9000,-60.357755,-0.000521123255,0.0002962693
subthreshold,17.0,23.0000,-60.357808,-0.00052113756,0.000296216427
subthreshold,17.0,23.1000,-60.357857,-0.0005211525,0.000296164399
subthreshold,17.0,23.2000,-60.357900,-0.000521168071,0.000296113211
subthreshold,17.0,23.3000,-60.357940,-0.000521184265,0.000296062857
subthreshold,17.0,23.4000,-60.357975,-0.000521201079,0.000296013331
subthreshold,17.0,23.5000,-60.358006,-0.000521218506,0.000295964629
subthreshold,17.0,23.6000,-60.358033,-0.000521236542,0.000295916745
subthreshold,17.0,23.7000,-60.358056,-0.000521255181,0.000295869673
subthreshold,17.0,23.8000,-60.358074,-0.000521274417,0.000295823409
subthreshold,17.0,23.9000,-60.358088,-0.000521294246,0.000295777948
subthreshold,17.0,24.0000,-60.358098,-0.000521314663,0.000295733283
subthreshold,17.0,24.1000,-60.358104,-0.000521335662,0.000295689411
subthreshold,17.0,24.2000,-60.358106,-0.000521357238,0.000295646325
subthreshold,17.0,24.3000,-60.358104,-0.000521379386,0.000295604021
subthreshold,17.0,24.4000,-60.358098,-0.000521402101,0.000295562494
subthreshold,17.0,24.5000,-60.358088,-0.000521425378,0.000295521738
subthreshold,17.0,24.6000,-60.358074,-0.000521449213,0.000295481749
subthreshold,17.0,24.7000,-60.358056,-0.0005214736,0.000295442521
subthreshold,17.0,24.8000,-60.358034,-0.000521498534,0.000295404049
subthreshold,17.0,24.9000,-60.358008,-0.000521524011,0.00029536633
subthreshold,17.0,25.0000,-60.357979,-0.000521550026,0.000295329356
subthreshold,17.0,25.1000,-60.357946,-0.000521576574,0.000295293125
subthreshold,17.0,25.2000,-60.357908,-0.000521603649,0.00029525763
subthreshold,17.0,25.3000,-60.357868,-0.000521631249,0.000295222868
subthreshold,17.0,25.4000,-60.357823,-0.000521659367,0.000295188832
subthreshold,17.0,25.5000,-60.357775,-0.000521688,0.000295155519
subthreshold,17.0,25.6000,-60.357723,-0.000521717142,0.000295122923
subthreshold,17.0,25.7000,-60.357667,-0.00052174679,0.000295091041
subthreshold,17.0,25.8000,-60.357608,-0.000521776938,0.000295059866
subthreshold,17.0,25.9000,-60.357545,-0.000521807582,0.000295029395
subthreshold,17.0,26.0000,-60.357479,-0.000521838718,0.000294999622
subthreshold,17.0,26.1000,-60.357409,-0.000521870341,0.000294970544
subthreshold,17.0,26.2000,-60.357336,-0.000521902446,0.000294942155
subthreshold,17.0,26.3000,-60.357259,-0.00052193503,0.000294914451
subthreshold,17.0,26.4000,-60.357179,-0.000521968088,0.000294887427
subthreshold,17.0,26.5000,-60.357095,-0.000522001616,0.00029486108
subthreshold,17.0,26.6000,-60.357008,-0.00052203561,0.000294835403
subthreshold,17.0,26.7000,-60.356918,-0.000522070064,0.000294810393
subthreshold,17.0,26.8000,-60.356824,-0.000522104976,0.000294786045
subthreshold,17.0,26.9000,-60.356727,-0.00052214034,0.000294762356
subthreshold,17.0,27.0000,-60.356627,-0.000522176153,0.000294739319
subthreshold,17.0,27.1000,-60.356523,-0.000522212411,0.000294716932
subthreshold,17.0,27.2000,-60.356416,-0.000522249109,0.00029469519
subthreshold,17.0,27.3000,-60.356306,-0.000522286243,0.000294674087
subthreshold,17.0,27.4000,-60.356193,-0.00052232381,0.000294653621
subthreshold,17.0,27.5000,-60.356076,-0.000522361805,0.000294633787
subthreshold,17.0,27.6000,-60.355956,-0.000522400224,0.000294614579
subthreshold,17.0,27.7000,-60.355834,-0.000522439064,0.000294595995
subthreshold,17.0,27.8000,-60.355708,-0.00052247832,0.000294578031
subthreshold,17.0,27.9000,-60.355579,-0.000522517989,0.00029456068
subthreshold,17.0,28.0000,-60.355447,-0.000522558067,0.000294543941
subthreshold,17.0,28.1000,-60.355312,-0.000522598549,0.000294527808
subthreshold,17.0,28.2000,-60.355174,-0.000522639433,0.000294512277
subthreshold,17.0,28.3000,-60.355033,-0.000522680714,0.000294497344
subthreshold,17.0,28.4000,-60.354889,-0.000522722388,0.000294483006
subthreshold,17.0,28.5000,-60.354742,-0.000522764452,0.000294469257
subthreshold,17.0,28.6000,-60.354593,-0.000522806903,0.000294456095
subthreshold,17.0,28.7000,-60.354440,-0.000522849735,0.000294443514
subthreshold,17.0,28.8000,-60.354284,-0.000522892947,0.000294431512
subthreshold,17.0,28.9000,-60.354126,-0.000522936533,0.000294420084
subthreshold,17.0,29.0000,-60.353965,-0.000522980491,0.000294409226
subthreshold,17.0,29.1000,-60.353801,-0.000523024818,0.000294398934
subthreshold,17.0,29.2000,-60.353634,-0.000523069508,0.000294389204
subthreshold,17.0,29.3000,-60.353465,-0.00052311456,0.000294380033
subthreshold,17.0,29.4000,-60.353293,-0.000523159968,0.000294371416
subthreshold,17.0,29.5000,-60.353118,-0.000523205731,0.00029436335
subthreshold,17.0,29.6000,-60.352940,-0.000523251845,0.000294355832
subthreshold,17.0,29.7000,-60.352760,-0.000523298305,0.000294348856
subthreshold,17.0,29.8000,-60.352577,-0.000523345109,0.00029434242
subthreshold,17.0,29.9000,-60.352391,-0.000523392253,0.000294336519
subthreshold,17.0,30.0000,-60.352203,-0.000523439735,0.00029433115
subthreshold,17.0,30.1000,-60.352013,-0.00052348755,0.00029432631
subthreshold,17.0,30.2000,-60.351819,-0.000523535695,0.000294321994
subthreshold,17.0,30.3000,-60.351623,-0.000523584167,0.000294318199
subthreshold,17.0,30.4000,-60.351425,-0.000523632964,0.000294314921
subthreshold,17.0,30.5000,-60.351224,-0.00052368208,0.000294312157
subthreshold,17.0,30.6000,-60.351021,-0.000523731514,0.000294309903
subthreshold,17.0,30.7000,-60.350815,-0.000523781263,0.000294308156
subthreshold,17.0,30.8000,-60.350607,-0.000523831322,0.000294306912
subthreshold,17.0,30.9000,-60.350396,-0.000523881689,0.000294306167
subthreshold,17.0,31.0000,-60.350183,-0.000523932361,0.000294305918
subthreshold,17.0,31.1000,-60.349968,-0.000523983335,0.000294306161
subthreshold,17.0,31.2000,-60.349750,-0.000524034607,0.000294306894
subthreshold,17.0,31.3000,-60.349530,-0.000524086175,0.000294308112
subthreshold,17.0,31.4000,-60.349308,-0.000524138036,0.000294309812
subthreshold,17.0,31.5000,-60.349083,-0.000524190185,0.00029431199
subthreshold,17.0,31.6000,-60.348856,-0.000524242622,0.000294314645
subthreshold,17.0,31.7000,-60.348627,-0.000524295342,0.000294317771
subthreshold,17.0,31.8000,-60.348395,-0.000524348343,0.000294321365
subthreshold,17.0,31.9000,-60.348161,-0.000524401621,0.000294325425
subthreshold,17.0,32.0000,-60.347925,-0.000524455174,0.000294329947
subthreshold,17.0,32.1000,-60.347687,-0.000524508999,0.000294334928
subthreshold,17.0,32.2000,-60.347447,-0.000524563094,0.000294340364
subthreshold,17.0,32.3000,-60.347204,-0.000524617454,0.000294346253
subthreshold,17.0,32.4000,-60.346960,-0.000524672078,0.00029435259
subthreshold,17.0,32.5000,-60.346713,-0.000524726963,0.000294359373
subthreshold,17.0,32.6000,-60.346464,-0.000524782105,0.000294366599
subthreshold,17.0,32.7000,-60.346213,-0.000524837503,0.000294374264
subthreshold,17.0,32.8000,-60.345960,-0.000524893153,0.000294382366
subthreshold,17.0,32.9000,-60.345705,-0.000524949052,0.0002943909
subthreshold,17.0,33.0000,-60.345448,-0.000525005199,0.000294399865
subthreshold,17.0,33.1000,-60.345189,-0.000525061589,0.000294409257
subthreshold,17.0,33.2000,-60.344928,-0.000525118222,0.000294419072
subthreshold,17.0,33.3000,-60.344665,-0.000525175093,0.000294429308
subthreshold,17.0,33.4000,-60.344400,-0.000525232201,0.000294439962
subthreshold,17.0,33.5000,-60.344133,-0.000525289543,0.000294451031
subthreshold,17.0,33.6000,-60.343864,-0.000525347115,0.000294462511
subthreshold,17.0,33.7000,-60.343594,-0.000525404917,0.000294474401
subthreshold,17.0,33.8000,-60.343321,-0.000525462944,0.000294486696
subthreshold,17.0,33.9000,-60.343046,-0.000525521195,0.000294499394
subthreshold,17.0,34.0000,-60.342770,-0.000525579667,0.000294512491
subthreshold,17.0,34.1000,-60.342492,-0.000525638357,0.000294525986
subthreshold,17.0,34.2000,-60.342212,-0.000525697264,0.000294539875
subthreshold,17.0,34.3000,-60.341930,-0.000525756384,0.000294554155
subthreshold,17.0,34.4000,-60.341646,-0.000525815715,0.000294568824
subthreshold,17.0,34.5000,-60.341361,-0.000525875255,0.000294583878
subthreshold,17.0,34.6000,-60.341073,-0.000525935001,0.000294599315
subthreshold,17.0,34.7000,-60.340784,-0.000525994952,0.000294615131
subthreshold,17.0,34.8000,-60.340494,-0.000526055104,0.000294631325
subthreshold,17.0,34.9000,-60.340201,-0.000526115455,0.000294647893
subthreshold,17.0,35.0000,-60.339907,-0.000526176003,0.000294664833
subthreshold,17.0,35.1000,-60.339611,-0.000526236746,0.000294682141
subthreshold,17.0,35.2000,-60.339314,-0.000526297681,0.000294699816
subthreshold,17.0,35.3000,-60.339014,-0.000526358806,0.000294717854
subthreshold,17.0,35.4000,-60.338714,-0.000526420118,0.000294736253
subthreshold,17.0,35.5000,-60.338411,-0.000526481616,0.00029475501
subthreshold,17.0,35.6000,-60.338107,-0.000526543298,0.000294774122
subthreshold,17.0,35.7000,-60.337801,-0.00052660516,0.000294793587
subthreshold,17.0,35.8000,-60.337494,-0.000526667202,0.000294813402
subthreshold,17.0,35.9000,-60.337185,-0.00052672942,0.000294833564
subthreshold,17.0,36.0000,-60.336875,-0.000526791812,0.000294854071
subthreshold,17.0,36.1000,-60.336563,-0.000526854377,0.000294874921
subthreshold,17.0,36.2000,-60.336250,-0.000526917112,0.00029489611
subthreshold,17.0,36.3000,-60.335935,-0.000526980015,0.000294917637
subthreshold,17.0,36.4000,-60.335618,-0.000527043083,0.000294939498
subthreshold,17.0,36.5000,-60.335300,-0.000527106316,0.000294961692
subthreshold,17.0,36.6000,-60.334981,-0.000527169711,0.000294984215
subthreshold,17.0,36.7000,-60.334660,-0.000527233265,0.000295007065
subthreshold,17.0,36.8000,-60.334338,-0.000527296977,0.00029503024
subthreshold,17.0,36.9000,-60.334014,-0.000527360844,0.000295053737
subthreshold,17.0,37.0000,-60.333689,-0.000527424866,0.000295077554
subthreshold,17.0,37.1000,-60.333362,-0.000527489038,0.000295101689
subthreshold,17.0,37.2000,-60.333034,-0.000527553361,0.000295126138
subthreshold,17.0,37.3000,-60.332705,-0.000527617831,0.0002951509
subthreshold,17.0,37.4000,-60.332374,-0.000527682447,0.000295175972
subthreshold,17.0,37.5000,-60.332042,-0.000527747206,0.000295201352
subthreshold,17.0,37.6000,-60.331709,-0.000527812107,0.000295227037
subthreshold,17.0,37.7000,-60.331374,-0.000527877149,0.000295253025
subthreshold,17.0,37.8000,-60.331038,-0.000527942328,0.000295279314
subthreshold,17.0,37.9000,-60.330701,-0.000528007643,0.000295305902
subthreshold,17.0,38.0000,-60.330362,-0.000528073093,0.000295332786
subthreshold,17.0,38.1000,-60.330022,-0.000528138674,0.000295359963
subthreshold,17.0,38.2000,-60.329681,-0.000528204387,0.000295387433
subthreshold,17.0,38.3000,-60.329338,-0.000528270228,0.000295415191
subthreshold,17.0,38.4000,-60.328995,-0.000528336196,0.000295443237
subthreshold,17.0,38.5000,-60.328650,-0.000528402289,0.000295471568
subthreshold,17.0,38.6000,-60.328304,-0.000528468505,0.000295500181
