dt_ms,d_lambda,rmp_mV,rin_MOhm,tau_ms,capacitance_pF,recovery_error_mV,section_count,total_nseg,stage_gate_passed,result_directory,rin_relative_delta,tau_relative_delta,rmp_delta_mV,convergence_pass
0.05,0.2,-65.0,100.47005760597045,29.500000000035044,293.6198177145466,-0.004979824239669028,950,2534,True,results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p2,0.0001744715262399032,0.0008481764243214705,0.0,True
0.05,0.1,-65.0,100.45253121277682,29.500000000035044,293.67104685046365,-0.004979807699584171,950,4234,True,results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p1,-2.854166568585528e-09,0.0008481764243214705,0.0,True
0.05,0.05,-65.0,100.44702060022246,29.500000000035044,293.6871579043103,-0.004979814996701748,950,7614,True,results/23C/passive/convergence_strict_dlambda/dt_0p05__dlambda_0p05,-5.486073053963438e-05,0.0008481764243214705,0.0,True
0.025,0.2,-65.0,100.4700578926844,29.449999999928252,293.12215616900346,-0.004967733036252753,950,2534,True,results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p2,0.00017447438046305913,-0.0008481764206967985,0.0,True
0.025,0.1,-65.0,100.45253149948508,29.47499999992823,293.42217224340754,-0.004967716535276168,950,4234,True,results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p1,0.0,0.0,0.0,True
0.025,0.05,-65.0,100.44702088693214,29.47499999992823,293.4382696437226,-0.0049677238123422285,950,7614,True,results/23C/passive/convergence_strict_dlambda/dt_0p025__dlambda_0p05,-5.485787635891896e-05,0.0,0.0,True
0.0125,0.2,-65.0,100.47005808907272,29.449999999859784,293.1221555953575,-0.004963985775560786,950,2534,True,results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p2,0.00017447633549918306,-0.0008481764230197128,0.0,True
0.0125,0.1,-65.0,100.4525316958734,29.449999999859784,293.17329790175506,-0.00496396928653553,950,4234,True,results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p1,1.9550361239349383e-09,-0.0008481764230197128,0.0,True
0.0125,0.05,-65.0,100.44702108332046,29.449999999859784,293.18938164857184,-0.004963976557235128,950,7614,True,results/23C/passive/convergence_strict_dlambda/dt_0p0125__dlambda_0p05,-5.485592132279503e-05,-0.0008481764230197128,0.0,True
