variant,section,mechanism,parameter,old_value,new_value
A_final_as_is,dend[69],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[70],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[71],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[72],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[73],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[73],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[73],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[74],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[75],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[75],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[75],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[75],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[75],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[76],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[77],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[78],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[79],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[80],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[80],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[80],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[81],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[81],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[81],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[82],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[83],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[84],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[85],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[85],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[85],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[86],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
A_final_as_is,dend[87],iCaL,pcabar_iCaL,3.7500000000000003e-05,3.7500000000000003e-05
