time_ms,voltage_mV
0.0,-72.8
0.025,-72.7997400954824
0.05,-72.7995075666411
0.075,-72.79929380530342
0.09999999999999999,-72.79909301969816
0.12499999999999999,-72.7989019403084
0.15,-72.79871854986214
0.17500000000000002,-72.79854149906852
0.20000000000000004,-72.79836982831279
0.22500000000000006,-72.79820282180069
0.25000000000000006,-72.79803992512437
0.2750000000000001,-72.79788069584394
0.3000000000000001,-72.79772477235709
0.3250000000000001,-72.7975718534167
0.35000000000000014,-72.79742168412345
0.37500000000000017,-72.79727404601323
0.4000000000000002,-72.79712874983018
0.4250000000000002,-72.79698563011999
0.45000000000000023,-72.7968445410944
0.47500000000000026,-72.79670535340745
0.5000000000000002,-72.79656795160119
0.5250000000000001,-72.79643223205329
0.55,-72.79629810130747
0.575,-72.79616547470093
0.5999999999999999,-72.79603427522515
0.6249999999999998,-72.79590443257239
0.6499999999999997,-72.79577588233147
0.6749999999999996,-72.79564856530504
0.6999999999999995,-72.79552242692607
0.7249999999999994,-72.79539741675639
0.7499999999999993,-72.79527348805361
0.7749999999999992,-72.79515059739504
0.7999999999999992,-72.79502870434978
0.8249999999999991,-72.79490777119156
0.849999999999999,-72.79478776264625
0.8749999999999989,-72.7946686456691
0.8999999999999988,-72.79455038924745
0.9249999999999987,-72.79443296422544
0.9499999999999986,-72.79431634314787
0.9749999999999985,-72.79420050012061
0.9999999999999984,-72.79408541068548
1.0249999999999984,-72.79397105170784
1.0499999999999983,-72.79385740127532
1.0749999999999982,-72.7937444386064
1.099999999999998,-72.79363214396761
1.124999999999998,-72.79352049859853
1.149999999999998,-72.79340948464348
1.1749999999999978,-72.79329908508944
1.1999999999999977,-72.79318928370934
1.2249999999999976,-72.79308006501022
1.2499999999999976,-72.79297141418571
1.2749999999999975,-72.79286331707263
1.2999999999999974,-72.7927557601108
1.3249999999999973,-72.7926487303063
1.3499999999999972,-72.79254221519757
1.3749999999999971,-72.79243620282399
1.399999999999997,-72.79233068169697
1.424999999999997,-72.79222564077307
1.4499999999999968,-72.79212106942926
1.4749999999999968,-72.79201695743971
1.4999999999999967,-72.79191329495447
1.5249999999999966,-72.79181007247942
1.5499999999999965,-72.79170728085779
1.5749999999999964,-72.79160491125273
1.5999999999999963,-72.79150295513121
1.6249999999999962,-72.79140140424882
1.6499999999999961,-72.79130025063569
1.674999999999996,-72.79119948658318
1.699999999999996,-72.79109910463151
1.7249999999999959,-72.79099909755804
1.7499999999999958,-72.79089945836637
1.7749999999999957,-72.79080018027601
1.7999999999999956,-72.79070125671272
1.8249999999999955,-72.79060268129936
1.8499999999999954,-72.79050444784731
1.8749999999999953,-72.79040655034835
1.8999999999999952,-72.79030898296702
1.9249999999999952,-72.79021174003334
1.949999999999995,-72.79011481603605
1.974999999999995,-72.79001820561605
1.999999999999995,-72.78992190356036
2.024999999999995,-72.78982590479622
2.0499999999999954,-72.78973020438568
2.0749999999999957,-72.78963479752032
2.099999999999996,-72.78953967951634
2.1249999999999964,-72.78944484580977
2.149999999999997,-72.7893502919521
2.174999999999997,-72.78925601360598
2.1999999999999975,-72.78916200654112
2.224999999999998,-72.78906826663051
2.2499999999999982,-72.78897478984672
2.2749999999999986,-72.78888157225838
2.299999999999999,-72.78878861002686
2.3249999999999993,-72.7886958994031
2.3499999999999996,-72.78860343672453
2.375,-72.7885112184122
2.4000000000000004,-72.78841924096795
