spike_no,soma_cross_-20mV_ms,ais_cross_-20mV_ms,AIS_leads_soma_by_ms,soma_peak_mV,ais_peak_mV,AIS_minus_soma_peak_mV,soma_peak_time_ms,ais_peak_time_ms
1,244.83176525762,244.5789856199117,0.2527796377083007,0.817068,13.96954,13.152472,245.525,245.1
2,422.6023576910115,422.3478447197797,0.2545129712318044,0.555519,13.608023,13.052503999999999,423.3,422.85
3,601.9271880764501,601.6691491433717,0.2580389330784101,0.238488,13.329305,13.090817,602.625,602.175
