source_trace,time_column,voltage_column,RMP_mV,threshold_mV,threshold_time_ms,peak_mV,peak_time_ms,method_note
deliverables/week1/modeldb2018004_soma_voltage_trace.csv,time_ms,voltage_mV,-85.0538845655855,-65.0,0.0,-65.0,0.0,Threshold estimated from dV/dt > 10 mV/ms or max dV/dt fallback
