time_ms,v_soma_mV,v_proximal_dendrite_mV,v_proximal_axon_candidate_mV
691.025000,-52.546495,-52.666440,-52.615454
691.050000,-52.546489,-52.666434,-52.615448
691.075000,-52.546483,-52.666428,-52.615443
691.100000,-52.546477,-52.666422,-52.615437
691.125000,-52.546471,-52.666417,-52.615431
691.150000,-52.546466,-52.666411,-52.615425
691.175000,-52.546460,-52.666405,-52.615419
691.200000,-52.546454,-52.666399,-52.615413
691.225000,-52.546448,-52.666394,-52.615408
691.250000,-52.546442,-52.666388,-52.615402
691.275000,-52.546436,-52.666382,-52.615396
691.300000,-52.546430,-52.666377,-52.615390
691.325000,-52.546424,-52.666371,-52.615384
691.350000,-52.546418,-52.666365,-52.615379
691.375000,-52.546412,-52.666359,-52.615373
691.400000,-52.546406,-52.666354,-52.615367
691.425000,-52.546400,-52.666348,-52.615361
691.450000,-52.546394,-52.666342,-52.615355
691.475000,-52.546389,-52.666337,-52.615349
691.500000,-52.546383,-52.666331,-52.615344
691.525000,-52.546377,-52.666325,-52.615338
691.550000,-52.546371,-52.666319,-52.615332
691.575000,-52.546365,-52.666314,-52.615326
691.600000,-52.546359,-52.666308,-52.615320
691.625000,-52.546353,-52.666302,-52.615315
691.650000,-52.546347,-52.666297,-52.615309
691.675000,-52.546341,-52.666291,-52.615303
691.700000,-52.546336,-52.666285,-52.615297
691.725000,-52.546330,-52.666279,-52.615291
691.750000,-52.546324,-52.666274,-52.615286
691.775000,-52.546318,-52.666268,-52.615280
691.800000,-52.546312,-52.666262,-52.615274
691.825000,-52.546306,-52.666257,-52.615268
691.850000,-52.546300,-52.666251,-52.615263
691.875000,-52.546294,-52.666245,-52.615257
691.900000,-52.546288,-52.666240,-52.615251
691.925000,-52.546283,-52.666234,-52.615245
691.950000,-52.546277,-52.666228,-52.615239
691.975000,-52.546271,-52.666223,-52.615234
692.000000,-52.546265,-52.666217,-52.615228
692.025000,-52.546259,-52.666211,-52.615222
692.050000,-52.546253,-52.666206,-52.615216
692.075000,-52.546247,-52.666200,-52.615211
692.100000,-52.546241,-52.666194,-52.615205
692.125000,-52.546236,-52.666189,-52.615199
692.150000,-52.546230,-52.666183,-52.615193
692.175000,-52.546224,-52.666177,-52.615188
692.200000,-52.546218,-52.666172,-52.615182
692.225000,-52.546212,-52.666166,-52.615176
692.250000,-52.546206,-52.666160,-52.615170
692.275000,-52.546200,-52.666155,-52.615165
692.300000,-52.546195,-52.666149,-52.615159
692.325000,-52.546189,-52.666143,-52.615153
692.350000,-52.546183,-52.666138,-52.615147
692.375000,-52.546177,-52.666132,-52.615142
692.400000,-52.546171,-52.666126,-52.615136
692.425000,-52.546165,-52.666121,-52.615130
692.450000,-52.546160,-52.666115,-52.615124
692.475000,-52.546154,-52.666109,-52.615119
692.500000,-52.546148,-52.666104,-52.615113
692.525000,-52.546142,-52.666098,-52.615107
692.550000,-52.546136,-52.666092,-52.615101
692.575000,-52.546130,-52.666087,-52.615096
692.600000,-52.546125,-52.666081,-52.615090
692.625000,-52.546119,-52.666075,-52.615084
692.650000,-52.546113,-52.666070,-52.615078
692.675000,-52.546107,-52.666064,-52.615073
692.700000,-52.546101,-52.666059,-52.615067
692.725000,-52.546095,-52.666053,-52.615061
692.750000,-52.546090,-52.666047,-52.615055
692.775000,-52.546084,-52.666042,-52.615050
692.800000,-52.546078,-52.666036,-52.615044
692.825000,-52.546072,-52.666030,-52.615038
692.850000,-52.546066,-52.666025,-52.615033
692.875000,-52.546061,-52.666019,-52.615027
692.900000,-52.546055,-52.666014,-52.615021
692.925000,-52.546049,-52.666008,-52.615015
692.950000,-52.546043,-52.666002,-52.615010
692.975000,-52.546037,-52.665997,-52.615004
693.000000,-52.546031,-52.665991,-52.614998
693.025000,-52.546026,-52.665985,-52.614993
693.050000,-52.546020,-52.665980,-52.614987
693.075000,-52.546014,-52.665974,-52.614981
693.100000,-52.546008,-52.665969,-52.614976
693.125000,-52.546002,-52.665963,-52.614970
693.150000,-52.545997,-52.665957,-52.614964
693.175000,-52.545991,-52.665952,-52.614958
693.200000,-52.545985,-52.665946,-52.614953
693.225000,-52.545979,-52.665941,-52.614947
693.250000,-52.545974,-52.665935,-52.614941
693.275000,-52.545968,-52.665929,-52.614936
693.300000,-52.545962,-52.665924,-52.614930
693.325000,-52.545956,-52.665918,-52.614924
693.350000,-52.545950,-52.665913,-52.614919
693.375000,-52.545945,-52.665907,-52.614913
693.400000,-52.545939,-52.665901,-52.614907
693.425000,-52.545933,-52.665896,-52.614902
693.450000,-52.545927,-52.665890,-52.614896
693.475000,-52.545922,-52.665885,-52.614890
693.500000,-52.545916,-52.665879,-52.614885
693.525000,-52.545910,-52.665874,-52.614879
693.550000,-52.545904,-52.665868,-52.614873
693.575000,-52.545898,-52.665862,-52.614868
693.600000,-52.545893,-52.665857,-52.614862
693.625000,-52.545887,-52.665851,-52.614856
693.650000,-52.545881,-52.665846,-52.614851
693.675000,-52.545875,-52.665840,-52.614845
693.700000,-52.545870,-52.665835,-52.614839
693.725000,-52.545864,-52.665829,-52.614834
693.750000,-52.545858,-52.665823,-52.614828
693.775000,-52.545852,-52.665818,-52.614822
693.800000,-52.545847,-52.665812,-52.614817
693.825000,-52.545841,-52.665807,-52.614811
693.850000,-52.545835,-52.665801,-52.614805
693.875000,-52.545829,-52.665796,-52.614800
