adaptation_ratio_last_over_first_isi,ahp_mV,amplitude_nA,ap_amplitude_mV,ap_half_width_ms,ap_peak_mV,ap_threshold_mV,depolarization_block_flag,firing_rate_Hz,first_spike_latency_ms,input_capacitance_pF,isi_cv,last_spike_time_ms,late_step_mean_voltage_mV,max_dvdt_V_s,mean_isi_ms,post_step_recovery_error_mV,post_step_recovery_mean_mV,rin_MOhm,rmp_mV,spike_count,spontaneous_spike_count,steady_state_mV,tau_ms
,34.46373664447578,0.4,40.89272469563481,1.614483759254199,14.81236056410082,-26.08036413153399,False,2.0,476.99999999965814,,,476.99999999965814,-38.58886632426864,48.05866012313823,,0.10275347322901496,-65.80718834755213,,-65.90994182078114,1,0,-39.485924545848924,
0.661993769470405,27.237630499307894,0.75,43.66218302626541,1.6331849202055082,17.161923309836478,-26.500259716428932,False,30.0,156.5499999999496,,0.12798708070412987,487.89999999964823,-36.387032777200595,53.67199073404539,23.66785714283562,0.09718691704955518,-65.81275490373159,,-65.90994182078114,15,0,-37.90150656118024,
