condition,temperature_C,current_pA,time_ms,voltage_mV
reference_rheobase_20pA,23.0,20.0,212.7999999999434,-59.055358315624495
reference_rheobase_20pA,23.0,20.0,212.8999999999433,-59.05535842406554
reference_rheobase_20pA,23.0,20.0,212.9999999999432,-59.05535853204801
reference_rheobase_20pA,23.0,20.0,213.09999999994312,-59.05535863957387
reference_rheobase_20pA,23.0,20.0,213.19999999994303,-59.055358746645034
reference_rheobase_20pA,23.0,20.0,213.29999999994294,-59.055358853263435
reference_rheobase_20pA,23.0,20.0,213.39999999994285,-59.055358959431
reference_rheobase_20pA,23.0,20.0,213.49999999994276,-59.05535906514963
reference_rheobase_20pA,23.0,20.0,213.59999999994267,-59.05535917042124
reference_rheobase_20pA,23.0,20.0,213.69999999994258,-59.05535927524771
reference_rheobase_20pA,23.0,20.0,213.7999999999425,-59.05535937963094
reference_rheobase_20pA,23.0,20.0,213.8999999999424,-59.0553594835728
reference_rheobase_20pA,23.0,20.0,213.9999999999423,-59.055359587075166
reference_rheobase_20pA,23.0,20.0,214.0999999999422,-59.0553596901399
reference_rheobase_20pA,23.0,20.0,214.19999999994212,-59.05535979276886
reference_rheobase_20pA,23.0,20.0,214.29999999994203,-59.05535989496389
reference_rheobase_20pA,23.0,20.0,214.39999999994194,-59.05535999672683
reference_rheobase_20pA,23.0,20.0,214.49999999994185,-59.055360098059516
reference_rheobase_20pA,23.0,20.0,214.59999999994176,-59.05536019896376
reference_rheobase_20pA,23.0,20.0,214.69999999994167,-59.05536029944139
reference_rheobase_20pA,23.0,20.0,214.79999999994158,-59.05536039949421
reference_rheobase_20pA,23.0,20.0,214.89999999994149,-59.05536049912403
reference_rheobase_20pA,23.0,20.0,214.9999999999414,-59.05536059833263
reference_rheobase_20pA,23.0,20.0,215.0999999999413,-59.055360697121806
reference_rheobase_20pA,23.0,20.0,215.1999999999412,-59.05536079549333
reference_rheobase_20pA,23.0,20.0,215.29999999994112,-59.05536089344897
reference_rheobase_20pA,23.0,20.0,215.39999999994103,-59.0553609909905
reference_rheobase_20pA,23.0,20.0,215.49999999994094,-59.05536108811967
reference_rheobase_20pA,23.0,20.0,215.59999999994085,-59.05536118483822
reference_rheobase_20pA,23.0,20.0,215.69999999994076,-59.0553612811479
reference_rheobase_20pA,23.0,20.0,215.79999999994067,-59.05536137705045
reference_rheobase_20pA,23.0,20.0,215.89999999994058,-59.05536147254759
reference_rheobase_20pA,23.0,20.0,215.99999999994048,-59.055361567641036
reference_rheobase_20pA,23.0,20.0,216.0999999999404,-59.0553616623325
reference_rheobase_20pA,23.0,20.0,216.1999999999403,-59.05536175662369
reference_rheobase_20pA,23.0,20.0,216.2999999999402,-59.0553618505163
reference_rheobase_20pA,23.0,20.0,216.39999999994012,-59.05536194401202
reference_rheobase_20pA,23.0,20.0,216.49999999994003,-59.05536203711254
reference_rheobase_20pA,23.0,20.0,216.59999999993994,-59.05536212981952
reference_rheobase_20pA,23.0,20.0,216.69999999993985,-59.05536222213465
reference_rheobase_20pA,23.0,20.0,216.79999999993976,-59.05536231405958
reference_rheobase_20pA,23.0,20.0,216.89999999993967,-59.05536240559596
reference_rheobase_20pA,23.0,20.0,216.99999999993958,-59.055362496745445
reference_rheobase_20pA,23.0,20.0,217.09999999993948,-59.05536258750968
reference_rheobase_20pA,23.0,20.0,217.1999999999394,-59.05536267789028
reference_rheobase_20pA,23.0,20.0,217.2999999999393,-59.05536276788889
reference_rheobase_20pA,23.0,20.0,217.3999999999392,-59.05536285750712
reference_rheobase_20pA,23.0,20.0,217.49999999993912,-59.05536294674659
reference_rheobase_20pA,23.0,20.0,217.59999999993903,-59.055363035608906
reference_rheobase_20pA,23.0,20.0,217.69999999993894,-59.05536312409566
reference_rheobase_20pA,23.0,20.0,217.79999999993885,-59.05536321220845
reference_rheobase_20pA,23.0,20.0,217.89999999993876,-59.05536329994886
reference_rheobase_20pA,23.0,20.0,217.99999999993867,-59.05536338731847
reference_rheobase_20pA,23.0,20.0,218.09999999993858,-59.05536347431886
reference_rheobase_20pA,23.0,20.0,218.19999999993848,-59.055363560951584
reference_rheobase_20pA,23.0,20.0,218.2999999999384,-59.05536364721821
reference_rheobase_20pA,23.0,20.0,218.3999999999383,-59.055363733120274
reference_rheobase_20pA,23.0,20.0,218.4999999999382,-59.05536381865934
reference_rheobase_20pA,23.0,20.0,218.59999999993812,-59.05536390383694
reference_rheobase_20pA,23.0,20.0,218.69999999993803,-59.05536398865461
reference_rheobase_20pA,23.0,20.0,218.79999999993794,-59.05536407311388
reference_rheobase_20pA,23.0,20.0,218.89999999993785,-59.05536415721626
reference_rheobase_20pA,23.0,20.0,218.99999999993776,-59.05536424096327
reference_rheobase_20pA,23.0,20.0,219.09999999993767,-59.05536432435642
reference_rheobase_20pA,23.0,20.0,219.19999999993757,-59.0553644073972
reference_rheobase_20pA,23.0,20.0,219.29999999993748,-59.055364490087115
reference_rheobase_20pA,23.0,20.0,219.3999999999374,-59.05536457242765
reference_rheobase_20pA,23.0,20.0,219.4999999999373,-59.05536465442027
reference_rheobase_20pA,23.0,20.0,219.5999999999372,-59.05536473606649
reference_rheobase_20pA,23.0,20.0,219.69999999993712,-59.05536481736774
reference_rheobase_20pA,23.0,20.0,219.79999999993703,-59.05536489832551
reference_rheobase_20pA,23.0,20.0,219.89999999993694,-59.055364978941235
reference_rheobase_20pA,23.0,20.0,219.99999999993685,-59.05536505921638
reference_rheobase_20pA,23.0,20.0,220.09999999993676,-59.055365139152386
reference_rheobase_20pA,23.0,20.0,220.19999999993667,-59.055365218750694
reference_rheobase_20pA,23.0,20.0,220.29999999993657,-59.05536529801273
reference_rheobase_20pA,23.0,20.0,220.39999999993648,-59.055365376939925
reference_rheobase_20pA,23.0,20.0,220.4999999999364,-59.055365455533696
reference_rheobase_20pA,23.0,20.0,220.5999999999363,-59.05536553379547
reference_rheobase_20pA,23.0,20.0,220.6999999999362,-59.05536561172663
reference_rheobase_20pA,23.0,20.0,220.79999999993612,-59.055365689328596
reference_rheobase_20pA,23.0,20.0,220.89999999993603,-59.05536576660276
reference_rheobase_20pA,23.0,20.0,220.99999999993594,-59.05536584355052
reference_rheobase_20pA,23.0,20.0,221.09999999993585,-59.055365920173244
reference_rheobase_20pA,23.0,20.0,221.19999999993576,-59.055365996472325
reference_rheobase_20pA,23.0,20.0,221.29999999993566,-59.05536607244913
reference_rheobase_20pA,23.0,20.0,221.39999999993557,-59.05536614810503
reference_rheobase_20pA,23.0,20.0,221.49999999993548,-59.05536622344138
reference_rheobase_20pA,23.0,20.0,221.5999999999354,-59.05536629845954
reference_rheobase_20pA,23.0,20.0,221.6999999999353,-59.05536637316086
reference_rheobase_20pA,23.0,20.0,221.7999999999352,-59.055366447546675
reference_rheobase_20pA,23.0,20.0,221.89999999993512,-59.05536652161833
reference_rheobase_20pA,23.0,20.0,221.99999999993503,-59.055366595377166
reference_rheobase_20pA,23.0,20.0,222.09999999993494,-59.0553666688245
reference_rheobase_20pA,23.0,20.0,222.19999999993485,-59.05536674196165
reference_rheobase_20pA,23.0,20.0,222.29999999993476,-59.05536681478994
reference_rheobase_20pA,23.0,20.0,222.39999999993466,-59.055366887310676
reference_rheobase_20pA,23.0,20.0,222.49999999993457,-59.055366959525166
reference_rheobase_20pA,23.0,20.0,222.59999999993448,-59.0553670314347
reference_rheobase_20pA,23.0,20.0,222.6999999999344,-59.05536710304059
reference_rheobase_20pA,23.0,20.0,222.7999999999343,-59.0553671743441
reference_rheobase_20pA,23.0,20.0,222.8999999999342,-59.055367245346524
reference_rheobase_20pA,23.0,20.0,222.99999999993412,-59.05536731604914
reference_rheobase_20pA,23.0,20.0,223.09999999993403,-59.05536738645323
reference_rheobase_20pA,23.0,20.0,223.19999999993394,-59.05536745656004
reference_rheobase_20pA,23.0,20.0,223.29999999993385,-59.055367526370844
reference_rheobase_20pA,23.0,20.0,223.39999999993375,-59.05536759588689
reference_rheobase_20pA,23.0,20.0,223.49999999993366,-59.05536766510944
reference_rheobase_20pA,23.0,20.0,223.59999999993357,-59.055367734039734
reference_rheobase_20pA,23.0,20.0,223.69999999993348,-59.055367802679
reference_rheobase_20pA,23.0,20.0,223.7999999999334,-59.05536787102849
reference_rheobase_20pA,23.0,20.0,223.8999999999333,-59.055367939089415
reference_rheobase_20pA,23.0,20.0,223.9999999999332,-59.05536800686301
reference_rheobase_20pA,23.0,20.0,224.09999999993312,-59.0553680743505
reference_rheobase_20pA,23.0,20.0,224.19999999993303,-59.05536814155309
reference_rheobase_20pA,23.0,20.0,224.29999999993294,-59.05536820847199
reference_rheobase_20pA,23.0,20.0,224.39999999993285,-59.05536827510841
reference_rheobase_20pA,23.0,20.0,224.49999999993275,-59.05536834146353
reference_rheobase_20pA,23.0,20.0,224.59999999993266,-59.05536840753856
reference_rheobase_20pA,23.0,20.0,224.69999999993257,-59.05536847333468
reference_rheobase_20pA,23.0,20.0,224.79999999993248,-59.05536853885308
reference_rheobase_20pA,23.0,20.0,224.8999999999324,-59.05536860409494
reference_rheobase_20pA,23.0,20.0,224.9999999999323,-59.055368669061416
reference_rheobase_20pA,23.0,20.0,225.0999999999322,-59.05536873375369
reference_rheobase_20pA,23.0,20.0,225.19999999993212,-59.05536879817293
reference_rheobase_20pA,23.0,20.0,225.29999999993203,-59.05536886232028
reference_rheobase_20pA,23.0,20.0,225.39999999993194,-59.0553689261969
reference_rheobase_20pA,23.0,20.0,225.49999999993184,-59.055368989803945
reference_rheobase_20pA,23.0,20.0,225.59999999993175,-59.05536905314255
reference_rheobase_20pA,23.0,20.0,225.69999999993166,-59.05536911621385
reference_rheobase_20pA,23.0,20.0,225.79999999993157,-59.05536917901899
reference_rheobase_20pA,23.0,20.0,225.89999999993148,-59.05536924155909
reference_rheobase_20pA,23.0,20.0,225.9999999999314,-59.055369303835285
reference_rheobase_20pA,23.0,20.0,226.0999999999313,-59.05536936584869
reference_rheobase_20pA,23.0,20.0,226.1999999999312,-59.05536942760041
reference_rheobase_20pA,23.0,20.0,226.29999999993112,-59.05536948909156
reference_rheobase_20pA,23.0,20.0,226.39999999993103,-59.055369550323256
reference_rheobase_20pA,23.0,20.0,226.49999999993094,-59.055369611296584
reference_rheobase_20pA,23.0,20.0,226.59999999993084,-59.05536967201265
reference_rheobase_20pA,23.0,20.0,226.69999999993075,-59.05536973247254
reference_rheobase_20pA,23.0,20.0,226.79999999993066,-59.05536979267735
reference_rheobase_20pA,23.0,20.0,226.89999999993057,-59.05536985262815
reference_rheobase_20pA,23.0,20.0,226.99999999993048,-59.055369912326015
reference_rheobase_20pA,23.0,20.0,227.0999999999304,-59.05536997177203
reference_rheobase_20pA,23.0,20.0,227.1999999999303,-59.05537003096726
reference_rheobase_20pA,23.0,20.0,227.2999999999302,-59.05537008991276
reference_rheobase_20pA,23.0,20.0,227.39999999993012,-59.055370148609605
reference_rheobase_20pA,23.0,20.0,227.49999999993003,-59.05537020705884
reference_rheobase_20pA,23.0,20.0,227.59999999992993,-59.055370265261516
reference_rheobase_20pA,23.0,20.0,227.69999999992984,-59.055370323218675
reference_rheobase_20pA,23.0,20.0,227.79999999992975,-59.05537038093137
reference_rheobase_20pA,23.0,20.0,227.89999999992966,-59.05537043840063
reference_rheobase_20pA,23.0,20.0,227.99999999992957,-59.055370495627486
reference_rheobase_20pA,23.0,20.0,228.09999999992948,-59.05537055261297
reference_rheobase_20pA,23.0,20.0,228.1999999999294,-59.05537060935811
reference_rheobase_20pA,23.0,20.0,228.2999999999293,-59.05537066586391
reference_rheobase_20pA,23.0,20.0,228.3999999999292,-59.0553707221314
reference_rheobase_20pA,23.0,20.0,228.49999999992912,-59.05537077816159
reference_rheobase_20pA,23.0,20.0,228.59999999992903,-59.05537083395548
reference_rheobase_20pA,23.0,20.0,228.69999999992893,-59.05537088951407
reference_rheobase_20pA,23.0,20.0,228.79999999992884,-59.05537094483837
reference_rheobase_20pA,23.0,20.0,228.89999999992875,-59.055370999929366
reference_rheobase_20pA,23.0,20.0,228.99999999992866,-59.05537105478805
reference_rheobase_20pA,23.0,20.0,229.09999999992857,-59.055371109415404
reference_rheobase_20pA,23.0,20.0,229.19999999992848,-59.05537116381241
reference_rheobase_20pA,23.0,20.0,229.2999999999284,-59.05537121798005
reference_rheobase_20pA,23.0,20.0,229.3999999999283,-59.05537127191929
reference_rheobase_20pA,23.0,20.0,229.4999999999282,-59.05537132563111
reference_rheobase_20pA,23.0,20.0,229.59999999992812,-59.05537137911646
reference_rheobase_20pA,23.0,20.0,229.69999999992802,-59.05537143237631
reference_rheobase_20pA,23.0,20.0,229.79999999992793,-59.05537148541162
reference_rheobase_20pA,23.0,20.0,229.89999999992784,-59.05537153822333
reference_rheobase_20pA,23.0,20.0,229.99999999992775,-59.0553715908124
reference_rheobase_20pA,23.0,20.0,230.09999999992766,-59.05537164317977
reference_rheobase_20pA,23.0,20.0,230.19999999992757,-59.05537169532637
reference_rheobase_20pA,23.0,20.0,230.29999999992748,-59.055371747253155
reference_rheobase_20pA,23.0,20.0,230.3999999999274,-59.05537179896105
reference_rheobase_20pA,23.0,20.0,230.4999999999273,-59.05537185045098
reference_rheobase_20pA,23.0,20.0,230.5999999999272,-59.05537190172387
reference_rheobase_20pA,23.0,20.0,230.69999999992712,-59.055371952780646
reference_rheobase_20pA,23.0,20.0,230.79999999992702,-59.055372003622224
reference_rheobase_20pA,23.0,20.0,230.89999999992693,-59.05537205424951
reference_rheobase_20pA,23.0,20.0,230.99999999992684,-59.05537210466342
reference_rheobase_20pA,23.0,20.0,231.09999999992675,-59.05537215486485
reference_rheobase_20pA,23.0,20.0,231.19999999992666,-59.055372204854706
reference_rheobase_20pA,23.0,20.0,231.29999999992657,-59.055372254633895
reference_rheobase_20pA,23.0,20.0,231.39999999992648,-59.055372304203296
reference_rheobase_20pA,23.0,20.0,231.4999999999264,-59.055372353563804
reference_rheobase_20pA,23.0,20.0,231.5999999999263,-59.05537240271631
reference_rheobase_20pA,23.0,20.0,231.6999999999262,-59.05537245166169
reference_rheobase_20pA,23.0,20.0,231.79999999992611,-59.05537250040082
reference_rheobase_20pA,23.0,20.0,231.89999999992602,-59.055372548934585
reference_rheobase_20pA,23.0,20.0,231.99999999992593,-59.055372597263855
reference_rheobase_20pA,23.0,20.0,232.09999999992584,-59.05537264538948
reference_rheobase_20pA,23.0,20.0,232.19999999992575,-59.05537269331235
reference_rheobase_20pA,23.0,20.0,232.29999999992566,-59.0553727410333
reference_rheobase_20pA,23.0,20.0,232.39999999992557,-59.05537278855321
reference_rheobase_20pA,23.0,20.0,232.49999999992548,-59.05537283587291
reference_rheobase_20pA,23.0,20.0,232.5999999999254,-59.05537288299326
reference_rheobase_20pA,23.0,20.0,232.6999999999253,-59.055372929915116
reference_rheobase_20pA,23.0,20.0,232.7999999999252,-59.0553729766393
reference_rheobase_20pA,23.0,20.0,232.89999999992511,-59.055373023166666
reference_rheobase_20pA,23.0,20.0,232.99999999992502,-59.05537306949804
reference_rheobase_20pA,23.0,20.0,233.09999999992493,-59.05537311563425
reference_rheobase_20pA,23.0,20.0,233.19999999992484,-59.05537316157613
reference_rheobase_20pA,23.0,20.0,233.29999999992475,-59.05537320732451
reference_rheobase_20pA,23.0,20.0,233.39999999992466,-59.055373252880194
reference_rheobase_20pA,23.0,20.0,233.49999999992457,-59.055373298244014
reference_rheobase_20pA,23.0,20.0,233.59999999992448,-59.05537334341678
reference_rheobase_20pA,23.0,20.0,233.6999999999244,-59.0553733883993
reference_rheobase_20pA,23.0,20.0,233.7999999999243,-59.05537343319238
reference_rheobase_20pA,23.0,20.0,233.8999999999242,-59.05537347779683
reference_rheobase_20pA,23.0,20.0,233.9999999999241,-59.05537352221344
reference_rheobase_20pA,23.0,20.0,234.09999999992402,-59.055373566443016
reference_rheobase_20pA,23.0,20.0,234.19999999992393,-59.05537361048635
reference_rheobase_20pA,23.0,20.0,234.29999999992384,-59.05537365434422
reference_rheobase_20pA,23.0,20.0,234.39999999992375,-59.055373698017426
reference_rheobase_20pA,23.0,20.0,234.49999999992366,-59.05537374150675
reference_rheobase_20pA,23.0,20.0,234.59999999992357,-59.055373784812964
reference_rheobase_20pA,23.0,20.0,234.69999999992348,-59.05537382793685
reference_rheobase_20pA,23.0,20.0,234.7999999999234,-59.05537387087917
reference_rheobase_20pA,23.0,20.0,234.8999999999233,-59.05537391364072
reference_rheobase_20pA,23.0,20.0,234.9999999999232,-59.05537395622224
reference_rheobase_20pA,23.0,20.0,235.0999999999231,-59.05537399862451
reference_rheobase_20pA,23.0,20.0,235.19999999992302,-59.055374040848285
reference_rheobase_20pA,23.0,20.0,235.29999999992293,-59.05537408289432
reference_rheobase_20pA,23.0,20.0,235.39999999992284,-59.05537412476337
reference_rheobase_20pA,23.0,20.0,235.49999999992275,-59.055374166456176
reference_rheobase_20pA,23.0,20.0,235.59999999992266,-59.0553742079735
reference_rheobase_20pA,23.0,20.0,235.69999999992257,-59.05537424931608
reference_rheobase_20pA,23.0,20.0,235.79999999992248,-59.055374290484664
reference_rheobase_20pA,23.0,20.0,235.8999999999224,-59.055374331479975
reference_rheobase_20pA,23.0,20.0,235.9999999999223,-59.05537437230276
reference_rheobase_20pA,23.0,20.0,236.0999999999222,-59.055374412953746
reference_rheobase_20pA,23.0,20.0,236.1999999999221,-59.055374453433664
reference_rheobase_20pA,23.0,20.0,236.29999999992202,-59.05537449374324
reference_rheobase_20pA,23.0,20.0,236.39999999992193,-59.05537453388318
reference_rheobase_20pA,23.0,20.0,236.49999999992184,-59.05537457385423
reference_rheobase_20pA,23.0,20.0,236.59999999992175,-59.05537461365709
reference_rheobase_20pA,23.0,20.0,236.69999999992166,-59.05537465329247
reference_rheobase_20pA,23.0,20.0,236.79999999992157,-59.05537469276109
reference_rheobase_20pA,23.0,20.0,236.89999999992148,-59.055374732063655
reference_rheobase_20pA,23.0,20.0,236.99999999992139,-59.05537477120087
reference_rheobase_20pA,23.0,20.0,237.0999999999213,-59.05537481017343
reference_rheobase_20pA,23.0,20.0,237.1999999999212,-59.055374848982034
reference_rheobase_20pA,23.0,20.0,237.2999999999211,-59.05537488762739
reference_rheobase_20pA,23.0,20.0,237.39999999992102,-59.05537492611017
reference_rheobase_20pA,23.0,20.0,237.49999999992093,-59.05537496443107
reference_rheobase_20pA,23.0,20.0,237.59999999992084,-59.055375002590786
reference_rheobase_20pA,23.0,20.0,237.69999999992075,-59.05537504058999
reference_rheobase_20pA,23.0,20.0,237.79999999992066,-59.05537507842937
reference_rheobase_20pA,23.0,20.0,237.89999999992057,-59.0553751161096
reference_rheobase_20pA,23.0,20.0,237.99999999992048,-59.05537515363136
reference_rheobase_20pA,23.0,20.0,238.09999999992039,-59.05537519099531
reference_rheobase_20pA,23.0,20.0,238.1999999999203,-59.05537522820213
reference_rheobase_20pA,23.0,20.0,238.2999999999202,-59.05537526525248
reference_rheobase_20pA,23.0,20.0,238.3999999999201,-59.05537530214703
reference_rheobase_20pA,23.0,20.0,238.49999999992002,-59.055375338886435
reference_rheobase_20pA,23.0,20.0,238.59999999991993,-59.05537537547135
reference_rheobase_20pA,23.0,20.0,238.69999999991984,-59.05537541190243
reference_rheobase_20pA,23.0,20.0,238.79999999991975,-59.05537544818034
reference_rheobase_20pA,23.0,20.0,238.89999999991966,-59.05537548430572
reference_rheobase_20pA,23.0,20.0,238.99999999991957,-59.05537552027921
reference_rheobase_20pA,23.0,20.0,239.09999999991948,-59.05537555610147
reference_rheobase_20pA,23.0,20.0,239.19999999991938,-59.05537559177312
reference_rheobase_20pA,23.0,20.0,239.2999999999193,-59.05537562729482
reference_rheobase_20pA,23.0,20.0,239.3999999999192,-59.05537566266719
reference_rheobase_20pA,23.0,20.0,239.4999999999191,-59.055375697890874
reference_rheobase_20pA,23.0,20.0,239.59999999991902,-59.05537573296649
reference_rheobase_20pA,23.0,20.0,239.69999999991893,-59.055375767894674
reference_rheobase_20pA,23.0,20.0,239.79999999991884,-59.05537580267605
reference_rheobase_20pA,23.0,20.0,239.89999999991875,-59.05537583731124
reference_rheobase_20pA,23.0,20.0,239.99999999991866,-59.05537587180086
reference_rheobase_20pA,23.0,20.0,240.09999999991857,-59.055375906145535
reference_rheobase_20pA,23.0,20.0,240.19999999991848,-59.055375940345876
reference_rheobase_20pA,23.0,20.0,240.29999999991838,-59.05537597440249
reference_rheobase_20pA,23.0,20.0,240.3999999999183,-59.05537600831599
reference_rheobase_20pA,23.0,20.0,240.4999999999182,-59.055376042086976
reference_rheobase_20pA,23.0,20.0,240.5999999999181,-59.05537607571607
reference_rheobase_20pA,23.0,20.0,240.69999999991802,-59.05537610920385
reference_rheobase_20pA,23.0,20.0,240.79999999991793,-59.05537614255093
reference_rheobase_20pA,23.0,20.0,240.89999999991784,-59.0553761757579
reference_rheobase_20pA,23.0,20.0,240.99999999991775,-59.05537620882536
reference_rheobase_20pA,23.0,20.0,241.09999999991766,-59.0553762417539
reference_rheobase_20pA,23.0,20.0,241.19999999991757,-59.055376274544095
reference_rheobase_20pA,23.0,20.0,241.29999999991747,-59.055376307196546
reference_rheobase_20pA,23.0,20.0,241.39999999991738,-59.05537633971184
reference_rheobase_20pA,23.0,20.0,241.4999999999173,-59.05537637209055
reference_rheobase_20pA,23.0,20.0,241.5999999999172,-59.05537640433325
reference_rheobase_20pA,23.0,20.0,241.6999999999171,-59.055376436440525
reference_rheobase_20pA,23.0,20.0,241.79999999991702,-59.05537646841295
reference_rheobase_20pA,23.0,20.0,241.89999999991693,-59.05537650025109
reference_rheobase_20pA,23.0,20.0,241.99999999991684,-59.05537653195552
reference_rheobase_20pA,23.0,20.0,242.09999999991675,-59.0553765635268
reference_rheobase_20pA,23.0,20.0,242.19999999991666,-59.055376594965495
reference_rheobase_20pA,23.0,20.0,242.29999999991657,-59.05537662627217
reference_rheobase_20pA,23.0,20.0,242.39999999991647,-59.05537665744739
reference_rheobase_20pA,23.0,20.0,242.49999999991638,-59.0553766884917
reference_rheobase_20pA,23.0,20.0,242.5999999999163,-59.055376719405665
reference_rheobase_20pA,23.0,20.0,242.6999999999162,-59.05537675018982
reference_rheobase_20pA,23.0,20.0,242.7999999999161,-59.055376780844746
reference_rheobase_20pA,23.0,20.0,242.89999999991602,-59.05537681137096
reference_rheobase_20pA,23.0,20.0,242.99999999991593,-59.055376841769025
reference_rheobase_20pA,23.0,20.0,243.09999999991584,-59.055376872039474
reference_rheobase_20pA,23.0,20.0,243.19999999991575,-59.05537690218286
reference_rheobase_20pA,23.0,20.0,243.29999999991566,-59.0553769321997
reference_rheobase_20pA,23.0,20.0,243.39999999991556,-59.05537696209055
reference_rheobase_20pA,23.0,20.0,243.49999999991547,-59.05537699185594
reference_rheobase_20pA,23.0,20.0,243.59999999991538,-59.05537702149639
reference_rheobase_20pA,23.0,20.0,243.6999999999153,-59.05537705101244
reference_rheobase_20pA,23.0,20.0,243.7999999999152,-59.055377080404625
reference_rheobase_20pA,23.0,20.0,243.8999999999151,-59.05537710967346
reference_rheobase_20pA,23.0,20.0,243.99999999991502,-59.05537713881945
reference_rheobase_20pA,23.0,20.0,244.09999999991493,-59.05537716784315
reference_rheobase_20pA,23.0,20.0,244.19999999991484,-59.05537719674505
reference_rheobase_20pA,23.0,20.0,244.29999999991475,-59.05537722552568
reference_rheobase_20pA,23.0,20.0,244.39999999991466,-59.05537725418555
reference_rheobase_20pA,23.0,20.0,244.49999999991456,-59.055377282725175
reference_rheobase_20pA,23.0,20.0,244.59999999991447,-59.05537731114506
reference_rheobase_20pA,23.0,20.0,244.69999999991438,-59.055377339445705
reference_rheobase_20pA,23.0,20.0,244.7999999999143,-59.05537736762763
reference_rheobase_20pA,23.0,20.0,244.8999999999142,-59.05537739569133
reference_rheobase_20pA,23.0,20.0,244.9999999999141,-59.0553774236373
reference_rheobase_20pA,23.0,20.0,245.09999999991402,-59.05537745146605
reference_rheobase_20pA,23.0,20.0,245.19999999991393,-59.05537747917808
reference_rheobase_20pA,23.0,20.0,245.29999999991384,-59.055377506773866
reference_rheobase_20pA,23.0,20.0,245.39999999991375,-59.055377534253914
reference_rheobase_20pA,23.0,20.0,245.49999999991365,-59.05537756161871
reference_rheobase_20pA,23.0,20.0,245.59999999991356,-59.055377588868744
reference_rheobase_20pA,23.0,20.0,245.69999999991347,-59.0553776160045
reference_rheobase_20pA,23.0,20.0,245.79999999991338,-59.05537764302646
reference_rheobase_20pA,23.0,20.0,245.8999999999133,-59.05537766993511
reference_rheobase_20pA,23.0,20.0,245.9999999999132,-59.05537769673093
reference_rheobase_20pA,23.0,20.0,246.0999999999131,-59.055377723414395
reference_rheobase_20pA,23.0,20.0,246.19999999991302,-59.05537774998598
reference_rheobase_20pA,23.0,20.0,246.29999999991293,-59.055377776446164
reference_rheobase_20pA,23.0,20.0,246.39999999991284,-59.05537780279541
reference_rheobase_20pA,23.0,20.0,246.49999999991275,-59.0553778290342
reference_rheobase_20pA,23.0,20.0,246.59999999991265,-59.05537785516299
reference_rheobase_20pA,23.0,20.0,246.69999999991256,-59.05537788118225
reference_rheobase_20pA,23.0,20.0,246.79999999991247,-59.05537790709245
reference_rheobase_20pA,23.0,20.0,246.89999999991238,-59.05537793289404
reference_rheobase_20pA,23.0,20.0,246.9999999999123,-59.05537795858749
reference_rheobase_20pA,23.0,20.0,247.0999999999122,-59.055377984173255
reference_rheobase_20pA,23.0,20.0,247.1999999999121,-59.05537800965179
reference_rheobase_20pA,23.0,20.0,247.29999999991202,-59.05537803502354
reference_rheobase_20pA,23.0,20.0,247.39999999991193,-59.05537806028897
reference_rheobase_20pA,23.0,20.0,247.49999999991184,-59.055378085448524
reference_rheobase_20pA,23.0,20.0,247.59999999991174,-59.05537811050266
reference_rheobase_20pA,23.0,20.0,247.69999999991165,-59.05537813545181
reference_rheobase_20pA,23.0,20.0,247.79999999991156,-59.05537816029643
reference_rheobase_20pA,23.0,20.0,247.89999999991147,-59.05537818503695
reference_rheobase_20pA,23.0,20.0,247.99999999991138,-59.05537820967382
reference_rheobase_20pA,23.0,20.0,248.0999999999113,-59.05537823420748
reference_rheobase_20pA,23.0,20.0,248.1999999999112,-59.055378258638356
reference_rheobase_20pA,23.0,20.0,248.2999999999111,-59.0553782829669
reference_rheobase_20pA,23.0,20.0,248.39999999991102,-59.05537830719353
reference_rheobase_20pA,23.0,20.0,248.49999999991093,-59.055378331318686
reference_rheobase_20pA,23.0,20.0,248.59999999991084,-59.05537835534279
reference_rheobase_20pA,23.0,20.0,248.69999999991074,-59.05537837926627
reference_rheobase_20pA,23.0,20.0,248.79999999991065,-59.05537840308957
reference_rheobase_20pA,23.0,20.0,248.89999999991056,-59.05537842681309
reference_rheobase_20pA,23.0,20.0,248.99999999991047,-59.05537845043726
reference_rheobase_20pA,23.0,20.0,249.09999999991038,-59.05537847396251
reference_rheobase_20pA,23.0,20.0,249.1999999999103,-59.05537849738925
reference_rheobase_20pA,23.0,20.0,249.2999999999102,-59.0553785207179
reference_rheobase_20pA,23.0,20.0,249.3999999999101,-59.05537854394887
reference_rheobase_20pA,23.0,20.0,249.49999999991002,-59.05537856708258
reference_rheobase_20pA,23.0,20.0,249.59999999990993,-59.05537859011943
reference_rheobase_20pA,23.0,20.0,249.69999999990983,-59.055378613059844
reference_rheobase_20pA,23.0,20.0,249.79999999990974,-59.055378635904226
reference_rheobase_20pA,23.0,20.0,249.89999999990965,-59.05537865865298
reference_rheobase_20pA,23.0,20.0,249.99999999990956,-59.055378681306514
reference_rheobase_20pA,23.0,20.0,250.09999999990947,-59.05537870386522
reference_rheobase_20pA,23.0,20.0,250.19999999990938,-59.055378726329515
reference_rheobase_20pA,23.0,20.0,250.2999999999093,-59.055378748699795
reference_rheobase_20pA,23.0,20.0,250.3999999999092,-59.05537877097644
