ap_half_width_ms,ap_peak_mv,ap_threshold_mv,classification,frequency_hz_at_0p12_na,q10_kdr,q10_na,reference_temperature_c,rheobase_na,spikes_at_0p12_na,temperature_c,tonic_persistence_at_0p12_na
1.2499999999988631,4.039721292044303,-35.23960615497011,EXPERIMENTAL-RANGE MODEL COMPARISON,33.75,3.0,3.0,23.0,0.05,27,21.0,0.9856562500019834
1.0749999999990223,-1.3257035199173306,-34.839411579748024,EXPERIMENTAL-RANGE MODEL COMPARISON,37.5,3.0,3.0,23.0,0.05,30,23.0,0.9684062500019206
0.9999999999990905,-6.089360365843482,-33.76414761589586,EXPERIMENTAL-RANGE MODEL COMPARISON,40.0,3.0,3.0,23.0,0.05,32,24.0,0.9865000000019865
0.6249999999994316,-17.641564160151443,-37.888721073233576,35 C MODEL PREDICTION,0.0,3.0,3.0,23.0,0.15,0,35.0,0.0
