current_na,time_ms,soma_mv,proximal_axon_mv,proximal_dendrite_mv
-0.02,38.80000000000026,-60.03447727640649,-60.02608709013474,-60.03497576381002
-0.02,38.90000000000028,-60.034471014680015,-60.026080683381046,-60.034969510796046
-0.02,39.000000000000306,-60.0344647439568,-60.02607426851912,-60.0349632487318
-0.02,39.10000000000033,-60.03445846499143,-60.026067846300464,-60.03495697837206
-0.02,39.20000000000035,-60.03445217852564,-60.026061417463744,-60.034950700458744
-0.02,39.300000000000374,-60.034445885288484,-60.026054982734905,-60.034944415721114
-0.02,39.4000000000004,-60.03443958599653,-60.02604854282737,-60.034938124875914
-0.02,39.50000000000042,-60.03443328135397,-60.02604209844216,-60.03493182862753
-0.02,39.60000000000044,-60.034426972052785,-60.02603565026809,-60.034925527668136
-0.02,39.700000000000465,-60.034420658772916,-60.02602919898188,-60.03491922267789
-0.02,39.80000000000049,-60.03441434218241,-60.02602274524834,-60.03491291432501
-0.02,39.90000000000051,-60.034408022937555,-60.026016289720516,-60.034906603266016
-0.02,40.00000000000053,-60.03440170168306,-60.02600983303983,-60.034900290145785
-0.02,40.100000000000556,-60.03439537905217,-60.02600337583623,-60.034893975597775
-0.02,40.20000000000058,-60.03438905566682,-60.025996918728346,-60.03488766024414
-0.02,40.3000000000006,-60.0343827321378,-60.02599046232361,-60.03488134469585
-0.02,40.400000000000624,-60.03437640906487,-60.02598400721845,-60.03487502955288
-0.02,40.50000000000065,-60.03437008703691,-60.02597755399836,-60.034868715404315
-0.02,40.60000000000067,-60.03436376663208,-60.025971103238106,-60.03486240282852
-0.02,40.70000000000069,-60.03435744841793,-60.02596465550184,-60.034856092393255
-0.02,40.800000000000715,-60.034351132951535,-60.025958211343216,-60.034849784655805
-0.02,40.90000000000074,-60.03434482077966,-60.025951771305564,-60.03484348016315
-0.02,41.00000000000076,-60.03433851243888,-60.02594533592199,-60.034837179452055
-0.02,41.10000000000078,-60.03433220845569,-60.025938905715535,-60.03483088304925
-0.02,41.200000000000806,-60.03432590934667,-60.02593248119929,-60.034824591471526
-0.02,41.30000000000083,-60.0343196156186,-60.02592606287654,-60.034818305225855
-0.02,41.40000000000085,-60.03431332776858,-60.02591965124089,-60.03481202480957
-0.02,41.500000000000874,-60.03430704628417,-60.025913246776376,-60.03480575071043
-0.02,41.6000000000009,-60.0343007716435,-60.02590684995759,-60.0347994834068
-0.02,41.70000000000092,-60.034294504315426,-60.025900461249854,-60.03479322336773
-0.02,41.80000000000094,-60.0342882447596,-60.02589408110928,-60.0347869710531
-0.02,41.900000000000965,-60.03428199342666,-60.02588770998291,-60.03478072691376
-0.02,42.00000000000099,-60.034275750758276,-60.02588134830888,-60.034774491391595
-0.02,42.10000000000101,-60.034269517187326,-60.025874996516464,-60.034768264919705
-0.02,42.20000000000103,-60.03426329313798,-60.02586865502627,-60.034762047922484
-0.02,42.300000000001056,-60.034257079025856,-60.02586232425029,-60.03475584081575
-0.02,42.40000000000108,-60.034250875258074,-60.025856004592065,-60.03474964400686
-0.02,42.5000000000011,-60.034244682233414,-60.025849696446755,-60.034743457894805
-0.02,42.600000000001124,-60.03423850034243,-60.0258434002013,-60.03473728287036
-0.02,42.70000000000115,-60.03423232996754,-60.0258371162345,-60.034731119316156
-0.02,42.80000000000117,-60.03422617148315,-60.025830844917124,-60.03472496760683
-0.02,42.90000000000119,-60.03422002525574,-60.02582458661203,-60.03471882810908
-0.02,43.000000000001215,-60.03421389164402,-60.02581834167429,-60.03471270118183
-0.02,43.10000000000124,-60.03420777099898,-60.02581211045125,-60.034706587176295
-0.02,43.20000000000126,-60.03420166366404,-60.02580589328267,-60.034700486436115
-0.02,43.30000000000128,-60.034195569975125,-60.02579969050085,-60.03469439929743
-0.02,43.400000000001306,-60.03418949026077,-60.025793502430666,-60.03468832608901
-0.02,43.50000000000133,-60.03418342484225,-60.02578732938973,-60.03468226713234
-0.02,43.60000000000135,-60.03417737403364,-60.02578117168848,-60.03467622274172
-0.02,43.700000000001374,-60.03417133814195,-60.02577502963026,-60.03467019322439
-0.02,43.8000000000014,-60.034165317467206,-60.02576890351143,-60.03466417888059
-0.02,43.90000000000142,-60.03415931230255,-60.02576279362147,-60.03465818000367
-0.02,44.00000000000144,-60.03415332293432,-60.025756700243065,-60.03465219688022
-0.02,44.100000000001465,-60.03414734964219,-60.02575062365223,-60.0346462297901
-0.02,44.20000000000149,-60.03414139269921,-60.02574456411835,-60.0346402790066
-0.02,44.30000000000151,-60.034135452371935,-60.025738521904316,-60.0346343447965
-0.02,44.40000000000153,-60.0341295289205,-60.02573249726662,-60.03462842742016
-0.02,44.500000000001556,-60.034123622598734,-60.0257264904554,-60.03462252713161
-0.02,44.60000000000158,-60.034117733654206,-60.025720501714595,-60.034616644178655
-0.02,44.7000000000016,-60.034111862328366,-60.02571453128199,-60.03461077880296
-0.02,44.800000000001624,-60.03410600885658,-60.02570857938931,-60.034604931240125
-0.02,44.90000000000165,-60.034100173468275,-60.02570264626231,-60.03459910171978
-0.02,45.00000000000167,-60.03409435638697,-60.02569673212088,-60.03459329046568
-0.02,45.10000000000169,-60.03408855783041,-60.02569083717909,-60.03458749769576
-0.02,45.200000000001715,-60.034082778010585,-60.025684961645325,-60.034581723622274
-0.02,45.30000000000174,-60.03407701713389,-60.025679105722325,-60.03457596845181
-0.02,45.40000000000176,-60.03407127540116,-60.02567326960728,-60.03457023238542
-0.02,45.50000000000178,-60.03406555300775,-60.02566745349193,-60.03456451561869
-0.02,45.600000000001806,-60.03405985014363,-60.02566165756261,-60.03455881834181
-0.02,45.70000000000183,-60.034054166993464,-60.02565588200037,-60.03455314073966
-0.02,45.80000000000185,-60.03404850373669,-60.02565012698102,-60.03454748299188
-0.02,45.900000000001874,-60.034042860547586,-60.02564439267523,-60.03454184527299
-0.02,46.0000000000019,-60.03403723759534,-60.02563867924859,-60.03453622775238
-0.02,46.10000000000192,-60.03403163504416,-60.02563298686169,-60.03453063059448
-0.02,46.20000000000194,-60.03402605305331,-60.025627315670214,-60.034525053958774
-0.02,46.300000000001965,-60.0340204917772,-60.02562166582498,-60.03451949799988
-0.02,46.40000000000199,-60.034014951365464,-60.02561603747204,-60.03451396286766
-0.02,46.50000000000201,-60.034009431963035,-60.02561043075274,-60.03450844870725
-0.02,46.600000000002034,-60.03400393371019,-60.02560484580381,-60.03450295565916
-0.02,46.700000000002056,-60.03399845674265,-60.0255992827574,-60.034497483859305
-0.02,46.80000000000208,-60.03399300119165,-60.02559374174117,-60.034492033439136
-0.02,46.9000000000021,-60.033987567183964,-60.02558822287837,-60.03448660452566
-0.02,47.000000000002125,-60.03398215484203,-60.0255827262879,-60.03448119724152
-0.02,47.10000000000215,-60.03397676428399,-60.025577252084354,-60.034475811705065
-0.02,47.20000000000217,-60.03397139562375,-60.02557180037813,-60.03447044803041
-0.02,47.30000000000219,-60.03396604897106,-60.025566371275445,-60.03446510632753
-0.02,47.400000000002215,-60.03396072443157,-60.02556096487846,-60.03445978670228
-0.02,47.50000000000224,-60.0339554221069,-60.025555581285275,-60.03445448925648
-0.02,47.60000000000226,-60.03395014209469,-60.02555022059006,-60.034449214088
-0.02,47.700000000002284,-60.03394488448868,-60.02554488288307,-60.034443961290776
-0.02,47.800000000002306,-60.03393964937877,-60.02553956825072,-60.034438730954925
-0.02,47.90000000000233,-60.03393443685107,-60.025534276775666,-60.03443352316675
-0.02,48.00000000000235,-60.03392924698795,-60.025529008536836,-60.034428338008844
-0.02,48.100000000002375,-60.033924079868136,-60.02552376360949,-60.03442317556014
-0.02,48.2000000000024,-60.03391893556674,-60.02551854206532,-60.03441803589595
-0.02,48.30000000000242,-60.03391381415532,-60.02551334397246,-60.034412919088055
-0.02,48.40000000000244,-60.03390871570195,-60.02550816939557,-60.03440782520471
-0.02,48.500000000002466,-60.03390364027127,-60.02550301839588,-60.034402754310776
