time_ms,v_soma_mV,v_proximal_dendrite_mV,v_proximal_axon_candidate_mV
133.250000,-66.482383,-66.479241,-66.479238
133.275000,-66.482392,-66.479250,-66.479247
133.300000,-66.482401,-66.479259,-66.479256
133.325000,-66.482410,-66.479267,-66.479265
133.350000,-66.482419,-66.479276,-66.479274
133.375000,-66.482428,-66.479285,-66.479283
133.400000,-66.482437,-66.479294,-66.479292
133.425000,-66.482446,-66.479303,-66.479301
133.450000,-66.482455,-66.479312,-66.479310
133.475000,-66.482464,-66.479321,-66.479319
133.500000,-66.482473,-66.479330,-66.479328
133.525000,-66.482482,-66.479339,-66.479337
133.550000,-66.482491,-66.479348,-66.479346
133.575000,-66.482499,-66.479357,-66.479355
133.600000,-66.482508,-66.479366,-66.479364
133.625000,-66.482517,-66.479375,-66.479373
133.650000,-66.482526,-66.479384,-66.479382
133.675000,-66.482535,-66.479393,-66.479391
133.700000,-66.482544,-66.479402,-66.479400
133.725000,-66.482553,-66.479410,-66.479408
133.750000,-66.482562,-66.479419,-66.479417
133.775000,-66.482571,-66.479428,-66.479426
133.800000,-66.482580,-66.479437,-66.479435
133.825000,-66.482589,-66.479446,-66.479444
133.850000,-66.482597,-66.479455,-66.479453
133.875000,-66.482606,-66.479464,-66.479462
133.900000,-66.482615,-66.479473,-66.479471
133.925000,-66.482624,-66.479482,-66.479480
133.950000,-66.482633,-66.479490,-66.479488
133.975000,-66.482642,-66.479499,-66.479497
134.000000,-66.482651,-66.479508,-66.479506
134.025000,-66.482660,-66.479517,-66.479515
134.050000,-66.482668,-66.479526,-66.479524
134.075000,-66.482677,-66.479535,-66.479533
134.100000,-66.482686,-66.479543,-66.479541
134.125000,-66.482695,-66.479552,-66.479550
134.150000,-66.482704,-66.479561,-66.479559
134.175000,-66.482713,-66.479570,-66.479568
134.200000,-66.482721,-66.479579,-66.479577
134.225000,-66.482730,-66.479588,-66.479586
134.250000,-66.482739,-66.479596,-66.479594
134.275000,-66.482748,-66.479605,-66.479603
134.300000,-66.482757,-66.479614,-66.479612
134.325000,-66.482765,-66.479623,-66.479621
134.350000,-66.482774,-66.479632,-66.479630
134.375000,-66.482783,-66.479640,-66.479638
134.400000,-66.482792,-66.479649,-66.479647
134.425000,-66.482801,-66.479658,-66.479656
134.450000,-66.482809,-66.479667,-66.479665
134.475000,-66.482818,-66.479675,-66.479673
134.500000,-66.482827,-66.479684,-66.479682
134.525000,-66.482836,-66.479693,-66.479691
134.550000,-66.482844,-66.479702,-66.479700
134.575000,-66.482853,-66.479710,-66.479708
134.600000,-66.482862,-66.479719,-66.479717
134.625000,-66.482871,-66.479728,-66.479726
134.650000,-66.482879,-66.479737,-66.479735
134.675000,-66.482888,-66.479745,-66.479743
134.700000,-66.482897,-66.479754,-66.479752
134.725000,-66.482906,-66.479763,-66.479761
134.750000,-66.482914,-66.479771,-66.479769
134.775000,-66.482923,-66.479780,-66.479778
134.800000,-66.482932,-66.479789,-66.479787
134.825000,-66.482940,-66.479798,-66.479796
134.850000,-66.482949,-66.479806,-66.479804
134.875000,-66.482958,-66.479815,-66.479813
134.900000,-66.482967,-66.479824,-66.479822
134.925000,-66.482975,-66.479832,-66.479830
134.950000,-66.482984,-66.479841,-66.479839
134.975000,-66.482993,-66.479850,-66.479848
135.000000,-66.483001,-66.479858,-66.479856
135.025000,-66.483010,-66.479867,-66.479865
135.050000,-66.483019,-66.479876,-66.479874
135.075000,-66.483027,-66.479884,-66.479882
135.100000,-66.483036,-66.479893,-66.479891
135.125000,-66.483045,-66.479902,-66.479900
135.150000,-66.483053,-66.479910,-66.479908
135.175000,-66.483062,-66.479919,-66.479917
135.200000,-66.483070,-66.479928,-66.479926
135.225000,-66.483079,-66.479936,-66.479934
135.250000,-66.483088,-66.479945,-66.479943
135.275000,-66.483096,-66.479953,-66.479951
135.300000,-66.483105,-66.479962,-66.479960
135.325000,-66.483114,-66.479971,-66.479969
135.350000,-66.483122,-66.479979,-66.479977
135.375000,-66.483131,-66.479988,-66.479986
135.400000,-66.483139,-66.479996,-66.479994
135.425000,-66.483148,-66.480005,-66.480003
135.450000,-66.483157,-66.480014,-66.480012
135.475000,-66.483165,-66.480022,-66.480020
135.500000,-66.483174,-66.480031,-66.480029
135.525000,-66.483182,-66.480039,-66.480037
135.550000,-66.483191,-66.480048,-66.480046
135.575000,-66.483199,-66.480056,-66.480054
135.600000,-66.483208,-66.480065,-66.480063
135.625000,-66.483217,-66.480074,-66.480072
135.650000,-66.483225,-66.480082,-66.480080
135.675000,-66.483234,-66.480091,-66.480089
135.700000,-66.483242,-66.480099,-66.480097
135.725000,-66.483251,-66.480108,-66.480106
135.750000,-66.483259,-66.480116,-66.480114
135.775000,-66.483268,-66.480125,-66.480123
135.800000,-66.483276,-66.480133,-66.480131
135.825000,-66.483285,-66.480142,-66.480140
135.850000,-66.483293,-66.480150,-66.480148
135.875000,-66.483302,-66.480159,-66.480157
135.900000,-66.483310,-66.480167,-66.480165
135.925000,-66.483319,-66.480176,-66.480174
135.950000,-66.483327,-66.480184,-66.480182
135.975000,-66.483336,-66.480193,-66.480191
136.000000,-66.483344,-66.480201,-66.480199
136.025000,-66.483353,-66.480210,-66.480208
136.050000,-66.483361,-66.480218,-66.480216
136.075000,-66.483370,-66.480227,-66.480225
136.100000,-66.483378,-66.480235,-66.480233
136.125000,-66.483387,-66.480244,-66.480242
136.150000,-66.483395,-66.480252,-66.480250
136.175000,-66.483404,-66.480261,-66.480259
136.200000,-66.483412,-66.480269,-66.480267
136.225000,-66.483421,-66.480278,-66.480276
136.250000,-66.483429,-66.480286,-66.480284
136.275000,-66.483438,-66.480294,-66.480292
136.300000,-66.483446,-66.480303,-66.480301
136.325000,-66.483455,-66.480311,-66.480309
136.350000,-66.483463,-66.480320,-66.480318
136.375000,-66.483471,-66.480328,-66.480326
136.400000,-66.483480,-66.480337,-66.480335
136.425000,-66.483488,-66.480345,-66.480343
136.450000,-66.483497,-66.480353,-66.480351
136.475000,-66.483505,-66.480362,-66.480360
136.500000,-66.483513,-66.480370,-66.480368
136.525000,-66.483522,-66.480379,-66.480377
136.550000,-66.483530,-66.480387,-66.480385
136.575000,-66.483539,-66.480395,-66.480393
136.600000,-66.483547,-66.480404,-66.480402
136.625000,-66.483555,-66.480412,-66.480410
136.650000,-66.483564,-66.480420,-66.480419
136.675000,-66.483572,-66.480429,-66.480427
136.700000,-66.483581,-66.480437,-66.480435
136.725000,-66.483589,-66.480446,-66.480444
136.750000,-66.483597,-66.480454,-66.480452
136.775000,-66.483606,-66.480462,-66.480460
136.800000,-66.483614,-66.480471,-66.480469
136.825000,-66.483622,-66.480479,-66.480477
136.850000,-66.483631,-66.480487,-66.480485
136.875000,-66.483639,-66.480496,-66.480494
136.900000,-66.483647,-66.480504,-66.480502
136.925000,-66.483656,-66.480512,-66.480510
136.950000,-66.483664,-66.480521,-66.480519
136.975000,-66.483672,-66.480529,-66.480527
