trace_file,current_pA,soma_spike_count,ais_spike_count,firing_frequency_Hz,baseline_soma_mV,recovery_soma_mV,first_spike_latency_ms,mean_ISI_ms,adaptation_ratio_lastISI_firstISI,mean_soma_threshold_mV,mean_soma_peak_mV,mean_soma_AP_amplitude_mV,mean_soma_half_width_ms,mean_soma_base_width_minus20_ms,mean_soma_AHP_mV,mean_approx_ADP_from_AHP_mV
best_I_-10pA.dat,-10,0,0,0.0,-72.68713071500001,-76.30481060769615,,,,,,,,,,
best_I_0pA.dat,0,0,0,0.0,-72.68713071500001,-72.1706794127936,,,,,,,,,,
best_I_20pA.dat,20,0,0,0.0,-72.68713071500001,-64.36497590354823,,,,,,,,,,
best_I_40pA.dat,40,3,3,6.0,-72.68713071500001,-73.01788989055473,144.85,178.55,1.0087188862325975,-40.31931466666666,0.537025,40.85633966666666,3.491628898202625,3.511313382006487,-71.89856933333333,0.6723473333333297
best_I_60pA.dat,60,4,4,8.0,-72.68713071500001,-72.40235057221389,92.30000000000001,126.53333333333332,1.0113365155131266,-40.99565375,2.6239972499999995,43.619651000000005,3.5361984546248237,3.6789646050848646,-70.6000985,1.269471750000001
best_I_80pA.dat,80,5,5,10.0,-72.68713071500001,-72.5358947856072,67.975,101.6625,1.0054267390231868,-41.348278,3.5622786,44.91055660000001,3.4947011846539398,3.6826998373310005,-69.95141000000001,1.9607519999999994
best_I_100pA.dat,100,6,6,12.0,-72.68713071500001,-73.39884095352325,53.775000000000006,86.76000000000002,0.9962665134979901,-41.423429000000006,3.937803166666667,45.36123216666666,3.4226140033764616,3.6299451634642423,-69.59518066666668,2.725719499999999
best_I_120pA.dat,120,7,7,14.0,-72.68713071500001,-73.13755000949524,44.44999999999999,79.65416666666667,1.2107637769900088,-41.22193728571428,3.289459285714286,44.51139657142857,3.326411885592157,3.4927305384584355,-68.83260928571428,3.542029428571427
